"iteration","price x price","brand2 x price","brand2 x brand2","brand3 x price","brand3 x brand2","brand3 x brand3","ff2 x price","ff2 x brand2","ff2 x brand3","ff2 x ff2","ff3 x price","ff3 x brand2","ff3 x brand3","ff3 x ff2","ff3 x ff3","feat2 x price","feat2 x brand2","feat2 x brand3","feat2 x ff2","feat2 x ff3","feat2 x feat2","feat3 x price","feat3 x brand2","feat3 x brand3","feat3 x ff2","feat3 x ff3","feat3 x feat2","feat3 x feat3"
47,0.581665945,0,1.773691634,0,0,2.167830508,0,0,0,2.25132899,0,0,0,0,2.492409884,0,0,0,0,0,2.066421595,0,0,0,0,0,0,2.65824458
48,0.5633909981,0,1.868804978,0,0,2.412091136,0,0,0,2.407050518,0,0,0,0,2.374698408,0,0,0,0,0,1.948603164,0,0,0,0,0,0,2.695495179
49,0.652696908,0,1.911044928,0,0,2.30328948,0,0,0,2.349660549,0,0,0,0,2.403458857,0,0,0,0,0,1.955188646,0,0,0,0,0,0,2.748883472
50,0.5808240432,0,1.779592966,0,0,2.333436041,0,0,0,2.2244973,0,0,0,0,2.548021725,0,0,0,0,0,2.258058865,0,0,0,0,0,0,2.85336344
51,0.5539483045,0,1.903039597,0,0,2.426328676,0,0,0,2.392981027,0,0,0,0,2.547494991,0,0,0,0,0,1.933154579,0,0,0,0,0,0,2.583844549
52,0.5138973097,0,1.941558544,0,0,2.496927018,0,0,0,2.159716764,0,0,0,0,2.40694508,0,0,0,0,0,1.865719236,0,0,0,0,0,0,2.664994546
53,0.5730242082,0,1.967108583,0,0,2.199327128,0,0,0,2.356271008,0,0,0,0,2.524867238,0,0,0,0,0,2.032916451,0,0,0,0,0,0,2.802683811
54,0.6170462511,0,1.914935351,0,0,2.388417307,0,0,0,2.327793091,0,0,0,0,2.66989161,0,0,0,0,0,2.103605247,0,0,0,0,0,0,2.596953005
55,0.6415178646,0,1.942504577,0,0,2.191094757,0,0,0,2.415739942,0,0,0,0,2.714453774,0,0,0,0,0,1.981375247,0,0,0,0,0,0,2.523256444
56,0.6375150108,0,1.838972045,0,0,2.201519401,0,0,0,2.305404386,0,0,0,0,2.437621769,0,0,0,0,0,1.757020045,0,0,0,0,0,0,2.818249672
57,0.5922291426,0,1.755362342,0,0,2.283155234,0,0,0,2.335357384,0,0,0,0,2.491737406,0,0,0,0,0,1.912104044,0,0,0,0,0,0,2.751522601
58,0.6127875714,0,1.852392782,0,0,1.895342446,0,0,0,2.427206422,0,0,0,0,2.509528641,0,0,0,0,0,2.151857888,0,0,0,0,0,0,2.834756096
59,0.6056769123,0,1.964598748,0,0,2.116485379,0,0,0,2.40708202,0,0,0,0,2.647456557,0,0,0,0,0,2.144629914,0,0,0,0,0,0,2.824780292
60,0.6253781226,0,1.963128158,0,0,2.222358058,0,0,0,2.384474038,0,0,0,0,2.667371785,0,0,0,0,0,2.112410625,0,0,0,0,0,0,2.720393149
61,0.6314367534,0,2.097132532,0,0,2.206153067,0,0,0,2.584156243,0,0,0,0,2.600596127,0,0,0,0,0,2.050869889,0,0,0,0,0,0,2.59641642
62,0.6132051756,0,2.089825443,0,0,2.103057961,0,0,0,2.643346533,0,0,0,0,2.840100558,0,0,0,0,0,2.127340596,0,0,0,0,0,0,2.685125282
63,0.5661702318,0,1.987740035,0,0,2.253446639,0,0,0,2.496300664,0,0,0,0,2.507142966,0,0,0,0,0,2.249411974,0,0,0,0,0,0,2.657218003
64,0.6122853798,0,2.129542101,0,0,2.247500478,0,0,0,2.367814474,0,0,0,0,2.542372483,0,0,0,0,0,1.954825219,0,0,0,0,0,0,2.775992255
65,0.6380939895,0,2.119895008,0,0,2.067149897,0,0,0,2.321588305,0,0,0,0,2.699150402,0,0,0,0,0,2.17902394,0,0,0,0,0,0,2.764578627
66,0.550070667,0,2.143671167,0,0,2.237888252,0,0,0,2.451527505,0,0,0,0,2.407459076,0,0,0,0,0,2.084794373,0,0,0,0,0,0,2.83469822
67,0.5813811369,0,2.018797777,0,0,2.039787929,0,0,0,2.346276564,0,0,0,0,2.361839702,0,0,0,0,0,2.058028789,0,0,0,0,0,0,2.870651253
68,0.5948584526,0,2.12579197,0,0,2.259134034,0,0,0,2.256666833,0,0,0,0,2.439396102,0,0,0,0,0,1.946538193,0,0,0,0,0,0,2.820174995
69,0.618520698,0,2.009419663,0,0,2.022745187,0,0,0,2.386137963,0,0,0,0,2.447118048,0,0,0,0,0,2.007460336,0,0,0,0,0,0,2.735735003
70,0.6398375421,0,1.945867363,0,0,2.337691712,0,0,0,2.354501279,0,0,0,0,2.422098655,0,0,0,0,0,1.955110553,0,0,0,0,0,0,2.905810531
71,0.6010153622,0,1.993017747,0,0,2.196807505,0,0,0,2.372474763,0,0,0,0,2.312652682,0,0,0,0,0,1.94006321,0,0,0,0,0,0,2.848689611
72,0.5714597001,0,2.129862331,0,0,2.183164119,0,0,0,2.449842189,0,0,0,0,2.575589724,0,0,0,0,0,2.182353131,0,0,0,0,0,0,3.021551522
73,0.5914409706,0,2.004201998,0,0,2.163026866,0,0,0,2.294753642,0,0,0,0,2.414192594,0,0,0,0,0,1.955979005,0,0,0,0,0,0,2.678895744
74,0.5591476081,0,2.014938849,0,0,2.473171474,0,0,0,2.104742509,0,0,0,0,2.29306175,0,0,0,0,0,2.035103698,0,0,0,0,0,0,2.669016256
75,0.57053712,0,2.146505355,0,0,2.404262456,0,0,0,2.185705769,0,0,0,0,2.439849294,0,0,0,0,0,1.996120725,0,0,0,0,0,0,2.489719242
76,0.5523956333,0,2.14899527,0,0,2.200092876,0,0,0,2.154726302,0,0,0,0,2.234596744,0,0,0,0,0,2.057862402,0,0,0,0,0,0,2.585521267
77,0.5229014355,0,1.944511181,0,0,2.224441082,0,0,0,2.0269578,0,0,0,0,2.299304678,0,0,0,0,0,1.965211541,0,0,0,0,0,0,2.407254258
78,0.560958653,0,2.027708384,0,0,2.222994164,0,0,0,1.987893727,0,0,0,0,2.617755364,0,0,0,0,0,2.075196899,0,0,0,0,0,0,2.474286533
79,0.5158982556,0,2.110930404,0,0,2.078583952,0,0,0,2.200331926,0,0,0,0,2.407091175,0,0,0,0,0,2.085775898,0,0,0,0,0,0,2.720940388
80,0.5278608607,0,2.114017659,0,0,2.261285296,0,0,0,2.105851005,0,0,0,0,2.543194641,0,0,0,0,0,2.030013948,0,0,0,0,0,0,2.423531912
81,0.5428735141,0,2.178032358,0,0,2.258428094,0,0,0,2.031756532,0,0,0,0,2.358554208,0,0,0,0,0,2.126383147,0,0,0,0,0,0,2.70188085
82,0.5670391935,0,2.062081787,0,0,2.160342818,0,0,0,2.20603849,0,0,0,0,2.537640221,0,0,0,0,0,1.986251464,0,0,0,0,0,0,2.707301044
83,0.5537968475,0,1.987500238,0,0,2.32326716,0,0,0,2.214887343,0,0,0,0,2.584002529,0,0,0,0,0,1.983219823,0,0,0,0,0,0,2.84389234
84,0.5334858963,0,2.280936466,0,0,2.103771369,0,0,0,2.265535798,0,0,0,0,2.516559145,0,0,0,0,0,2.004332781,0,0,0,0,0,0,2.686831233
85,0.5221705952,0,2.162766276,0,0,2.074064075,0,0,0,2.267928631,0,0,0,0,2.378462394,0,0,0,0,0,2.143457273,0,0,0,0,0,0,2.662039823
86,0.5615956862,0,2.027820614,0,0,2.136822346,0,0,0,2.275623962,0,0,0,0,2.543046634,0,0,0,0,0,2.134347065,0,0,0,0,0,0,2.903003699
87,0.4969703923,0,2.019212393,0,0,2.223945701,0,0,0,2.161485595,0,0,0,0,2.472324696,0,0,0,0,0,1.852411105,0,0,0,0,0,0,2.847116565
88,0.5431842422,0,2.002476211,0,0,2.167492244,0,0,0,2.168175588,0,0,0,0,2.574302615,0,0,0,0,0,1.983010996,0,0,0,0,0,0,2.857055666
89,0.579004361,0,2.136079233,0,0,2.169855319,0,0,0,2.335494082,0,0,0,0,2.425692248,0,0,0,0,0,2.04883414,0,0,0,0,0,0,3.015755217
90,0.5931485743,0,2.085130323,0,0,2.228680494,0,0,0,2.323321538,0,0,0,0,2.783020532,0,0,0,0,0,1.926968035,0,0,0,0,0,0,3.007283344
91,0.5412884693,0,1.915702879,0,0,2.276194852,0,0,0,2.267839793,0,0,0,0,2.551772747,0,0,0,0,0,2.184378417,0,0,0,0,0,0,2.890485595
92,0.5557059677,0,1.873447018,0,0,2.094186496,0,0,0,2.418118923,0,0,0,0,2.815573363,0,0,0,0,0,1.920311781,0,0,0,0,0,0,2.908014747
93,0.5453385339,0,1.899484435,0,0,2.338806265,0,0,0,2.443897096,0,0,0,0,2.683131268,0,0,0,0,0,2.140291354,0,0,0,0,0,0,2.697605981
94,0.562774749,0,1.950776323,0,0,2.26145892,0,0,0,2.444273347,0,0,0,0,2.840460964,0,0,0,0,0,2.193628546,0,0,0,0,0,0,2.704108161
95,0.5579871242,0,1.878387548,0,0,2.16912019,0,0,0,2.276592461,0,0,0,0,2.616550821,0,0,0,0,0,2.101280251,0,0,0,0,0,0,3.148998202
96,0.5326459784,0,2.047836044,0,0,2.154514123,0,0,0,2.224595641,0,0,0,0,2.67629741,0,0,0,0,0,2.15579586,0,0,0,0,0,0,2.87278945
97,0.5674708782,0,2.010971674,0,0,2.162160093,0,0,0,2.286281955,0,0,0,0,2.586615369,0,0,0,0,0,2.026197927,0,0,0,0,0,0,2.602866481
98,0.5307418277,0,2.046376053,0,0,2.198045509,0,0,0,2.453448373,0,0,0,0,2.638348576,0,0,0,0,0,2.111225152,0,0,0,0,0,0,2.723477292
99,0.5474967376,0,1.95575784,0,0,2.066803531,0,0,0,2.36973022,0,0,0,0,2.820174497,0,0,0,0,0,2.090625717,0,0,0,0,0,0,2.864066851
100,0.6388614609,0,2.056460763,0,0,2.254375611,0,0,0,2.330482669,0,0,0,0,2.465455972,0,0,0,0,0,1.835624674,0,0,0,0,0,0,2.763727737
101,0.645908696,0,2.198139993,0,0,2.044885587,0,0,0,2.471115289,0,0,0,0,2.477780616,0,0,0,0,0,1.991835019,0,0,0,0,0,0,2.770255768
102,0.5438799845,0,1.985177004,0,0,2.270117882,0,0,0,2.25957193,0,0,0,0,2.574409227,0,0,0,0,0,1.865173561,0,0,0,0,0,0,3.032278277
103,0.5835033794,0,2.063432119,0,0,2.225407436,0,0,0,2.308871818,0,0,0,0,2.678771028,0,0,0,0,0,1.899341152,0,0,0,0,0,0,2.620712742
104,0.5655209111,0,2.118563436,0,0,2.165497996,0,0,0,2.547714679,0,0,0,0,2.739916443,0,0,0,0,0,1.987637137,0,0,0,0,0,0,2.631025247
105,0.5749562992,0,1.975031191,0,0,2.34900348,0,0,0,2.538830893,0,0,0,0,2.484793984,0,0,0,0,0,1.836101157,0,0,0,0,0,0,2.80390427
106,0.6079832196,0,1.961002001,0,0,2.15623939,0,0,0,2.522479817,0,0,0,0,2.581233764,0,0,0,0,0,2.18655749,0,0,0,0,0,0,2.970058904
107,0.5773709584,0,2.080570103,0,0,2.119258844,0,0,0,2.302154765,0,0,0,0,2.692656088,0,0,0,0,0,1.836795117,0,0,0,0,0,0,2.517893441
108,0.5841360394,0,2.076031623,0,0,2.287201924,0,0,0,2.309466935,0,0,0,0,2.520515375,0,0,0,0,0,1.718554123,0,0,0,0,0,0,2.789299904
109,0.6211686923,0,2.089508048,0,0,2.407048343,0,0,0,2.256905655,0,0,0,0,2.337369953,0,0,0,0,0,1.757468191,0,0,0,0,0,0,2.711556704
110,0.5708108085,0,1.980452368,0,0,2.62216717,0,0,0,2.171320979,0,0,0,0,2.460790495,0,0,0,0,0,1.763114077,0,0,0,0,0,0,2.326535227
111,0.6086648785,0,2.200766653,0,0,2.38987904,0,0,0,2.498765425,0,0,0,0,2.734689904,0,0,0,0,0,1.9149426,0,0,0,0,0,0,2.565635273
112,0.5586868495,0,2.095674678,0,0,2.198756229,0,0,0,2.123266943,0,0,0,0,2.699869253,0,0,0,0,0,1.919073073,0,0,0,0,0,0,2.830322058
113,0.5874960525,0,2.04930257,0,0,2.102363262,0,0,0,2.326265376,0,0,0,0,2.497633413,0,0,0,0,0,1.962886595,0,0,0,0,0,0,2.600253917
114,0.5595307857,0,2.060377103,0,0,2.147164999,0,0,0,2.241908104,0,0,0,0,2.574954685,0,0,0,0,0,1.724036143,0,0,0,0,0,0,2.629489397
115,0.5819544021,0,2.201095693,0,0,2.218091341,0,0,0,2.199606394,0,0,0,0,2.42437279,0,0,0,0,0,1.882494528,0,0,0,0,0,0,2.667017288
116,0.5712347702,0,2.181002543,0,0,2.362542531,0,0,0,2.386164537,0,0,0,0,2.715981845,0,0,0,0,0,1.819205242,0,0,0,0,0,0,2.65193669
117,0.5836703769,0,2.201657154,0,0,2.345158984,0,0,0,2.233182401,0,0,0,0,2.57218137,0,0,0,0,0,1.75455527,0,0,0,0,0,0,2.536162384
118,0.6092314782,0,2.254639593,0,0,2.452946557,0,0,0,2.346085989,0,0,0,0,2.397305736,0,0,0,0,0,1.7550236,0,0,0,0,0,0,2.593627797
119,0.5688680256,0,2.03176081,0,0,2.28813734,0,0,0,2.258456005,0,0,0,0,2.362108245,0,0,0,0,0,1.936144157,0,0,0,0,0,0,2.617842322
120,0.6068098615,0,1.931026896,0,0,2.289369771,0,0,0,2.151925822,0,0,0,0,2.302375753,0,0,0,0,0,1.922044925,0,0,0,0,0,0,2.460965504
121,0.5689821657,0,2.246394021,0,0,2.190942821,0,0,0,2.281483751,0,0,0,0,2.516284353,0,0,0,0,0,1.915421528,0,0,0,0,0,0,2.604569638
122,0.5623236397,0,1.962829763,0,0,2.210233935,0,0,0,2.332787671,0,0,0,0,2.347179387,0,0,0,0,0,1.765422639,0,0,0,0,0,0,2.440222893
123,0.5198814145,0,2.064982969,0,0,2.289292355,0,0,0,2.379996789,0,0,0,0,2.479195025,0,0,0,0,0,1.692948978,0,0,0,0,0,0,2.769155565
124,0.5207378819,0,2.096938756,0,0,2.190799249,0,0,0,2.323390809,0,0,0,0,2.518574806,0,0,0,0,0,1.892404279,0,0,0,0,0,0,2.780018056
125,0.5503221501,0,2.197626637,0,0,2.434069089,0,0,0,2.382437011,0,0,0,0,2.402417074,0,0,0,0,0,1.8631107,0,0,0,0,0,0,2.764978783
126,0.5183427207,0,2.150541273,0,0,2.419081497,0,0,0,2.250484772,0,0,0,0,2.324485402,0,0,0,0,0,1.995157163,0,0,0,0,0,0,2.726355739
127,0.5101999181,0,2.112131349,0,0,2.522078151,0,0,0,2.281596036,0,0,0,0,2.543941159,0,0,0,0,0,2.035085962,0,0,0,0,0,0,2.6702435
128,0.5671718585,0,2.202077231,0,0,2.335262223,0,0,0,2.168644158,0,0,0,0,2.662580932,0,0,0,0,0,1.907213052,0,0,0,0,0,0,2.771948046
129,0.524327288,0,2.038147014,0,0,2.428841308,0,0,0,2.333402787,0,0,0,0,2.577978667,0,0,0,0,0,1.985412961,0,0,0,0,0,0,2.581993521
130,0.563765996,0,2.077887354,0,0,2.614223374,0,0,0,2.064117558,0,0,0,0,2.674113085,0,0,0,0,0,1.841627019,0,0,0,0,0,0,2.69349972
131,0.5387093759,0,2.058105086,0,0,2.324667715,0,0,0,2.0456525,0,0,0,0,2.573952292,0,0,0,0,0,1.942415418,0,0,0,0,0,0,2.918420715
132,0.5530889763,0,2.164360397,0,0,2.416945986,0,0,0,2.347896167,0,0,0,0,2.369885921,0,0,0,0,0,2.029223761,0,0,0,0,0,0,2.481072155
133,0.5071009168,0,2.046392177,0,0,2.210361268,0,0,0,2.256040043,0,0,0,0,2.379307585,0,0,0,0,0,2.010591998,0,0,0,0,0,0,2.724018309
134,0.5166856126,0,2.05559345,0,0,2.37018187,0,0,0,2.166738538,0,0,0,0,2.484465316,0,0,0,0,0,1.823270607,0,0,0,0,0,0,2.674097763
135,0.5497957807,0,1.998375452,0,0,2.386099602,0,0,0,2.037946533,0,0,0,0,2.626425862,0,0,0,0,0,1.950564556,0,0,0,0,0,0,2.322341536
136,0.5530115599,0,2.038064633,0,0,2.410687606,0,0,0,2.099150236,0,0,0,0,2.432774213,0,0,0,0,0,1.767454607,0,0,0,0,0,0,2.577312477
137,0.558461081,0,2.138665735,0,0,2.261029721,0,0,0,2.211132628,0,0,0,0,2.287459564,0,0,0,0,0,1.666061129,0,0,0,0,0,0,2.390562794
138,0.6035945511,0,2.116973745,0,0,2.349067229,0,0,0,2.222170442,0,0,0,0,2.427483772,0,0,0,0,0,1.907191251,0,0,0,0,0,0,2.233552972
139,0.5480503765,0,2.161584541,0,0,2.277345968,0,0,0,2.226135961,0,0,0,0,2.528268761,0,0,0,0,0,1.919238707,0,0,0,0,0,0,2.472822458
140,0.5874405815,0,2.2092792,0,0,2.109146295,0,0,0,2.113286547,0,0,0,0,2.484165556,0,0,0,0,0,1.952381447,0,0,0,0,0,0,2.528721964
141,0.5312125292,0,2.092029201,0,0,2.216039578,0,0,0,2.080644439,0,0,0,0,2.391732403,0,0,0,0,0,1.913562802,0,0,0,0,0,0,2.436616664
142,0.5198074724,0,1.969560764,0,0,2.48654881,0,0,0,2.22083451,0,0,0,0,2.556759546,0,0,0,0,0,1.886459783,0,0,0,0,0,0,2.381073514
143,0.5302066807,0,2.050661494,0,0,2.411349633,0,0,0,2.182003247,0,0,0,0,2.442378757,0,0,0,0,0,1.825931373,0,0,0,0,0,0,2.268970362
144,0.5358684223,0,2.002066121,0,0,2.42643949,0,0,0,2.237670389,0,0,0,0,2.586788722,0,0,0,0,0,1.831471137,0,0,0,0,0,0,2.342590252
145,0.5566213064,0,2.216290375,0,0,2.341589134,0,0,0,2.377443247,0,0,0,0,2.430706414,0,0,0,0,0,1.984691865,0,0,0,0,0,0,2.520629024
146,0.5977518607,0,2.010110609,0,0,2.473970994,0,0,0,2.239284706,0,0,0,0,2.615140345,0,0,0,0,0,1.989314671,0,0,0,0,0,0,2.173999979
147,0.5580390227,0,2.150296019,0,0,2.3425851,0,0,0,2.31988245,0,0,0,0,2.351806762,0,0,0,0,0,1.898473101,0,0,0,0,0,0,2.246067587
148,0.5626987433,0,2.148927291,0,0,2.363158781,0,0,0,2.174509428,0,0,0,0,2.48580448,0,0,0,0,0,1.892377926,0,0,0,0,0,0,2.412533844
149,0.5088466378,0,2.03848533,0,0,2.214953942,0,0,0,2.25910853,0,0,0,0,2.244888975,0,0,0,0,0,2.030249673,0,0,0,0,0,0,2.256444533
150,0.5702926868,0,2.269268245,0,0,2.327277439,0,0,0,2.367164088,0,0,0,0,2.330632495,0,0,0,0,0,1.852356577,0,0,0,0,0,0,2.540784922
151,0.6112923703,0,2.216801902,0,0,2.518590472,0,0,0,2.216187776,0,0,0,0,2.391950938,0,0,0,0,0,2.025668426,0,0,0,0,0,0,2.299549782
152,0.5617212841,0,2.060445379,0,0,2.306145565,0,0,0,2.27076157,0,0,0,0,2.244335821,0,0,0,0,0,1.959066679,0,0,0,0,0,0,2.369016872
153,0.5708601538,0,2.16349127,0,0,2.382041124,0,0,0,2.19348079,0,0,0,0,2.262349804,0,0,0,0,0,1.978436855,0,0,0,0,0,0,2.328449467
154,0.6025398429,0,2.077207113,0,0,2.285532306,0,0,0,2.332351567,0,0,0,0,2.257617588,0,0,0,0,0,1.827016739,0,0,0,0,0,0,2.200159974
155,0.5933851892,0,2.005826673,0,0,2.114263392,0,0,0,2.237970821,0,0,0,0,2.450197021,0,0,0,0,0,1.930809032,0,0,0,0,0,0,2.49106824
