"Respondent","price","brand2","brand3","ff2","ff3","feat2","feat3","LV_disturbance"
35,0.3934396349,0.5581090735,0.6954320902,0.8039935863,0.7879530605,0.6932909527,0.8055671323,0.8429132587
36,0.4249422131,0.7600766944,0.8008657469,0.8274881587,0.8430561408,0.7826710906,0.857043249,0.8628380777
37,0.4537104414,0.7462819506,0.836224635,0.8129566206,0.8152127457,0.7804796067,0.8591608474,0.8504452975
38,0.4153853759,0.7785971681,0.8904971619,0.8066795489,0.7643453103,0.8158128189,0.7545215271,0.8790002086
39,0.4077141145,0.5315551652,0.682978705,0.6817789728,0.7613756157,0.6969517475,0.6933509892,0.8941089052
40,0.4372098209,0.7201283155,0.7888979194,0.786216149,0.7610327025,0.8828430189,0.6232108049,0.8725216841
41,0.3872278431,0.6520781251,0.6544933837,0.7933652638,0.7101192286,0.6628719612,0.694801302,0.8196814089
42,0.4019703302,0.8050448569,0.8109843828,0.827918812,0.7632552524,0.7962579614,0.8112766982,0.8421086454
43,0.379224363,0.7054819126,0.637999471,0.7738142219,0.7406566771,0.6725634687,0.7413024055,0.8456221116
44,0.4502471374,0.6258351186,0.6591085027,0.7511005574,0.715821022,0.7807269795,0.7737903175,0.8415004897
45,0.429790721,0.835700931,0.7207842033,0.8623437085,0.7734537183,0.8433370954,0.7061084486,0.8645978031
46,0.4398004528,0.5887829976,0.7984260555,0.8743814861,0.7242529201,0.6706460052,0.6251281533,0.8376384041
47,0.4174953749,0.6290068458,0.6448587948,0.8312806494,0.7552345858,0.726609295,0.7186279277,0.8812889452
48,0.3980586033,0.6958015359,0.8038920737,0.77701422,0.6840211629,0.6011945329,0.63594395,0.8571040731
49,0.4441842534,0.6865814478,0.7310563802,0.7252476365,0.7282391335,0.7718408939,0.7362570189,0.8764999416
50,0.434590581,0.5858079826,0.8024089895,0.8507305369,0.7289420074,0.8227714153,0.7513344751,0.8903295028
51,0.4121678497,0.6893961225,0.6492686812,0.8436456746,0.7749067469,0.7185913398,0.6841779562,0.8489316706
52,0.418947532,0.6416492027,0.6789089096,0.9080256756,0.7669674884,0.692205234,0.6852281356,0.8486337524
53,0.438078753,0.6596638356,0.8391751728,0.8531033224,0.7279682916,0.7926434858,0.8369802189,0.8310451672
54,0.4128944847,0.769159572,0.7490955668,0.7508561966,0.7372215286,0.792013941,0.8313695567,0.8743343975
55,0.3897546494,0.8048153952,0.6963445799,0.8395346781,0.8099762076,0.8219611689,0.8483388544,0.8734106132
56,0.3816100761,0.7179710796,0.6187015647,0.8748042525,0.7875421706,0.7383028763,0.7235225857,0.8488241108
57,0.3635517826,0.5842692508,0.7887070124,0.7720427969,0.8534711088,0.762886544,0.7811760952,0.856013972
58,0.38399918,0.770225709,0.7155277451,0.7843575516,0.7398727163,0.6770183284,0.5700064543,0.8466216666
59,0.420596556,0.696197976,0.8143960611,0.7977802102,0.7377140168,0.8195471798,0.7726840439,0.8665488808
60,0.4145075904,0.6679432117,0.6773741535,0.8201894637,0.7573361577,0.7824473849,0.7282868864,0.8318613233
61,0.4103794406,0.6573832411,0.7525705989,0.87459514,0.7725597337,0.7147660564,0.6280908672,0.8434794314
62,0.4111556595,0.6228223834,0.7067207174,0.7159916999,0.7379991168,0.7770888307,0.7918217898,0.8597541784
63,0.3853268879,0.5915434786,0.6143338142,0.8196321214,0.711764958,0.6099218312,0.6445223409,0.8533301485
64,0.4009150845,0.4991754741,0.579949436,0.8503533703,0.7674449809,0.6081608538,0.6542645473,0.866511116
65,0.3765679341,0.6085593482,0.6288338043,0.8522547892,0.7204174289,0.6437207864,0.6164801262,0.7914264336
66,0.3890269949,0.7031807856,0.7264951517,0.7627005428,0.6977339866,0.6659470133,0.6678422872,0.808511868
67,0.3976039038,0.5979942844,0.6012949141,0.7351359274,0.7346649817,0.7648839992,0.6255826474,0.8557634111
68,0.4046828043,0.5705776617,0.6734684187,0.7660266547,0.7868830642,0.7999564227,0.7382185737,0.8285521184
69,0.4039574589,0.6863759657,0.7370320286,0.6379582918,0.8066729751,0.6077330259,0.6982757503,0.8599866457
70,0.3820528382,0.6475697728,0.525751508,0.7694502152,0.7562981606,0.6380653998,0.6864930656,0.8459210532
71,0.3988761256,0.7169574256,0.7422078148,0.7817645399,0.7392891854,0.7793184094,0.7644775536,0.8630846656
72,0.3543658619,0.6120706691,0.5736355798,0.8017055022,0.6557660991,0.7418749581,0.615246715,0.837773608
73,0.459561804,0.6682709745,0.7065359937,0.7164949277,0.7370458236,0.6796787109,0.7687441885,0.865532884
74,0.3875163051,0.5225035591,0.7716193573,0.864407546,0.7215297849,0.6864871301,0.5987096232,0.8775332398
75,0.4066360297,0.6012184762,0.722041801,0.7633791971,0.7375715372,0.6848571441,0.6514458754,0.8309802333
76,0.4985421702,0.8235043086,0.804341688,0.9020413873,0.8784876765,0.8500523761,0.8368046006,0.8968419153
77,0.3530208196,0.6732025144,0.6351769319,0.7602727725,0.7523300872,0.7622553502,0.6208794848,0.7986006636
78,0.3840415233,0.5428740565,0.6856272997,0.7890629936,0.7199233089,0.638379297,0.6599054917,0.8709481039
79,0.4295185356,0.7238704227,0.7527924891,0.8429339799,0.7634926563,0.7936784371,0.6767217949,0.843031693
80,0.3711987472,0.6355589348,0.5787310089,0.7541998539,0.8446122811,0.6639869919,0.6404341597,0.8735162016
81,0.3973563169,0.6153439093,0.556271418,0.7959551132,0.7615435587,0.669414553,0.6678265751,0.8053369087
82,0.4055568641,0.5617627399,0.5629722506,0.743352752,0.6460631673,0.6709093509,0.7692258498,0.8679880872
83,0.3755178395,0.6236204091,0.6987277725,0.8081280454,0.8035806394,0.6005381214,0.8186570637,0.83898549
84,0.3944222718,0.6919200117,0.6997498768,0.8294298629,0.7489557687,0.8945952657,0.8160467266,0.8384517234
85,0.4252185782,0.8102770478,0.7543329906,0.8667234612,0.6934241574,0.6510700661,0.5669900832,0.8814380394
86,0.4341546655,0.6147010297,0.7534124109,0.8830834551,0.8032679082,0.8380133264,0.7989913198,0.8481295261
87,0.370782817,0.6119510467,0.7306503463,0.7049698745,0.7711422768,0.6080024529,0.665784005,0.8283150727
88,0.4350027224,0.756316266,0.7936269698,0.7839635027,0.7729245392,0.7991686535,0.7235730842,0.8672025032
89,0.3873692888,0.4560178182,0.7235421349,0.9154892537,0.7251053617,0.672825448,0.7676559385,0.8374111888
90,0.3693529881,0.6732230146,0.7934298378,0.7916732633,0.8521907874,0.7444968415,0.7597171362,0.8493552389
91,0.3802622477,0.6582325751,0.690108776,0.6738491632,0.7750912839,0.6387453509,0.7724440719,0.8679154077
92,0.4190474868,0.6796044957,0.803520058,0.8665315179,0.7892115404,0.7986645295,0.708834846,0.8382330386
93,0.424528264,0.6573035476,0.799204647,0.7859051047,0.7807984883,0.6273119118,0.8538627509,0.8628741088
94,0.4357328983,0.6743081672,0.7229811555,0.8040895495,0.8064403497,0.7672749748,0.6291697789,0.8773683737
95,0.4301185294,0.6972061464,0.804540348,0.811216471,0.7978365013,0.7229986312,0.7434661814,0.8770632872
96,0.3645890753,0.5328032346,0.7478884796,0.7174618119,0.7333661806,0.6825297589,0.6330944249,0.8328774266
97,0.3687334654,0.5526599872,0.6421016863,0.9119920685,0.8060283775,0.6920677226,0.7304706078,0.8452147793
98,0.3906411622,0.760874997,0.5563363063,0.7026941042,0.7132641787,0.5838405792,0.6062412426,0.8089342462
99,0.3824090468,0.6778982934,0.7416558539,0.7543611548,0.8184994901,0.733099304,0.8048951975,0.8455146351
100,0.4064793335,0.7069243708,0.6504339045,0.7825013353,0.7580510468,0.6528088309,0.7309130652,0.8551668992
101,0.3880419304,0.7029455576,0.7749731491,0.833130695,0.8658447812,0.8152113635,0.8115742114,0.8423193483
102,0.4234976494,0.774289693,0.5684482132,0.7459363599,0.7636218044,0.6991658246,0.7302575887,0.8251395814
103,0.4259498361,0.6851256638,0.6038546989,0.7939912027,0.7214203257,0.632299749,0.6753494465,0.8386590639
104,0.4003482207,0.4948117114,0.5549105705,0.842007489,0.7379296888,0.5622059095,0.6798272171,0.8715355588
105,0.4309706399,0.5821717664,0.6336562238,0.8024390252,0.7837841401,0.7688893469,0.740859986,0.8495819279
106,0.422116388,0.6999966062,0.6777250104,0.9193627339,0.7434498086,0.6887372019,0.7615775501,0.8701783169
107,0.3711998939,0.7601883288,0.5864651658,0.74683195,0.7511514832,0.6279913041,0.6314181879,0.8079473863
108,0.3704657267,0.6002591004,0.7038225022,0.7304794371,0.7408348519,0.5636958205,0.6368164739,0.8269689584
109,0.4137907613,0.5786400696,0.6724965091,0.7574420136,0.7663220028,0.6895435992,0.8380487959,0.8740763055
110,0.4265992635,0.6595486757,0.4672079405,0.875264541,0.7967718297,0.7798353017,0.7680228714,0.8575493045
111,0.3922377685,0.6386738641,0.5053559026,0.8225803662,0.7407285119,0.6826635583,0.7174126019,0.8492364903
112,0.4111061787,0.7144744054,0.8388436314,0.7476367806,0.8041722848,0.8009500209,0.8440301561,0.8684789992
113,0.4039163792,0.6310422128,0.7626151081,0.8387675334,0.7035527233,0.7852413307,0.788359836,0.8806426466
114,0.4146601626,0.6911952698,0.6969436837,0.6710344626,0.7654791148,0.6892759651,0.6485249433,0.830804986
115,0.4153037431,0.5089954514,0.7083795714,0.7601890195,0.6615698864,0.4969035597,0.7787778433,0.8469289292
116,0.4072666456,0.574805326,0.5905828384,0.8608747606,0.755701041,0.5163983496,0.740318536,0.878635659
117,0.4009640976,0.7460010207,0.759797116,0.7518333073,0.7584285798,0.7179459119,0.7678410268,0.8328156166
118,0.4138211067,0.651199947,0.7092553141,0.6961274937,0.8058193703,0.6873468863,0.5560317555,0.8887587445
119,0.4126666009,0.7243118483,0.7289682055,0.8077508229,0.7586474626,0.7431906413,0.7122961963,0.8663382586
120,0.4267721669,0.7263554619,0.7821567103,0.7886290079,0.8180172699,0.6019381552,0.7486877596,0.8308790847
121,0.4088058259,0.5750227283,0.7026040556,0.7449494403,0.7339480441,0.570558106,0.8147996443,0.8706073603
122,0.4126888063,0.6077393949,0.8450774562,0.7715096138,0.7130783716,0.7227771551,0.7389964816,0.8532464998
123,0.4283536154,0.6974370711,0.834446447,0.7653313423,0.814442341,0.8560316982,0.7689153519,0.8655483881
124,0.3960663645,0.7684471475,0.8048629135,0.8158367699,0.7296318123,0.8386094531,0.7717230961,0.8345347001
125,0.4222143838,0.7021288401,0.6576172216,0.6853202726,0.6874340411,0.6618307287,0.598326918,0.7960079722
126,0.3964216945,0.611155114,0.7209790059,0.8004904166,0.7097501461,0.6881742996,0.6463838471,0.8415068367
127,0.4049732885,0.5448022482,0.7058583465,0.7039190926,0.7484877598,0.5885142403,0.6045896513,0.8757226075
128,0.4034000879,0.5360148401,0.6642138031,0.7306090432,0.7626576768,0.7607546952,0.7345686257,0.8347015834
129,0.3551276477,0.7624559664,0.7917711026,0.7852249865,0.7430125674,0.6572806063,0.7813521485,0.8364347628
130,0.4327837193,0.7019776918,0.8691679152,0.7616094733,0.800223133,0.7713358523,0.8064460982,0.8914015208
131,0.37901525,0.7324701551,0.5374946158,0.7133556969,0.7339434657,0.7547684527,0.7425183682,0.8456135975
132,0.3856539696,0.7164041305,0.7599573234,0.7712186172,0.7801455563,0.6626905208,0.8379581697,0.8347198646
133,0.4114052654,0.6271396202,0.7652260245,0.7733467581,0.7641537523,0.6839632377,0.7248419145,0.8517789444
134,0.3631640758,0.6061142983,0.6032493172,0.6990660823,0.6907355773,0.7198162881,0.69057225,0.8016302201
135,0.3741351254,0.6082349916,0.771208577,0.8231313953,0.7643439025,0.5659652261,0.6637463518,0.8261477481
136,0.3806675924,0.5805744414,0.4798727291,0.8603116111,0.6915169193,0.6681105052,0.7169609396,0.8652098067
137,0.4149419958,0.645470095,0.6212908672,0.7601963849,0.7720504316,0.6391612712,0.6323541106,0.8792783694
138,0.3809392039,0.7238195498,0.6032737421,0.7464417174,0.7374088231,0.676381685,0.7109252435,0.8783077174
139,0.3874432316,0.8443483644,0.8391137318,0.810061221,0.758487602,0.668534193,0.6203512673,0.8320343125
140,0.4084867514,0.6593737879,0.7696029379,0.7799189748,0.7545009544,0.8029506472,0.7547554986,0.8891301713
141,0.3743447141,0.6479661766,0.7361541093,0.7438999848,0.7677009037,0.5694827991,0.7477842978,0.8317276965
142,0.4667707784,0.8151440483,0.8452804361,0.7202131895,0.8059608611,0.6799631996,0.8540995372,0.876874938
143,0.3888107735,0.6372113082,0.5758975378,0.7454099117,0.7282431775,0.4992365367,0.5011958144,0.803503426
144,0.4184495669,0.6425038437,0.6752090163,0.7978275315,0.7357161296,0.6061521286,0.6616764546,0.8538756594
145,0.4452626215,0.7568479387,0.742394925,0.7472093649,0.7343044121,0.7663257509,0.7028459388,0.863792344
146,0.412506378,0.6929871891,0.7016684594,0.743460673,0.7543478222,0.7141738762,0.7732520446,0.852565847
147,0.3896247976,0.6886018032,0.7742925403,0.7654110739,0.7835397067,0.5836260855,0.7196930998,0.8293808995
148,0.3556114515,0.5737284662,0.6314192412,0.7430460418,0.7025246401,0.6844469547,0.5432124376,0.7994584665
149,0.4306620607,0.5510526413,0.7161930809,0.7498248394,0.7680394895,0.5880430197,0.5440355156,0.8538517497
150,0.4069158071,0.5675990552,0.7286582246,0.7359385208,0.7525249073,0.7425629126,0.7220834854,0.8745538129
151,0.4288595948,0.6536924684,0.7150464662,0.6771659215,0.7179905535,0.6368531879,0.6373852492,0.8576949167
152,0.4243480518,0.6449496462,0.7292489536,0.8151485522,0.7290561111,0.6548623289,0.6907579398,0.887745717
153,0.3980003527,0.7520919196,0.6701174967,0.7626854547,0.7680810683,0.7029776759,0.6688718917,0.8269873468
154,0.4502950693,0.6562728341,0.7198675719,0.8024807472,0.819340906,0.6774166469,0.8030431853,0.8521107438
155,0.4094216009,0.49073829,0.7076355171,0.7425789074,0.7438285836,0.6349496358,0.6461507496,0.8707693818
156,0.368080615,0.5748749268,0.5373296703,0.8346929942,0.7510985726,0.8765831906,0.7389575031,0.8713862811
157,0.3735160265,0.7262420139,0.6969765715,0.7916799679,0.7707017411,0.6883733776,0.7952860727,0.8065579302
158,0.3706385882,0.6870028502,0.7563124943,0.7768826408,0.7319222438,0.7695460974,0.7321454801,0.8350339244
159,0.4212400399,0.6629782005,0.6862364288,0.8584718588,0.7160200212,0.6476234847,0.7299605534,0.8821226449
160,0.3840381015,0.6366472974,0.6982098782,0.7046863199,0.7856473849,0.620704255,0.7608325027,0.8213153821
161,0.4008199698,0.6065236006,0.7422925095,0.7066945307,0.7751335856,0.6483776054,0.6224984717,0.848111259
162,0.4318343049,0.707401148,0.868158783,0.7502331061,0.7967191742,0.8063912836,0.7571076309,0.8794251786
163,0.3802458188,0.7319154586,0.7557645201,0.7145732133,0.7486917514,0.5933278228,0.7693579599,0.8203940348
164,0.3953649792,0.5965961827,0.8794323502,0.7802149807,0.6913695659,0.6395924615,0.5886910101,0.8638454942
165,0.3930524829,0.6356068678,0.7787287036,0.8531999103,0.700489972,0.6777887424,0.6396098112,0.821437819
166,0.4194421939,0.63685226,0.7689391531,0.7289042451,0.7326775173,0.7455920914,0.6995969999,0.8714264336
167,0.388901532,0.7787752005,0.605501336,0.8435217068,0.8292076079,0.6608905157,0.7773426182,0.8728698749
168,0.4811283277,0.5878824087,0.786124287,0.8637112446,0.818480208,0.6110802608,0.7458883174,0.8856325774
169,0.4095134224,0.7493479528,0.7629447253,0.8094772467,0.8113749389,0.7465477714,0.7711146683,0.8482624511
170,0.3804057713,0.6143171513,0.5875113341,0.7624868917,0.7899707233,0.6415916969,0.6485003542,0.8270762618
171,0.4361758711,0.6390549538,0.6914459127,0.8056404652,0.7469888195,0.8188201548,0.8121374406,0.8679125531
172,0.448492335,0.6821049332,0.6694554712,0.9072394619,0.7783735126,0.7804630238,0.7317484308,0.8315353809
173,0.429682012,0.6081650141,0.68534131,0.7958080245,0.7654920098,0.6743005826,0.6578818566,0.8453913778
174,0.3827064779,0.5498962297,0.5507659162,0.8311236327,0.8069509904,0.5892150024,0.5415788277,0.8401868624
175,0.4017758426,0.707460592,0.7660100795,0.7896740888,0.7552791844,0.773720069,0.6576508503,0.8220860443
176,0.4089501656,0.6286447076,0.649135889,0.7862792939,0.6585231801,0.7586995079,0.6776994798,0.8692373379
177,0.3925172757,0.7053988549,0.7532049543,0.7474971718,0.7545428087,0.6195473292,0.7654337342,0.8307957889
178,0.4194017461,0.6980166098,0.697008685,0.7542665152,0.8227941211,0.7850589061,0.8172174868,0.8633358035
179,0.340354778,0.6924647049,0.8102894037,0.797515118,0.7559034213,0.7157883275,0.6743994021,0.8163935481
180,0.4376971775,0.7020282492,0.8536467761,0.8331021228,0.7639193119,0.9300306762,0.7496441731,0.8679583675
181,0.4150972666,0.5871662449,0.6773322121,0.7032826785,0.7525470362,0.765800691,0.749063233,0.8106553849
182,0.4109691986,0.6501090006,0.7808151946,0.7939676201,0.8050131005,0.8246748346,0.7026363902,0.837275493
183,0.3850951112,0.6602259876,0.6850956598,0.7694392149,0.7644840024,0.5661065974,0.7527370377,0.8650343061
184,0.4278249083,0.6963850285,0.7446486913,0.832880027,0.7392895981,0.8033869647,0.7403561542,0.8481578619
185,0.3928764122,0.5623283336,0.5420491201,0.8037854563,0.6975411041,0.6269305231,0.6267159078,0.8278857832
186,0.4296937911,0.6950925538,0.8039213186,0.8357468259,0.758457281,0.7635915842,0.7210800089,0.8676116449
187,0.4458669189,0.7571746126,0.7484922615,0.720983605,0.8158947939,0.6245869982,0.6860446492,0.8730621734
188,0.4399184658,0.7633526836,0.7596654271,0.8830429405,0.7917121433,0.7493194753,0.8088806377,0.8417415791
189,0.4183453226,0.5625283311,0.6690103325,0.7777529867,0.8126605475,0.7426076163,0.8811303055,0.8457072617
190,0.4205538156,0.604911269,0.7325626177,0.7332528379,0.7004313786,0.6145743992,0.7479138583,0.8293045461
191,0.4107912677,0.5916758958,0.5994800079,0.6796844895,0.7792628507,0.4585929403,0.6363336733,0.8455334819
192,0.3956066849,0.6729325039,0.6032932906,0.7223203041,0.7592772169,0.6311510609,0.7134954676,0.8535338983
193,0.4425594709,0.7684760604,0.8052530724,0.7015260701,0.8604136218,0.8331804152,0.7411587157,0.8966969033
194,0.449719258,0.7316442978,0.764291221,0.7109540895,0.7798601981,0.758065048,0.6837523124,0.8586470156
195,0.4048930411,0.6672221877,0.7937092341,0.8854965027,0.7233706653,0.566347807,0.7040230881,0.8469945056
196,0.3973866612,0.8222101091,0.7420195152,0.7997774701,0.880492003,0.7576824261,0.7829059123,0.8417259385
197,0.4145790301,0.599082358,0.8526589201,0.9035261516,0.7788918261,0.7960082492,0.7006215554,0.8644564999
198,0.3803664935,0.637673842,0.6113850613,0.7020987286,0.7707283707,0.7122151454,0.702347237,0.8261110711
199,0.3820746584,0.6575713834,0.7994767224,0.8696261794,0.7360965087,0.7920432696,0.6921648418,0.8387431916
200,0.3995973498,0.8352697144,0.7138863482,0.7962644863,0.7959481467,0.7535280828,0.7364436103,0.8712331484
201,0.382979006,0.587649151,0.5310426883,0.7499699305,0.8261660398,0.6453460394,0.6740847703,0.8721268625
202,0.4379951228,0.798789765,0.7560110319,0.8170507012,0.7878722615,0.7906867371,0.7166943848,0.8694973893
203,0.421683103,0.6508334051,0.8066367126,0.7123661382,0.7562693182,0.7419932221,0.7518202197,0.8709420716
204,0.3972982894,0.5393992772,0.7001068598,0.803237153,0.738641914,0.7038257777,0.6457813216,0.8383368113
205,0.4101092168,0.7121993758,0.8588841397,0.7427533436,0.7059068345,0.6638806434,0.711522447,0.8298707331
206,0.4285274968,0.70616677,0.7546958585,0.6748601784,0.8609697041,0.7052232778,0.7280540392,0.8234747614
207,0.4159738208,0.6394839504,0.8636226875,0.7686826764,0.7637476752,0.7798028388,0.6799080654,0.8591174859
208,0.4539510294,0.7202405168,0.774277764,0.755354146,0.7549573675,0.6855468401,0.6667438539,0.8850729177
209,0.4087000093,0.7027155914,0.8307133262,0.6911299211,0.8114272919,0.6597558681,0.8237827083,0.8397998185
210,0.3680840826,0.5527303858,0.7518656237,0.7664485779,0.8310507071,0.553281259,0.6623559511,0.8803350485
211,0.3761448172,0.5979580083,0.5470345755,0.8081927989,0.7070827224,0.6997900381,0.6761510786,0.8189158398
212,0.4305381884,0.6497502667,0.7465363953,0.7625761156,0.7718742457,0.6679294002,0.7415151316,0.8518581771
213,0.4207919115,0.6446634398,0.7543991564,0.7666312429,0.7428710655,0.7329289718,0.7363045229,0.8759562349
214,0.3586665883,0.676461906,0.6871749476,0.7978940975,0.7836841481,0.6591487446,0.5926025979,0.8207823999
215,0.4579564279,0.4550061565,0.7373482263,0.6895908213,0.780596691,0.7350402949,0.7467465046,0.8648687499
216,0.4368262116,0.7300654479,0.8668420045,0.7902155721,0.8441767356,0.767485139,0.8245992808,0.8075922959
217,0.441457944,0.7892948591,0.7837994303,0.8099159998,0.8446186321,0.8784723206,0.8592931487,0.8648412824
218,0.367076208,0.6038225349,0.6616753652,0.7549748993,0.8102798163,0.749104255,0.7863835366,0.8489478323
219,0.3549984242,0.5843173951,0.6410433324,0.735381238,0.7889952636,0.5817973608,0.7239963147,0.8170567417
220,0.3659722607,0.8065427453,0.6599167786,0.773242325,0.7116107498,0.6815127732,0.6673807264,0.8524333061
221,0.4099267597,0.649177888,0.6958967814,0.7159191925,0.7199916119,0.6625076426,0.7765765651,0.8333850713
222,0.4168817546,0.584427936,0.7084939157,0.7946116783,0.7740043709,0.7003793726,0.678093843,0.8667481437
223,0.3984890319,0.5634034616,0.6666047356,0.736449915,0.7691100357,0.7606702186,0.7218023695,0.8259184592
224,0.3751788193,0.6110650696,0.6929798677,0.8178780058,0.7754232108,0.716769014,0.7433805488,0.8769032163
225,0.3910461909,0.7590016688,0.6885342073,0.6978187036,0.7341719293,0.7066334343,0.6474706895,0.8234866463
226,0.4451401341,0.6547093471,0.6520507714,0.7311922084,0.7457282386,0.6392409146,0.6590269542,0.8640687089
227,0.4214490122,0.5282467205,0.6680228913,0.7378283479,0.6512977611,0.6694705883,0.5419663528,0.8449907078
228,0.4849933455,0.6585227911,0.7430861319,0.9195182425,0.8357764274,0.679362711,0.6722416369,0.8744317788
229,0.3821792317,0.6004393153,0.674719256,0.7439290518,0.7843740776,0.7649921285,0.8157406083,0.8293891426
230,0.3734404305,0.6380788313,0.6612905317,0.8928461288,0.7023038982,0.6539388342,0.6518850488,0.8557276937
231,0.4187643769,0.6879895899,0.709596535,0.7275793095,0.6791816337,0.7235456814,0.6583054289,0.8287861107
232,0.4072575475,0.741219668,0.7036866427,0.6963489059,0.75565132,0.7160630199,0.8229286665,0.8484318194
233,0.3835283152,0.6274048925,0.7051483525,0.8091305494,0.7859557604,0.8557653505,0.6333688656,0.845543602
234,0.3957002912,0.5004540839,0.5782899672,0.7880501373,0.7064386069,0.7190770801,0.5958575304,0.8625230754
235,0.3950128667,0.6777060199,0.649848183,0.8084798799,0.7119745929,0.6054130049,0.6194812099,0.8658218108
236,0.4067191866,0.6877957153,0.6841866484,0.7728905277,0.7562546425,0.7534868463,0.7561413145,0.8695700187
237,0.4380793739,0.7128863643,0.5754687006,0.7121023228,0.8162557528,0.6628677801,0.5821028353,0.8458162102
238,0.4333941802,0.7599630371,0.7594584966,0.79970097,0.7504306292,0.7205427233,0.7756892628,0.8423526445
239,0.4001219687,0.7132668092,0.7496399045,0.7848408676,0.748812505,0.6704907467,0.7150209912,0.8573560617
240,0.446780921,0.6837668852,0.8366938672,0.778810134,0.7626143544,0.6202511904,0.7292369424,0.8358545597
241,0.3479097624,0.6539260422,0.5071388678,0.8367078571,0.7392975989,0.586539789,0.5988144936,0.8722165307
242,0.4004701385,0.653604778,0.6771093972,0.7419775852,0.7877335536,0.6483544164,0.6497265089,0.8609669239
243,0.443592953,0.65611161,0.8267903062,0.775540895,0.7517760939,0.8129127534,0.7200431771,0.8854013686
