"iteration","price x price","brand2 x price","brand2 x brand2","brand3 x price","brand3 x brand2","brand3 x brand3","ff2 x price","ff2 x brand2","ff2 x brand3","ff2 x ff2","ff3 x price","ff3 x brand2","ff3 x brand3","ff3 x ff2","ff3 x ff3","feat2 x price","feat2 x brand2","feat2 x brand3","feat2 x ff2","feat2 x ff3","feat2 x feat2","feat3 x price","feat3 x brand2","feat3 x brand3","feat3 x ff2","feat3 x ff3","feat3 x feat2","feat3 x feat3","LV_disturbance x price","LV_disturbance x brand2","LV_disturbance x brand3","LV_disturbance x ff2","LV_disturbance x ff3","LV_disturbance x feat2","LV_disturbance x feat3","LV_disturbance x LV_disturbance"
11,0.2342867629,0,0.9870045467,0,0,0.9260998985,0,0,0,1.03200873,0,0,0,0,1.024650839,0,0,0,0,0,1.021399003,0,0,0,0,0,0,1.06150586,0,0,0,0,0,0,0,1
12,0.2294826246,0,1.117371579,0,0,0.8422716955,0,0,0,0.9621656411,0,0,0,0,1.065565683,0,0,0,0,0,1.090554411,0,0,0,0,0,0,1.114499678,0,0,0,0,0,0,0,1
13,0.2116311807,0,1.033093725,0,0,0.9177938428,0,0,0,1.052057816,0,0,0,0,1.062725007,0,0,0,0,0,1.036513643,0,0,0,0,0,0,1.040071432,0,0,0,0,0,0,0,1
14,0.2371701883,0,1.034679761,0,0,0.8979302994,0,0,0,1.112982747,0,0,0,0,1.156796254,0,0,0,0,0,1.057575097,0,0,0,0,0,0,1.093682488,0,0,0,0,0,0,0,1
15,0.2418762132,0,1.001650889,0,0,0.875931666,0,0,0,1.044408737,0,0,0,0,1.046761008,0,0,0,0,0,1.054831319,0,0,0,0,0,0,1.045561369,0,0,0,0,0,0,0,1
16,0.2437415815,0,1.115810124,0,0,0.8695753908,0,0,0,1.025296421,0,0,0,0,1.027544434,0,0,0,0,0,1.035034498,0,0,0,0,0,0,1.043633925,0,0,0,0,0,0,0,1
17,0.2346044825,0,1.068489688,0,0,0.8644107286,0,0,0,1.010289694,0,0,0,0,1.049375099,0,0,0,0,0,1.037895476,0,0,0,0,0,0,1.012295352,0,0,0,0,0,0,0,1
18,0.2412066318,0,1.07893155,0,0,0.9670389397,0,0,0,0.9684088906,0,0,0,0,1.070769887,0,0,0,0,0,1.010638334,0,0,0,0,0,0,1.05469769,0,0,0,0,0,0,0,1
19,0.2434134701,0,0.9828430615,0,0,0.8648944964,0,0,0,1.015987867,0,0,0,0,1.097587073,0,0,0,0,0,1.025263052,0,0,0,0,0,0,1.078135506,0,0,0,0,0,0,0,1
20,0.2655825201,0,0.9383711651,0,0,0.9858885567,0,0,0,1.024143837,0,0,0,0,1.108400337,0,0,0,0,0,1.053980721,0,0,0,0,0,0,1.236382134,0,0,0,0,0,0,0,1
21,0.2609012284,0,0.9845191326,0,0,0.9356523694,0,0,0,0.9182889155,0,0,0,0,1.140167434,0,0,0,0,0,1.146556288,0,0,0,0,0,0,1.095411164,0,0,0,0,0,0,0,1
22,0.2428442198,0,1.113429856,0,0,0.9242187502,0,0,0,1.009497034,0,0,0,0,1.138226948,0,0,0,0,0,0.959659803,0,0,0,0,0,0,1.070820571,0,0,0,0,0,0,0,1
23,0.2329435094,0,1.010074164,0,0,0.9384269527,0,0,0,0.988887824,0,0,0,0,1.130705226,0,0,0,0,0,1.07334348,0,0,0,0,0,0,1.011735141,0,0,0,0,0,0,0,1
24,0.2403404444,0,0.9670950336,0,0,0.8823945628,0,0,0,1.032493591,0,0,0,0,1.073789967,0,0,0,0,0,1.108333872,0,0,0,0,0,0,1.080720624,0,0,0,0,0,0,0,1
25,0.2432858231,0,1.064166296,0,0,0.9313760829,0,0,0,1.089217896,0,0,0,0,1.204771383,0,0,0,0,0,1.136155182,0,0,0,0,0,0,1.001993622,0,0,0,0,0,0,0,1
26,0.2487172897,0,1.106072412,0,0,0.9637084903,0,0,0,0.9930239385,0,0,0,0,1.149904869,0,0,0,0,0,1.119949737,0,0,0,0,0,0,1.080406157,0,0,0,0,0,0,0,1
27,0.2428944386,0,1.082715551,0,0,0.9977100263,0,0,0,1.047186263,0,0,0,0,1.187864952,0,0,0,0,0,1.062632521,0,0,0,0,0,0,1.027340886,0,0,0,0,0,0,0,1
28,0.231228957,0,1.042009162,0,0,1.036124603,0,0,0,1.07300569,0,0,0,0,1.211152369,0,0,0,0,0,1.138005629,0,0,0,0,0,0,1.000690354,0,0,0,0,0,0,0,1
29,0.2410776121,0,1.035058538,0,0,0.9526304539,0,0,0,1.05908774,0,0,0,0,1.179002599,0,0,0,0,0,0.9806910755,0,0,0,0,0,0,1.068894056,0,0,0,0,0,0,0,1
30,0.2275156355,0,1.066296292,0,0,0.9602924648,0,0,0,0.9585580451,0,0,0,0,1.106334081,0,0,0,0,0,1.032156278,0,0,0,0,0,0,1.088737508,0,0,0,0,0,0,0,1
31,0.2362061815,0,1.100350443,0,0,1.00257997,0,0,0,1.028512106,0,0,0,0,1.05546923,0,0,0,0,0,1.041807114,0,0,0,0,0,0,0.9715102571,0,0,0,0,0,0,0,1
32,0.2691089722,0,1.11249287,0,0,0.9758634391,0,0,0,1.052029506,0,0,0,0,1.093490977,0,0,0,0,0,1.122523272,0,0,0,0,0,0,1.153016895,0,0,0,0,0,0,0,1
33,0.2415382776,0,1.101616889,0,0,0.9818432773,0,0,0,1.059725598,0,0,0,0,1.24023075,0,0,0,0,0,1.053978171,0,0,0,0,0,0,1.09778526,0,0,0,0,0,0,0,1
34,0.2214146997,0,1.041776066,0,0,0.9151551276,0,0,0,1.032027573,0,0,0,0,1.219475387,0,0,0,0,0,1.093480775,0,0,0,0,0,0,1.08646771,0,0,0,0,0,0,0,1
35,0.2470021038,0,1.052447835,0,0,0.852481054,0,0,0,0.9890223723,0,0,0,0,1.180260483,0,0,0,0,0,1.040697919,0,0,0,0,0,0,1.097964935,0,0,0,0,0,0,0,1
36,0.2325315645,0,0.9626846906,0,0,0.9677492676,0,0,0,0.9812955495,0,0,0,0,1.160648776,0,0,0,0,0,1.177811265,0,0,0,0,0,0,1.072890821,0,0,0,0,0,0,0,1
37,0.2658558925,0,0.9750857062,0,0,1.002270579,0,0,0,1.082829498,0,0,0,0,1.146146526,0,0,0,0,0,1.072047181,0,0,0,0,0,0,1.108923027,0,0,0,0,0,0,0,1
38,0.2450382808,0,0.9494644317,0,0,0.9820227622,0,0,0,1.103081746,0,0,0,0,1.197971754,0,0,0,0,0,1.11218478,0,0,0,0,0,0,1.06837184,0,0,0,0,0,0,0,1
39,0.2424475033,0,0.9840883272,0,0,0.9061425377,0,0,0,1.12759475,0,0,0,0,1.089511178,0,0,0,0,0,1.046225447,0,0,0,0,0,0,1.09218386,0,0,0,0,0,0,0,1
40,0.2333853876,0,1.090616052,0,0,0.9243563576,0,0,0,1.051336685,0,0,0,0,1.227534114,0,0,0,0,0,1.008231951,0,0,0,0,0,0,1.112665866,0,0,0,0,0,0,0,1
41,0.2511982785,0,1.029971925,0,0,0.9749144519,0,0,0,1.001183181,0,0,0,0,1.296703725,0,0,0,0,0,1.065279645,0,0,0,0,0,0,1.172567427,0,0,0,0,0,0,0,1
42,0.2480957671,0,1.037162171,0,0,0.8054261736,0,0,0,1.078045424,0,0,0,0,1.254713995,0,0,0,0,0,1.053528822,0,0,0,0,0,0,1.113853405,0,0,0,0,0,0,0,1
43,0.2330625539,0,0.9810087084,0,0,0.9247355623,0,0,0,1.034303493,0,0,0,0,1.205587175,0,0,0,0,0,1.080950069,0,0,0,0,0,0,1.058535964,0,0,0,0,0,0,0,1
44,0.2359873982,0,0.9665734169,0,0,0.9237660424,0,0,0,1.077262778,0,0,0,0,1.216229014,0,0,0,0,0,1.204605896,0,0,0,0,0,0,1.108459854,0,0,0,0,0,0,0,1
45,0.2263862778,0,0.9448089162,0,0,0.8799427881,0,0,0,1.016269674,0,0,0,0,1.245419563,0,0,0,0,0,1.173897136,0,0,0,0,0,0,0.9827150679,0,0,0,0,0,0,0,1
46,0.2455122283,0,1.007120443,0,0,0.9711953764,0,0,0,0.9917017413,0,0,0,0,1.238033187,0,0,0,0,0,1.220200804,0,0,0,0,0,0,1.119012901,0,0,0,0,0,0,0,1
47,0.2442838975,0,1.049231823,0,0,0.9090091059,0,0,0,1.009527648,0,0,0,0,1.160692435,0,0,0,0,0,1.084132753,0,0,0,0,0,0,1.070296877,0,0,0,0,0,0,0,1
48,0.2569620147,0,0.9964632635,0,0,0.8817319833,0,0,0,1.012126105,0,0,0,0,1.141997845,0,0,0,0,0,1.035777433,0,0,0,0,0,0,0.9752051515,0,0,0,0,0,0,0,1
49,0.2618529445,0,1.019854819,0,0,0.9469810353,0,0,0,1.00119281,0,0,0,0,1.135031593,0,0,0,0,0,1.104614937,0,0,0,0,0,0,1.072931206,0,0,0,0,0,0,0,1
50,0.2412638894,0,1.019176978,0,0,0.938665976,0,0,0,1.061605217,0,0,0,0,1.178815976,0,0,0,0,0,1.062302404,0,0,0,0,0,0,1.044947019,0,0,0,0,0,0,0,1
51,0.2424737906,0,0.9472311122,0,0,0.8656278021,0,0,0,1.10072573,0,0,0,0,1.173955297,0,0,0,0,0,1.08073365,0,0,0,0,0,0,1.019906132,0,0,0,0,0,0,0,1
52,0.2395019677,0,0.8739158169,0,0,0.8748594937,0,0,0,1.152150095,0,0,0,0,1.148231225,0,0,0,0,0,1.10702478,0,0,0,0,0,0,0.9868417217,0,0,0,0,0,0,0,1
53,0.2320049478,0,0.9374816358,0,0,0.9240075517,0,0,0,1.1895067,0,0,0,0,1.157870702,0,0,0,0,0,1.02859378,0,0,0,0,0,0,1.082309355,0,0,0,0,0,0,0,1
54,0.2145847529,0,0.8866985338,0,0,0.897704201,0,0,0,1.017386591,0,0,0,0,1.218720909,0,0,0,0,0,1.002063217,0,0,0,0,0,0,1.009378624,0,0,0,0,0,0,0,1
55,0.2430413168,0,0.9601542644,0,0,0.8204225748,0,0,0,1.023983165,0,0,0,0,1.237419443,0,0,0,0,0,1.061792959,0,0,0,0,0,0,1.013162545,0,0,0,0,0,0,0,1
56,0.2172176658,0,0.8828212062,0,0,0.8505455378,0,0,0,1.085098049,0,0,0,0,1.262633815,0,0,0,0,0,1.126351804,0,0,0,0,0,0,1.060455222,0,0,0,0,0,0,0,1
57,0.24329781,0,0.89683901,0,0,0.8013328539,0,0,0,1.010460305,0,0,0,0,1.169770513,0,0,0,0,0,1.042298031,0,0,0,0,0,0,1.037223738,0,0,0,0,0,0,0,1
58,0.2110324091,0,0.8889328879,0,0,0.839220063,0,0,0,1.016062779,0,0,0,0,1.137881155,0,0,0,0,0,1.157901957,0,0,0,0,0,0,1.013232408,0,0,0,0,0,0,0,1
59,0.2314754992,0,0.9399996305,0,0,0.8052476487,0,0,0,1.19990092,0,0,0,0,1.217060386,0,0,0,0,0,1.014362342,0,0,0,0,0,0,0.981594402,0,0,0,0,0,0,0,1
60,0.2121716554,0,0.9385299074,0,0,0.8606565619,0,0,0,1.065576759,0,0,0,0,1.20353491,0,0,0,0,0,1.07211051,0,0,0,0,0,0,1.079878699,0,0,0,0,0,0,0,1
61,0.248762701,0,0.8693335661,0,0,0.8529927265,0,0,0,1.074254275,0,0,0,0,1.260824532,0,0,0,0,0,1.10341813,0,0,0,0,0,0,1.027670917,0,0,0,0,0,0,0,1
62,0.2297961917,0,0.8519801873,0,0,0.8075805705,0,0,0,1.031705597,0,0,0,0,1.028412779,0,0,0,0,0,1.104204767,0,0,0,0,0,0,1.023538195,0,0,0,0,0,0,0,1
63,0.2532145886,0,0.9104977837,0,0,0.8947832437,0,0,0,1.070735829,0,0,0,0,1.197699128,0,0,0,0,0,1.003276008,0,0,0,0,0,0,1.022030556,0,0,0,0,0,0,0,1
64,0.2272609687,0,0.9201366829,0,0,0.8183399574,0,0,0,1.095825201,0,0,0,0,1.135033768,0,0,0,0,0,1.062921286,0,0,0,0,0,0,0.9976731257,0,0,0,0,0,0,0,1
65,0.2404748419,0,0.8375820232,0,0,0.8924910051,0,0,0,1.030011342,0,0,0,0,1.121431251,0,0,0,0,0,1.055967685,0,0,0,0,0,0,1.010653768,0,0,0,0,0,0,0,1
66,0.2405006833,0,0.8953237932,0,0,0.8550039137,0,0,0,1.180446137,0,0,0,0,1.09187877,0,0,0,0,0,1.098325385,0,0,0,0,0,0,0.9453486766,0,0,0,0,0,0,0,1
67,0.2342550095,0,0.9535288785,0,0,0.8529532746,0,0,0,1.100762188,0,0,0,0,1.1839575,0,0,0,0,0,1.100585906,0,0,0,0,0,0,0.8975838881,0,0,0,0,0,0,0,1
68,0.2322079349,0,0.9139065148,0,0,0.9422661372,0,0,0,1.095503773,0,0,0,0,1.10400583,0,0,0,0,0,1.024677236,0,0,0,0,0,0,0.9424959737,0,0,0,0,0,0,0,1
69,0.2240848537,0,0.9202813895,0,0,0.8578095659,0,0,0,1.047411528,0,0,0,0,1.205032601,0,0,0,0,0,1.042668377,0,0,0,0,0,0,0.93443509,0,0,0,0,0,0,0,1
70,0.2272175813,0,0.9349014451,0,0,0.7696562011,0,0,0,1.200327362,0,0,0,0,1.186708314,0,0,0,0,0,0.9750063107,0,0,0,0,0,0,0.940237458,0,0,0,0,0,0,0,1
71,0.2110446973,0,0.9011404866,0,0,0.9344037119,0,0,0,1.063344043,0,0,0,0,1.194679563,0,0,0,0,0,0.9829175951,0,0,0,0,0,0,0.9811173061,0,0,0,0,0,0,0,1
72,0.2209461416,0,0.933878785,0,0,0.8841460131,0,0,0,1.17680402,0,0,0,0,1.187648603,0,0,0,0,0,1.047200874,0,0,0,0,0,0,0.9161540008,0,0,0,0,0,0,0,1
73,0.2308519321,0,0.9368893214,0,0,0.8967191683,0,0,0,1.233143145,0,0,0,0,1.190047875,0,0,0,0,0,1.064031969,0,0,0,0,0,0,0.9338316563,0,0,0,0,0,0,0,1
74,0.2037985043,0,1.007053249,0,0,0.8994755093,0,0,0,1.146886034,0,0,0,0,1.169029506,0,0,0,0,0,0.9420544646,0,0,0,0,0,0,0.9241349243,0,0,0,0,0,0,0,1
75,0.2180195616,0,0.8908144486,0,0,0.9341430179,0,0,0,1.163988666,0,0,0,0,1.339631411,0,0,0,0,0,1.067852256,0,0,0,0,0,0,0.9798200703,0,0,0,0,0,0,0,1
76,0.2120331576,0,0.8982866987,0,0,0.8791517357,0,0,0,1.140525562,0,0,0,0,1.164111332,0,0,0,0,0,1.049729799,0,0,0,0,0,0,0.9633402817,0,0,0,0,0,0,0,1
77,0.2345170362,0,0.9459913,0,0,0.9464921546,0,0,0,1.214437723,0,0,0,0,1.304455204,0,0,0,0,0,1.174150407,0,0,0,0,0,0,0.9891201418,0,0,0,0,0,0,0,1
78,0.2232168072,0,0.9658718134,0,0,0.8643264196,0,0,0,1.158321423,0,0,0,0,1.133870811,0,0,0,0,0,1.067617513,0,0,0,0,0,0,0.9989321852,0,0,0,0,0,0,0,1
79,0.223719604,0,0.922170883,0,0,0.8564242499,0,0,0,1.244152892,0,0,0,0,1.127607164,0,0,0,0,0,1.013194323,0,0,0,0,0,0,0.9416073128,0,0,0,0,0,0,0,1
80,0.2234011492,0,0.9138348002,0,0,0.8738904331,0,0,0,1.218384812,0,0,0,0,1.242717487,0,0,0,0,0,1.086947685,0,0,0,0,0,0,0.9848838468,0,0,0,0,0,0,0,1
81,0.225857876,0,1.010068351,0,0,0.8649526244,0,0,0,1.14778025,0,0,0,0,1.279507926,0,0,0,0,0,1.089540833,0,0,0,0,0,0,0.9785276209,0,0,0,0,0,0,0,1
82,0.2180316635,0,1.002055381,0,0,0.9155649656,0,0,0,1.236190164,0,0,0,0,1.257532685,0,0,0,0,0,1.137954721,0,0,0,0,0,0,0.8963085022,0,0,0,0,0,0,0,1
83,0.2221881192,0,1.017538814,0,0,1.016094362,0,0,0,1.18567176,0,0,0,0,1.240412172,0,0,0,0,0,1.147417859,0,0,0,0,0,0,1.11468127,0,0,0,0,0,0,0,1
84,0.2139155801,0,1.015361587,0,0,0.9024210325,0,0,0,1.188611523,0,0,0,0,1.191871173,0,0,0,0,0,1.140236291,0,0,0,0,0,0,1.007644775,0,0,0,0,0,0,0,1
85,0.2108322895,0,1.010637423,0,0,0.9022047409,0,0,0,1.101021267,0,0,0,0,1.090771122,0,0,0,0,0,1.06382891,0,0,0,0,0,0,1.084401986,0,0,0,0,0,0,0,1
86,0.2187466382,0,1.12930645,0,0,0.9669232953,0,0,0,1.17944235,0,0,0,0,1.239080851,0,0,0,0,0,1.086558516,0,0,0,0,0,0,1.057849381,0,0,0,0,0,0,0,1
87,0.238790022,0,1.064956623,0,0,0.9342879437,0,0,0,1.126769611,0,0,0,0,1.183095058,0,0,0,0,0,1.010826361,0,0,0,0,0,0,0.9990820435,0,0,0,0,0,0,0,1
88,0.2241032982,0,1.076651552,0,0,0.8897945136,0,0,0,1.10630313,0,0,0,0,1.109889978,0,0,0,0,0,1.097660207,0,0,0,0,0,0,0.9642066212,0,0,0,0,0,0,0,1
89,0.2196466638,0,0.9381242299,0,0,0.8979840832,0,0,0,1.06937673,0,0,0,0,1.133444531,0,0,0,0,0,1.084870228,0,0,0,0,0,0,0.9233995237,0,0,0,0,0,0,0,1
90,0.2268205765,0,0.9311169029,0,0,0.9455443775,0,0,0,1.022128508,0,0,0,0,1.206104051,0,0,0,0,0,1.146405448,0,0,0,0,0,0,1.039210265,0,0,0,0,0,0,0,1
91,0.2347218076,0,1.008125388,0,0,0.9280266927,0,0,0,1.164885763,0,0,0,0,1.166894204,0,0,0,0,0,1.05270396,0,0,0,0,0,0,0.9490494597,0,0,0,0,0,0,0,1
92,0.2137555918,0,1.043668634,0,0,1.03301883,0,0,0,1.069140913,0,0,0,0,1.149257665,0,0,0,0,0,1.11399125,0,0,0,0,0,0,1.060911968,0,0,0,0,0,0,0,1
93,0.216795096,0,1.106313359,0,0,0.9300935651,0,0,0,1.279692942,0,0,0,0,1.218459711,0,0,0,0,0,1.041184534,0,0,0,0,0,0,0.9919541056,0,0,0,0,0,0,0,1
94,0.2188725612,0,1.006669059,0,0,0.9552399535,0,0,0,1.115860509,0,0,0,0,1.158311814,0,0,0,0,0,1.058223713,0,0,0,0,0,0,0.9896039982,0,0,0,0,0,0,0,1
95,0.2301161115,0,0.9788011066,0,0,0.9001424901,0,0,0,1.040284763,0,0,0,0,1.18718609,0,0,0,0,0,1.078440242,0,0,0,0,0,0,1.015693544,0,0,0,0,0,0,0,1
96,0.2398252333,0,0.9627908647,0,0,0.9182913083,0,0,0,1.220065487,0,0,0,0,1.277262912,0,0,0,0,0,1.036671782,0,0,0,0,0,0,1.042184789,0,0,0,0,0,0,0,1
97,0.2177571815,0,1.017510885,0,0,0.987142501,0,0,0,1.056505243,0,0,0,0,1.147035529,0,0,0,0,0,1.014728583,0,0,0,0,0,0,0.9663184694,0,0,0,0,0,0,0,1
98,0.220052059,0,0.9749919195,0,0,0.8984768314,0,0,0,1.115599795,0,0,0,0,1.156417616,0,0,0,0,0,1.135439518,0,0,0,0,0,0,0.9704275033,0,0,0,0,0,0,0,1
99,0.2171889323,0,0.9282033155,0,0,0.9697975914,0,0,0,1.071332042,0,0,0,0,1.233486204,0,0,0,0,0,1.07210178,0,0,0,0,0,0,0.9919386108,0,0,0,0,0,0,0,1
100,0.22555847,0,0.9556532519,0,0,0.9321699199,0,0,0,1.143524496,0,0,0,0,1.210213922,0,0,0,0,0,1.038315705,0,0,0,0,0,0,0.9629672335,0,0,0,0,0,0,0,1
101,0.2283882954,0,0.9857883813,0,0,0.9917686538,0,0,0,1.177601313,0,0,0,0,1.134020724,0,0,0,0,0,1.065998254,0,0,0,0,0,0,0.980158029,0,0,0,0,0,0,0,1
102,0.2007746417,0,1.020948232,0,0,0.936444306,0,0,0,1.098197982,0,0,0,0,1.073584399,0,0,0,0,0,1.062394841,0,0,0,0,0,0,0.9350206239,0,0,0,0,0,0,0,1
103,0.2148316415,0,1.019997174,0,0,0.9668079125,0,0,0,1.199551574,0,0,0,0,1.203778266,0,0,0,0,0,1.003422275,0,0,0,0,0,0,1.003473378,0,0,0,0,0,0,0,1
104,0.2026239077,0,0.9229800961,0,0,0.9291109873,0,0,0,1.121974741,0,0,0,0,1.192939909,0,0,0,0,0,1.145436785,0,0,0,0,0,0,1.0051734,0,0,0,0,0,0,0,1
105,0.2157224473,0,1.008346361,0,0,0.9977991693,0,0,0,1.180759148,0,0,0,0,1.097947072,0,0,0,0,0,1.080769684,0,0,0,0,0,0,0.871288923,0,0,0,0,0,0,0,1
106,0.2177653028,0,1.056107293,0,0,0.9860712059,0,0,0,1.213772266,0,0,0,0,1.192831885,0,0,0,0,0,1.059086442,0,0,0,0,0,0,0.992669428,0,0,0,0,0,0,0,1
107,0.2203355097,0,1.013358248,0,0,0.9891468174,0,0,0,1.104890214,0,0,0,0,1.280240901,0,0,0,0,0,1.00961656,0,0,0,0,0,0,0.9381708365,0,0,0,0,0,0,0,1
108,0.218970655,0,0.9523940697,0,0,1.002550918,0,0,0,1.185975386,0,0,0,0,1.282678833,0,0,0,0,0,1.051952556,0,0,0,0,0,0,0.9239784915,0,0,0,0,0,0,0,1
109,0.2373288069,0,1.094161613,0,0,0.9105118024,0,0,0,1.297682722,0,0,0,0,1.198518768,0,0,0,0,0,1.012610642,0,0,0,0,0,0,0.8938611823,0,0,0,0,0,0,0,1
110,0.2079090069,0,0.9565990483,0,0,0.9810084005,0,0,0,1.139321222,0,0,0,0,1.170456727,0,0,0,0,0,1.044452215,0,0,0,0,0,0,0.9707820998,0,0,0,0,0,0,0,1
111,0.230075191,0,0.9920209622,0,0,0.9629683806,0,0,0,1.078813033,0,0,0,0,1.190061311,0,0,0,0,0,1.014619527,0,0,0,0,0,0,0.9290285885,0,0,0,0,0,0,0,1
112,0.2336349883,0,1.021999155,0,0,0.9106878078,0,0,0,1.098234028,0,0,0,0,1.23533153,0,0,0,0,0,1.078673821,0,0,0,0,0,0,0.9934139897,0,0,0,0,0,0,0,1
113,0.2460569835,0,0.9830898843,0,0,0.869866372,0,0,0,1.148828036,0,0,0,0,1.147444629,0,0,0,0,0,1.036946142,0,0,0,0,0,0,0.9275954796,0,0,0,0,0,0,0,1
114,0.2191813726,0,0.9821802247,0,0,0.9552903649,0,0,0,1.112054937,0,0,0,0,1.201327443,0,0,0,0,0,1.03168481,0,0,0,0,0,0,0.9082655347,0,0,0,0,0,0,0,1
115,0.2320146417,0,1.041502508,0,0,0.9627163461,0,0,0,1.170713996,0,0,0,0,1.188273642,0,0,0,0,0,0.9868908496,0,0,0,0,0,0,0.9332825606,0,0,0,0,0,0,0,1
116,0.2292375006,0,0.9227313125,0,0,0.9352347881,0,0,0,1.099362301,0,0,0,0,1.178846712,0,0,0,0,0,0.9543091908,0,0,0,0,0,0,0.9586958448,0,0,0,0,0,0,0,1
117,0.2128434589,0,1.032962202,0,0,0.9275751643,0,0,0,1.15033921,0,0,0,0,1.158346346,0,0,0,0,0,1.046809786,0,0,0,0,0,0,0.8923546451,0,0,0,0,0,0,0,1
118,0.230627141,0,1.004086412,0,0,0.9624891101,0,0,0,1.186371942,0,0,0,0,1.250475595,0,0,0,0,0,1.006218198,0,0,0,0,0,0,0.91296791,0,0,0,0,0,0,0,1
119,0.220584261,0,1.071947616,0,0,0.9453894464,0,0,0,1.219971568,0,0,0,0,1.20188376,0,0,0,0,0,0.9865558186,0,0,0,0,0,0,1.032882834,0,0,0,0,0,0,0,1
120,0.2341124278,0,0.9958165246,0,0,0.9284552149,0,0,0,1.109781396,0,0,0,0,1.14885984,0,0,0,0,0,1.029790706,0,0,0,0,0,0,1.035032686,0,0,0,0,0,0,0,1
121,0.2236533973,0,1.092739988,0,0,0.8657254334,0,0,0,1.1755065,0,0,0,0,1.146922036,0,0,0,0,0,1.077702167,0,0,0,0,0,0,1.032981345,0,0,0,0,0,0,0,1
122,0.2081245979,0,0.9983110922,0,0,0.875139504,0,0,0,1.176485049,0,0,0,0,1.116923416,0,0,0,0,0,1.02934364,0,0,0,0,0,0,0.9335906748,0,0,0,0,0,0,0,1
123,0.2331707317,0,0.9363221936,0,0,0.9391020562,0,0,0,1.215050257,0,0,0,0,1.012039621,0,0,0,0,0,1.094609405,0,0,0,0,0,0,0.924232773,0,0,0,0,0,0,0,1
124,0.2499410814,0,0.8808787612,0,0,0.9250537931,0,0,0,1.193189634,0,0,0,0,1.20342557,0,0,0,0,0,1.062912742,0,0,0,0,0,0,0.9140168484,0,0,0,0,0,0,0,1
125,0.233206193,0,0.9802778919,0,0,0.9683086866,0,0,0,1.154162266,0,0,0,0,1.283614187,0,0,0,0,0,1.06044162,0,0,0,0,0,0,0.9611504146,0,0,0,0,0,0,0,1
126,0.2192931085,0,0.9293841215,0,0,1.014414956,0,0,0,1.134994214,0,0,0,0,1.14162866,0,0,0,0,0,1.01692822,0,0,0,0,0,0,0.9554478282,0,0,0,0,0,0,0,1
127,0.2150629256,0,1.002016596,0,0,0.9456847239,0,0,0,1.22371861,0,0,0,0,1.110917289,0,0,0,0,0,1.066045059,0,0,0,0,0,0,0.9150035282,0,0,0,0,0,0,0,1
