"iteration","lambda","gamma1","gamma2","sigma1","sigma2","zeta1","zeta2","tau"
3600,0.3116106205,-0.3714930794,0.6173893543,1.087134758,0.9867928349,-0.4506475663,-0.03668023524,-0.2078428587
3601,0.3116106205,-0.3714930794,0.6173893543,1.087134758,0.9867928349,-0.4506475663,-0.03668023524,-0.2078428587
3602,0.3116106205,-0.3714930794,0.6173893543,1.087134758,0.9867928349,-0.4506475663,-0.03668023524,-0.2078428587
3603,0.3116106205,-0.3714930794,0.6173893543,1.087134758,0.9867928349,-0.4506475663,-0.03668023524,-0.2078428587
3604,0.3116106205,-0.3714930794,0.6173893543,1.087134758,0.9867928349,-0.4506475663,-0.03668023524,-0.2078428587
3605,0.3116106205,-0.3714930794,0.6173893543,1.087134758,0.9867928349,-0.4506475663,-0.03668023524,-0.2078428587
3606,0.3116106205,-0.3714930794,0.6173893543,1.087134758,0.9867928349,-0.4506475663,-0.03668023524,-0.2078428587
3607,0.3306701237,-0.3565450608,0.6028937261,1.093271802,1.009390799,-0.4429695928,-0.03994490817,-0.1988456793
3608,0.3306701237,-0.3565450608,0.6028937261,1.093271802,1.009390799,-0.4429695928,-0.03994490817,-0.1988456793
3609,0.3306701237,-0.3565450608,0.6028937261,1.093271802,1.009390799,-0.4429695928,-0.03994490817,-0.1988456793
3610,0.3084946023,-0.3457732443,0.6123214265,1.094571488,1.022671023,-0.4298638046,-0.04434158297,-0.2044933874
3611,0.3084946023,-0.3457732443,0.6123214265,1.094571488,1.022671023,-0.4298638046,-0.04434158297,-0.2044933874
3612,0.3004309123,-0.3694973605,0.620940102,1.093957087,1.010103905,-0.4298078885,-0.07155734818,-0.1970831432
3613,0.2964959067,-0.3674802565,0.6471977157,1.088816377,1.010049401,-0.3996952294,-0.06771288474,-0.1831697634
3614,0.2964959067,-0.3674802565,0.6471977157,1.088816377,1.010049401,-0.3996952294,-0.06771288474,-0.1831697634
3615,0.3150998467,-0.3827348213,0.6790389123,1.086442439,1.004446695,-0.3844458958,-0.07476917078,-0.1773542373
3616,0.3235048595,-0.4076065315,0.6733673455,1.094332991,1.004825199,-0.379183944,-0.07816178099,-0.1958466987
3617,0.3235048595,-0.4076065315,0.6733673455,1.094332991,1.004825199,-0.379183944,-0.07816178099,-0.1958466987
3618,0.3235048595,-0.4076065315,0.6733673455,1.094332991,1.004825199,-0.379183944,-0.07816178099,-0.1958466987
3619,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3620,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3621,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3622,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3623,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3624,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3625,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3626,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3627,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3628,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3629,0.3360217459,-0.3877210109,0.6556260971,1.084151227,1.004287639,-0.3789222083,-0.09009868247,-0.1837069713
3630,0.3463924966,-0.3829077442,0.6526627897,1.103300666,1.015099793,-0.3862149473,-0.1152838557,-0.1814775707
3631,0.339785912,-0.3678983144,0.6639323611,1.088719833,1.01212868,-0.3934248192,-0.1020719599,-0.1680593932
3632,0.3382278157,-0.3671081762,0.6498945354,1.109836574,1.014427033,-0.3770993714,-0.1057589494,-0.1840217699
3633,0.3206723543,-0.3737007527,0.6615898332,1.099541564,1.002313051,-0.3684514997,-0.0955262742,-0.1797166115
3634,0.3206723543,-0.3737007527,0.6615898332,1.099541564,1.002313051,-0.3684514997,-0.0955262742,-0.1797166115
3635,0.3206723543,-0.3737007527,0.6615898332,1.099541564,1.002313051,-0.3684514997,-0.0955262742,-0.1797166115
3636,0.3206723543,-0.3737007527,0.6615898332,1.099541564,1.002313051,-0.3684514997,-0.0955262742,-0.1797166115
3637,0.3206723543,-0.3737007527,0.6615898332,1.099541564,1.002313051,-0.3684514997,-0.0955262742,-0.1797166115
3638,0.3206723543,-0.3737007527,0.6615898332,1.099541564,1.002313051,-0.3684514997,-0.0955262742,-0.1797166115
3639,0.3206723543,-0.3737007527,0.6615898332,1.099541564,1.002313051,-0.3684514997,-0.0955262742,-0.1797166115
3640,0.34930282,-0.3698864623,0.6683621613,1.104934627,1.007983584,-0.3536959799,-0.08130386175,-0.1866854609
3641,0.3358954019,-0.375496971,0.6581416538,1.099890517,1.005872354,-0.3592862582,-0.09118692041,-0.1864685788
3642,0.3358954019,-0.375496971,0.6581416538,1.099890517,1.005872354,-0.3592862582,-0.09118692041,-0.1864685788
3643,0.3358954019,-0.375496971,0.6581416538,1.099890517,1.005872354,-0.3592862582,-0.09118692041,-0.1864685788
3644,0.3358954019,-0.375496971,0.6581416538,1.099890517,1.005872354,-0.3592862582,-0.09118692041,-0.1864685788
3645,0.3358954019,-0.375496971,0.6581416538,1.099890517,1.005872354,-0.3592862582,-0.09118692041,-0.1864685788
3646,0.3358954019,-0.375496971,0.6581416538,1.099890517,1.005872354,-0.3592862582,-0.09118692041,-0.1864685788
3647,0.3358954019,-0.375496971,0.6581416538,1.099890517,1.005872354,-0.3592862582,-0.09118692041,-0.1864685788
3648,0.3358954019,-0.375496971,0.6581416538,1.099890517,1.005872354,-0.3592862582,-0.09118692041,-0.1864685788
3649,0.3438853926,-0.3788537371,0.6523265066,1.083497941,1.022053804,-0.347315132,-0.09141465664,-0.1729341999
3650,0.3438853926,-0.3788537371,0.6523265066,1.083497941,1.022053804,-0.347315132,-0.09141465664,-0.1729341999
3651,0.3438853926,-0.3788537371,0.6523265066,1.083497941,1.022053804,-0.347315132,-0.09141465664,-0.1729341999
3652,0.3438853926,-0.3788537371,0.6523265066,1.083497941,1.022053804,-0.347315132,-0.09141465664,-0.1729341999
3653,0.3438853926,-0.3788537371,0.6523265066,1.083497941,1.022053804,-0.347315132,-0.09141465664,-0.1729341999
3654,0.3526440457,-0.3635164799,0.6360881223,1.08153988,0.9997172067,-0.3396836835,-0.08832276147,-0.1841850463
3655,0.3526440457,-0.3635164799,0.6360881223,1.08153988,0.9997172067,-0.3396836835,-0.08832276147,-0.1841850463
3656,0.3526440457,-0.3635164799,0.6360881223,1.08153988,0.9997172067,-0.3396836835,-0.08832276147,-0.1841850463
3657,0.3526440457,-0.3635164799,0.6360881223,1.08153988,0.9997172067,-0.3396836835,-0.08832276147,-0.1841850463
3658,0.3526440457,-0.3635164799,0.6360881223,1.08153988,0.9997172067,-0.3396836835,-0.08832276147,-0.1841850463
3659,0.3526440457,-0.3635164799,0.6360881223,1.08153988,0.9997172067,-0.3396836835,-0.08832276147,-0.1841850463
3660,0.3495753781,-0.3692163353,0.6418909675,1.078324863,0.9877728212,-0.3550439615,-0.0691993066,-0.2105900175
3661,0.342286687,-0.3548578289,0.6665324798,1.078672436,0.9893343277,-0.3619611198,-0.09682534864,-0.2119934307
3662,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3663,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3664,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3665,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3666,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3667,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3668,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3669,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3670,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3671,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3672,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3673,0.3452879688,-0.3436858909,0.6609265841,1.059986158,0.9809854657,-0.3329199447,-0.08616511505,-0.1846106163
3674,0.3545530862,-0.3520726166,0.6583762306,1.052767674,0.9938327995,-0.3241122521,-0.1082872821,-0.1645022824
3675,0.3545530862,-0.3520726166,0.6583762306,1.052767674,0.9938327995,-0.3241122521,-0.1082872821,-0.1645022824
3676,0.366559486,-0.346896617,0.671154931,1.063564081,0.9912775174,-0.3402759218,-0.09262046317,-0.1779817696
3677,0.366559486,-0.346896617,0.671154931,1.063564081,0.9912775174,-0.3402759218,-0.09262046317,-0.1779817696
3678,0.3728090332,-0.3370750688,0.6795867371,1.079461341,0.9896807861,-0.3289095669,-0.09339846411,-0.1779412071
3679,0.3728090332,-0.3370750688,0.6795867371,1.079461341,0.9896807861,-0.3289095669,-0.09339846411,-0.1779412071
3680,0.3728090332,-0.3370750688,0.6795867371,1.079461341,0.9896807861,-0.3289095669,-0.09339846411,-0.1779412071
3681,0.3728090332,-0.3370750688,0.6795867371,1.079461341,0.9896807861,-0.3289095669,-0.09339846411,-0.1779412071
3682,0.3712827149,-0.3314370506,0.6683266661,1.05864716,0.9898708816,-0.3216424302,-0.08237562559,-0.1851506569
3683,0.3712827149,-0.3314370506,0.6683266661,1.05864716,0.9898708816,-0.3216424302,-0.08237562559,-0.1851506569
3684,0.3712827149,-0.3314370506,0.6683266661,1.05864716,0.9898708816,-0.3216424302,-0.08237562559,-0.1851506569
3685,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3686,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3687,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3688,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3689,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3690,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3691,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3692,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3693,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3694,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3695,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3696,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3697,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3698,0.3521787351,-0.3273201443,0.6669096271,1.041936083,0.9499120181,-0.3219298145,-0.06880966991,-0.1841948151
3699,0.3728836859,-0.3392049509,0.6834617346,1.025840267,0.9478148283,-0.3119335172,-0.07501284319,-0.1828005214
3700,0.3728836859,-0.3392049509,0.6834617346,1.025840267,0.9478148283,-0.3119335172,-0.07501284319,-0.1828005214
3701,0.3728836859,-0.3392049509,0.6834617346,1.025840267,0.9478148283,-0.3119335172,-0.07501284319,-0.1828005214
3702,0.3766312649,-0.3251308719,0.6954881593,1.051844765,0.9553981834,-0.3127032827,-0.06437821229,-0.2058716759
3703,0.3766312649,-0.3251308719,0.6954881593,1.051844765,0.9553981834,-0.3127032827,-0.06437821229,-0.2058716759
3704,0.3766312649,-0.3251308719,0.6954881593,1.051844765,0.9553981834,-0.3127032827,-0.06437821229,-0.2058716759
3705,0.380373654,-0.3259109994,0.7145114245,1.045779506,0.9690474874,-0.3203089978,-0.06617306591,-0.2067516185
3706,0.3628900963,-0.3292335284,0.7086014621,1.02385733,0.9632390868,-0.3437062956,-0.06587678977,-0.2115157291
3707,0.3628900963,-0.3292335284,0.7086014621,1.02385733,0.9632390868,-0.3437062956,-0.06587678977,-0.2115157291
3708,0.3628900963,-0.3292335284,0.7086014621,1.02385733,0.9632390868,-0.3437062956,-0.06587678977,-0.2115157291
3709,0.3568147412,-0.3169884356,0.6899747017,1.029821134,0.9575515454,-0.3427600864,-0.05778728214,-0.2216187536
3710,0.3568147412,-0.3169884356,0.6899747017,1.029821134,0.9575515454,-0.3427600864,-0.05778728214,-0.2216187536
3711,0.3568147412,-0.3169884356,0.6899747017,1.029821134,0.9575515454,-0.3427600864,-0.05778728214,-0.2216187536
3712,0.3628193284,-0.3191798109,0.711172366,1.028265034,0.9653806033,-0.3326030062,-0.06245003379,-0.2221522166
3713,0.3628193284,-0.3191798109,0.711172366,1.028265034,0.9653806033,-0.3326030062,-0.06245003379,-0.2221522166
3714,0.3628193284,-0.3191798109,0.711172366,1.028265034,0.9653806033,-0.3326030062,-0.06245003379,-0.2221522166
3715,0.3628193284,-0.3191798109,0.711172366,1.028265034,0.9653806033,-0.3326030062,-0.06245003379,-0.2221522166
3716,0.3629664947,-0.3194677138,0.7054931546,1.032177029,0.9759884515,-0.3086752449,-0.07351487322,-0.2265778465
3717,0.3629664947,-0.3194677138,0.7054931546,1.032177029,0.9759884515,-0.3086752449,-0.07351487322,-0.2265778465
3718,0.3629664947,-0.3194677138,0.7054931546,1.032177029,0.9759884515,-0.3086752449,-0.07351487322,-0.2265778465
3719,0.3629664947,-0.3194677138,0.7054931546,1.032177029,0.9759884515,-0.3086752449,-0.07351487322,-0.2265778465
3720,0.3629664947,-0.3194677138,0.7054931546,1.032177029,0.9759884515,-0.3086752449,-0.07351487322,-0.2265778465
3721,0.3629664947,-0.3194677138,0.7054931546,1.032177029,0.9759884515,-0.3086752449,-0.07351487322,-0.2265778465
3722,0.3629664947,-0.3194677138,0.7054931546,1.032177029,0.9759884515,-0.3086752449,-0.07351487322,-0.2265778465
3723,0.3629664947,-0.3194677138,0.7054931546,1.032177029,0.9759884515,-0.3086752449,-0.07351487322,-0.2265778465
3724,0.3666176945,-0.3234661655,0.7135022019,1.045970826,0.9816390001,-0.3123318086,-0.07747202936,-0.2205326109
3725,0.3666176945,-0.3234661655,0.7135022019,1.045970826,0.9816390001,-0.3123318086,-0.07747202936,-0.2205326109
3726,0.3666176945,-0.3234661655,0.7135022019,1.045970826,0.9816390001,-0.3123318086,-0.07747202936,-0.2205326109
3727,0.3636581286,-0.3165014729,0.7185470192,1.064520944,1.001325751,-0.3219871233,-0.09940989243,-0.2149155113
3728,0.3636581286,-0.3165014729,0.7185470192,1.064520944,1.001325751,-0.3219871233,-0.09940989243,-0.2149155113
3729,0.3636581286,-0.3165014729,0.7185470192,1.064520944,1.001325751,-0.3219871233,-0.09940989243,-0.2149155113
3730,0.3583428014,-0.3328672179,0.7252855766,1.079571811,1.014589917,-0.3428558527,-0.1023614752,-0.2282790554
3731,0.3583428014,-0.3328672179,0.7252855766,1.079571811,1.014589917,-0.3428558527,-0.1023614752,-0.2282790554
3732,0.3583428014,-0.3328672179,0.7252855766,1.079571811,1.014589917,-0.3428558527,-0.1023614752,-0.2282790554
3733,0.3596656528,-0.3384530522,0.7410281146,1.06819653,1.008989233,-0.3297674273,-0.09599661006,-0.2328826264
3734,0.3596656528,-0.3384530522,0.7410281146,1.06819653,1.008989233,-0.3297674273,-0.09599661006,-0.2328826264
3735,0.3596656528,-0.3384530522,0.7410281146,1.06819653,1.008989233,-0.3297674273,-0.09599661006,-0.2328826264
3736,0.3596656528,-0.3384530522,0.7410281146,1.06819653,1.008989233,-0.3297674273,-0.09599661006,-0.2328826264
3737,0.3516919464,-0.3510346242,0.7484119038,1.067777782,1.014325589,-0.3417536237,-0.07746308521,-0.2310459767
3738,0.3516919464,-0.3510346242,0.7484119038,1.067777782,1.014325589,-0.3417536237,-0.07746308521,-0.2310459767
3739,0.3516919464,-0.3510346242,0.7484119038,1.067777782,1.014325589,-0.3417536237,-0.07746308521,-0.2310459767
3740,0.3516919464,-0.3510346242,0.7484119038,1.067777782,1.014325589,-0.3417536237,-0.07746308521,-0.2310459767
3741,0.3516919464,-0.3510346242,0.7484119038,1.067777782,1.014325589,-0.3417536237,-0.07746308521,-0.2310459767
3742,0.3516919464,-0.3510346242,0.7484119038,1.067777782,1.014325589,-0.3417536237,-0.07746308521,-0.2310459767
3743,0.3516919464,-0.3510346242,0.7484119038,1.067777782,1.014325589,-0.3417536237,-0.07746308521,-0.2310459767
3744,0.3434927611,-0.3328736542,0.7368874092,1.064279622,0.9920527526,-0.3284553827,-0.08272420939,-0.2293091153
3745,0.3434927611,-0.3328736542,0.7368874092,1.064279622,0.9920527526,-0.3284553827,-0.08272420939,-0.2293091153
3746,0.3434927611,-0.3328736542,0.7368874092,1.064279622,0.9920527526,-0.3284553827,-0.08272420939,-0.2293091153
3747,0.3434927611,-0.3328736542,0.7368874092,1.064279622,0.9920527526,-0.3284553827,-0.08272420939,-0.2293091153
3748,0.3662740634,-0.3362237114,0.7462138641,1.056339523,0.9774627057,-0.3458243378,-0.07081410426,-0.2068121021
3749,0.3662740634,-0.3362237114,0.7462138641,1.056339523,0.9774627057,-0.3458243378,-0.07081410426,-0.2068121021
3750,0.3662740634,-0.3362237114,0.7462138641,1.056339523,0.9774627057,-0.3458243378,-0.07081410426,-0.2068121021
3751,0.3615162683,-0.351228745,0.7653092401,1.049679999,0.9885532343,-0.3510920192,-0.05960741372,-0.2219104923
3752,0.3615162683,-0.351228745,0.7653092401,1.049679999,0.9885532343,-0.3510920192,-0.05960741372,-0.2219104923
3753,0.3777241418,-0.3597446876,0.7525901155,1.070645699,0.972185017,-0.3449172977,-0.06683219912,-0.1962321939
3754,0.3856660754,-0.3460235966,0.7629933265,1.0682297,0.9709846234,-0.3237469101,-0.08809187544,-0.1910939491
3755,0.3690271926,-0.3568191253,0.7649064145,1.074011498,0.9746794752,-0.3416371478,-0.1055617395,-0.1654224345
3756,0.3690271926,-0.3568191253,0.7649064145,1.074011498,0.9746794752,-0.3416371478,-0.1055617395,-0.1654224345
3757,0.3690271926,-0.3568191253,0.7649064145,1.074011498,0.9746794752,-0.3416371478,-0.1055617395,-0.1654224345
3758,0.3690271926,-0.3568191253,0.7649064145,1.074011498,0.9746794752,-0.3416371478,-0.1055617395,-0.1654224345
3759,0.3690271926,-0.3568191253,0.7649064145,1.074011498,0.9746794752,-0.3416371478,-0.1055617395,-0.1654224345
3760,0.3690271926,-0.3568191253,0.7649064145,1.074011498,0.9746794752,-0.3416371478,-0.1055617395,-0.1654224345
3761,0.3785871905,-0.3792237543,0.7595278861,1.096484056,0.9905722782,-0.3511066442,-0.09281965951,-0.1667245775
3762,0.3745521516,-0.377185684,0.7428308825,1.081076679,1.005316909,-0.3642707944,-0.08274625627,-0.1814158892
3763,0.3745521516,-0.377185684,0.7428308825,1.081076679,1.005316909,-0.3642707944,-0.08274625627,-0.1814158892
3764,0.3745521516,-0.377185684,0.7428308825,1.081076679,1.005316909,-0.3642707944,-0.08274625627,-0.1814158892
3765,0.375830292,-0.3811012013,0.7412129161,1.084518108,1.002491064,-0.3512515188,-0.08612776487,-0.1785593964
3766,0.375830292,-0.3811012013,0.7412129161,1.084518108,1.002491064,-0.3512515188,-0.08612776487,-0.1785593964
3767,0.375830292,-0.3811012013,0.7412129161,1.084518108,1.002491064,-0.3512515188,-0.08612776487,-0.1785593964
3768,0.375830292,-0.3811012013,0.7412129161,1.084518108,1.002491064,-0.3512515188,-0.08612776487,-0.1785593964
3769,0.375830292,-0.3811012013,0.7412129161,1.084518108,1.002491064,-0.3512515188,-0.08612776487,-0.1785593964
3770,0.375830292,-0.3811012013,0.7412129161,1.084518108,1.002491064,-0.3512515188,-0.08612776487,-0.1785593964
3771,0.375830292,-0.3811012013,0.7412129161,1.084518108,1.002491064,-0.3512515188,-0.08612776487,-0.1785593964
3772,0.3734043555,-0.358654441,0.7611358845,1.100202079,1.016806328,-0.3732442784,-0.080448912,-0.1768134154
3773,0.3734043555,-0.358654441,0.7611358845,1.100202079,1.016806328,-0.3732442784,-0.080448912,-0.1768134154
3774,0.3734043555,-0.358654441,0.7611358845,1.100202079,1.016806328,-0.3732442784,-0.080448912,-0.1768134154
3775,0.3734043555,-0.358654441,0.7611358845,1.100202079,1.016806328,-0.3732442784,-0.080448912,-0.1768134154
3776,0.3734043555,-0.358654441,0.7611358845,1.100202079,1.016806328,-0.3732442784,-0.080448912,-0.1768134154
3777,0.3734043555,-0.358654441,0.7611358845,1.100202079,1.016806328,-0.3732442784,-0.080448912,-0.1768134154
3778,0.3734043555,-0.358654441,0.7611358845,1.100202079,1.016806328,-0.3732442784,-0.080448912,-0.1768134154
3779,0.3734043555,-0.358654441,0.7611358845,1.100202079,1.016806328,-0.3732442784,-0.080448912,-0.1768134154
3780,0.3916432554,-0.3945391172,0.7458459908,1.11427039,0.9846854717,-0.3829981636,-0.07838890828,-0.1811229436
3781,0.3859259728,-0.3833880895,0.7581867831,1.113472765,0.983718144,-0.3828682433,-0.07626825245,-0.1791244172
3782,0.3859259728,-0.3833880895,0.7581867831,1.113472765,0.983718144,-0.3828682433,-0.07626825245,-0.1791244172
3783,0.3859259728,-0.3833880895,0.7581867831,1.113472765,0.983718144,-0.3828682433,-0.07626825245,-0.1791244172
3784,0.3859259728,-0.3833880895,0.7581867831,1.113472765,0.983718144,-0.3828682433,-0.07626825245,-0.1791244172
3785,0.3859259728,-0.3833880895,0.7581867831,1.113472765,0.983718144,-0.3828682433,-0.07626825245,-0.1791244172
3786,0.3859259728,-0.3833880895,0.7581867831,1.113472765,0.983718144,-0.3828682433,-0.07626825245,-0.1791244172
3787,0.3859259728,-0.3833880895,0.7581867831,1.113472765,0.983718144,-0.3828682433,-0.07626825245,-0.1791244172
3788,0.3859259728,-0.3833880895,0.7581867831,1.113472765,0.983718144,-0.3828682433,-0.07626825245,-0.1791244172
3789,0.3814225567,-0.3910009169,0.7874083456,1.114450699,0.9593253339,-0.3894877075,-0.0754056666,-0.1795911252
3790,0.3839842031,-0.3781672567,0.7968435651,1.09810703,0.9577740128,-0.3852918362,-0.07394359426,-0.194484646
3791,0.4094785265,-0.379777073,0.7644515258,1.106766824,0.9683469674,-0.3631974703,-0.07189114977,-0.1693623542
3792,0.3924239646,-0.3835890203,0.7654882517,1.107588892,0.9785498201,-0.3626519997,-0.04596803142,-0.1657616551
3793,0.3924239646,-0.3835890203,0.7654882517,1.107588892,0.9785498201,-0.3626519997,-0.04596803142,-0.1657616551
3794,0.3924239646,-0.3835890203,0.7654882517,1.107588892,0.9785498201,-0.3626519997,-0.04596803142,-0.1657616551
3795,0.3924239646,-0.3835890203,0.7654882517,1.107588892,0.9785498201,-0.3626519997,-0.04596803142,-0.1657616551
3796,0.3924239646,-0.3835890203,0.7654882517,1.107588892,0.9785498201,-0.3626519997,-0.04596803142,-0.1657616551
3797,0.3924239646,-0.3835890203,0.7654882517,1.107588892,0.9785498201,-0.3626519997,-0.04596803142,-0.1657616551
3798,0.3924239646,-0.3835890203,0.7654882517,1.107588892,0.9785498201,-0.3626519997,-0.04596803142,-0.1657616551
3799,0.4039535621,-0.3661578415,0.7570410484,1.085008356,0.9855467072,-0.357076548,-0.03363301027,-0.1726619938
3800,0.3890899916,-0.377177823,0.7513036598,1.093350365,0.9877467098,-0.3430716502,-0.02868484001,-0.1787472125
3801,0.3890899916,-0.377177823,0.7513036598,1.093350365,0.9877467098,-0.3430716502,-0.02868484001,-0.1787472125
3802,0.3890899916,-0.377177823,0.7513036598,1.093350365,0.9877467098,-0.3430716502,-0.02868484001,-0.1787472125
3803,0.3890899916,-0.377177823,0.7513036598,1.093350365,0.9877467098,-0.3430716502,-0.02868484001,-0.1787472125
3804,0.4010867632,-0.3871045579,0.7426391697,1.088454951,1.00742797,-0.3267274501,-0.02603703358,-0.196183353
3805,0.4010867632,-0.3871045579,0.7426391697,1.088454951,1.00742797,-0.3267274501,-0.02603703358,-0.196183353
3806,0.3959044117,-0.392246549,0.7541936624,1.078570122,0.9977524547,-0.3364985928,-0.03163332274,-0.1872358287
3807,0.3959044117,-0.392246549,0.7541936624,1.078570122,0.9977524547,-0.3364985928,-0.03163332274,-0.1872358287
3808,0.3873576841,-0.3605816661,0.7836381997,1.077477325,1.023949531,-0.331532359,-0.0473731705,-0.1838149647
3809,0.3873576841,-0.3605816661,0.7836381997,1.077477325,1.023949531,-0.331532359,-0.0473731705,-0.1838149647
3810,0.3873576841,-0.3605816661,0.7836381997,1.077477325,1.023949531,-0.331532359,-0.0473731705,-0.1838149647
3811,0.3601131771,-0.3624054722,0.7546153078,1.081822228,1.010455535,-0.3430179188,-0.03782258282,-0.1676419642
3812,0.3607913933,-0.3666479886,0.7696542025,1.06587493,1.021347584,-0.3341276273,-0.0437785712,-0.172389701
3813,0.3607913933,-0.3666479886,0.7696542025,1.06587493,1.021347584,-0.3341276273,-0.0437785712,-0.172389701
3814,0.3650154895,-0.3514288359,0.7478194824,1.074313672,0.9980979444,-0.3406559589,-0.0415595755,-0.180137443
3815,0.3650154895,-0.3514288359,0.7478194824,1.074313672,0.9980979444,-0.3406559589,-0.0415595755,-0.180137443
3816,0.3650154895,-0.3514288359,0.7478194824,1.074313672,0.9980979444,-0.3406559589,-0.0415595755,-0.180137443
3817,0.3650154895,-0.3514288359,0.7478194824,1.074313672,0.9980979444,-0.3406559589,-0.0415595755,-0.180137443
3818,0.3650154895,-0.3514288359,0.7478194824,1.074313672,0.9980979444,-0.3406559589,-0.0415595755,-0.180137443
3819,0.3765274754,-0.3231987043,0.7261955236,1.082340495,0.9928387323,-0.3471180072,-0.05644199855,-0.1706340719
3820,0.3765274754,-0.3231987043,0.7261955236,1.082340495,0.9928387323,-0.3471180072,-0.05644199855,-0.1706340719
3821,0.3765274754,-0.3231987043,0.7261955236,1.082340495,0.9928387323,-0.3471180072,-0.05644199855,-0.1706340719
3822,0.3885501091,-0.3262630332,0.7213660668,1.085590064,0.9851482649,-0.3480610029,-0.04565349827,-0.1871038769
3823,0.3885501091,-0.3262630332,0.7213660668,1.085590064,0.9851482649,-0.3480610029,-0.04565349827,-0.1871038769
3824,0.3885501091,-0.3262630332,0.7213660668,1.085590064,0.9851482649,-0.3480610029,-0.04565349827,-0.1871038769
3825,0.3885501091,-0.3262630332,0.7213660668,1.085590064,0.9851482649,-0.3480610029,-0.04565349827,-0.1871038769
3826,0.3687344966,-0.2954856289,0.7361803049,1.080679628,0.985684032,-0.3493762643,-0.07158190584,-0.189820073
3827,0.3790492923,-0.279025679,0.7221751451,1.087149407,0.9946246974,-0.3450254722,-0.08289534458,-0.1721173897
