"iteration","price x price","ff2 x price","ff2 x ff2","ff3 x price","ff3 x ff2","ff3 x ff3","feat2 x price","feat2 x ff2","feat2 x ff3","feat2 x feat2","feat3 x price","feat3 x ff2","feat3 x ff3","feat3 x feat2","feat3 x feat3"
81,0.3748676911,0,1.569877615,0,0,1.338561644,0,0,0,1.482730226,0,0,0,0,1.792974436
82,0.3916432164,0,1.738849867,0,0,1.361293316,0,0,0,1.519457299,0,0,0,0,1.898899892
83,0.4037621446,0,1.580161031,0,0,1.318090131,0,0,0,1.496934838,0,0,0,0,1.832429636
84,0.3949955585,0,1.632154189,0,0,1.448992136,0,0,0,1.530081553,0,0,0,0,1.675081551
85,0.3689984061,0,1.659173215,0,0,1.259404295,0,0,0,1.618101644,0,0,0,0,1.73805321
86,0.3655332592,0,1.695059046,0,0,1.374422445,0,0,0,1.582236047,0,0,0,0,1.736589763
87,0.3507634645,0,1.73852564,0,0,1.341868233,0,0,0,1.673137024,0,0,0,0,1.765708484
88,0.3634800965,0,1.723920906,0,0,1.492722634,0,0,0,1.588316188,0,0,0,0,1.796051559
89,0.362066802,0,1.557557825,0,0,1.445627186,0,0,0,1.637408677,0,0,0,0,1.548621637
90,0.3812005431,0,1.584074411,0,0,1.380044499,0,0,0,1.766903499,0,0,0,0,1.66934311
91,0.4127151919,0,1.479663613,0,0,1.356515439,0,0,0,1.596608124,0,0,0,0,1.520246568
92,0.3895640563,0,1.596826459,0,0,1.410269676,0,0,0,1.596890065,0,0,0,0,1.656625573
93,0.4097919359,0,1.467985172,0,0,1.412122172,0,0,0,1.557044585,0,0,0,0,1.563068993
94,0.4323806974,0,1.498412928,0,0,1.438373059,0,0,0,1.707045837,0,0,0,0,1.725178314
95,0.3805644247,0,1.393622038,0,0,1.324739946,0,0,0,1.860019636,0,0,0,0,1.555061527
96,0.3747076779,0,1.308527754,0,0,1.455254373,0,0,0,1.807832982,0,0,0,0,1.719627608
97,0.3995228718,0,1.440627333,0,0,1.395856175,0,0,0,1.627309393,0,0,0,0,1.747858888
98,0.4162785457,0,1.57478871,0,0,1.479629218,0,0,0,1.654141821,0,0,0,0,1.604988225
99,0.4196620884,0,1.505184301,0,0,1.348491433,0,0,0,1.694836898,0,0,0,0,1.717204167
100,0.4238027892,0,1.49152014,0,0,1.355782979,0,0,0,1.735837921,0,0,0,0,1.731979019
101,0.3992536746,0,1.327221473,0,0,1.343495701,0,0,0,1.788625539,0,0,0,0,1.667450884
102,0.3789166018,0,1.407855477,0,0,1.397249559,0,0,0,1.720095641,0,0,0,0,1.751185894
103,0.4138275638,0,1.503144567,0,0,1.373766607,0,0,0,1.678840115,0,0,0,0,1.675471138
104,0.3984850431,0,1.479243182,0,0,1.351267447,0,0,0,1.723390273,0,0,0,0,1.599643516
105,0.3702367787,0,1.484506238,0,0,1.569829333,0,0,0,1.619651216,0,0,0,0,1.616964843
106,0.3815813616,0,1.643677487,0,0,1.35414586,0,0,0,1.784728815,0,0,0,0,1.684391995
107,0.3836322122,0,1.516603318,0,0,1.519487082,0,0,0,1.778667047,0,0,0,0,1.569659938
108,0.3981414358,0,1.609668095,0,0,1.500062571,0,0,0,1.767641376,0,0,0,0,1.547086367
109,0.4017023478,0,1.46160793,0,0,1.366013671,0,0,0,1.997378588,0,0,0,0,1.597191399
110,0.3927599989,0,1.494772872,0,0,1.557167517,0,0,0,1.986197694,0,0,0,0,1.520996744
111,0.3950017607,0,1.66181588,0,0,1.500804569,0,0,0,1.823499157,0,0,0,0,1.654423833
112,0.4055080096,0,1.546603482,0,0,1.588836861,0,0,0,1.82999748,0,0,0,0,1.524774797
113,0.4012367678,0,1.61852093,0,0,1.587553131,0,0,0,1.975870335,0,0,0,0,1.684007555
114,0.4142595739,0,1.515405325,0,0,1.499974898,0,0,0,1.606861889,0,0,0,0,1.633310926
115,0.4329954546,0,1.710809246,0,0,1.459659466,0,0,0,1.74262357,0,0,0,0,1.511196438
116,0.4191888767,0,1.670155811,0,0,1.510758321,0,0,0,1.763221931,0,0,0,0,1.50249062
117,0.4110321123,0,1.602580391,0,0,1.467923607,0,0,0,1.685379594,0,0,0,0,1.541884362
118,0.440899931,0,1.75656781,0,0,1.406514708,0,0,0,1.705134528,0,0,0,0,1.57321219
119,0.4269510057,0,1.677622206,0,0,1.433032773,0,0,0,1.590293981,0,0,0,0,1.653264414
120,0.4419542268,0,1.609628887,0,0,1.291767888,0,0,0,1.688756982,0,0,0,0,1.48127753
121,0.4428687512,0,1.666380603,0,0,1.470434131,0,0,0,1.840152041,0,0,0,0,1.53988534
122,0.4768906948,0,1.615698201,0,0,1.391190535,0,0,0,1.653650476,0,0,0,0,1.546779316
123,0.4480281628,0,1.459927845,0,0,1.437991397,0,0,0,1.764472132,0,0,0,0,1.48029526
124,0.4560619314,0,1.583755782,0,0,1.37205484,0,0,0,1.74071134,0,0,0,0,1.622735244
125,0.4683483991,0,1.515761364,0,0,1.404530561,0,0,0,1.637512891,0,0,0,0,1.816041768
126,0.4675100184,0,1.344143105,0,0,1.512383242,0,0,0,1.640028014,0,0,0,0,1.656772427
127,0.4590334486,0,1.496979818,0,0,1.33688687,0,0,0,1.660478099,0,0,0,0,1.554064802
128,0.4538909468,0,1.545603671,0,0,1.415255335,0,0,0,1.511935614,0,0,0,0,1.484136048
129,0.4315766331,0,1.429598408,0,0,1.519886039,0,0,0,1.482927474,0,0,0,0,1.501000522
130,0.4365950308,0,1.546089428,0,0,1.524078251,0,0,0,1.512694076,0,0,0,0,1.520180429
131,0.457093934,0,1.585118599,0,0,1.428793821,0,0,0,1.516365372,0,0,0,0,1.456976543
132,0.4361379538,0,1.61343974,0,0,1.414635972,0,0,0,1.650129424,0,0,0,0,1.633498101
133,0.4510950534,0,1.590289965,0,0,1.535708517,0,0,0,1.543453467,0,0,0,0,1.49473526
134,0.4594124562,0,1.47386582,0,0,1.392730821,0,0,0,1.56118155,0,0,0,0,1.463544269
135,0.4667532335,0,1.586722423,0,0,1.340215703,0,0,0,1.628101609,0,0,0,0,1.613948979
136,0.4331413182,0,1.592940915,0,0,1.385773247,0,0,0,1.530737909,0,0,0,0,1.552347723
137,0.4850352267,0,1.531631628,0,0,1.382544024,0,0,0,1.572430999,0,0,0,0,1.54595591
138,0.4415608645,0,1.581208365,0,0,1.532921135,0,0,0,1.472409937,0,0,0,0,1.52321354
139,0.4538067584,0,1.630842555,0,0,1.430948184,0,0,0,1.562748441,0,0,0,0,1.624529576
140,0.4170080296,0,1.572605321,0,0,1.429086172,0,0,0,1.567032952,0,0,0,0,1.602075781
141,0.4995205585,0,1.595693004,0,0,1.503840693,0,0,0,1.502832813,0,0,0,0,1.551196131
142,0.424703332,0,1.722621156,0,0,1.442291434,0,0,0,1.495669016,0,0,0,0,1.622163271
143,0.4334127418,0,1.556464306,0,0,1.58782148,0,0,0,1.582874189,0,0,0,0,1.565200843
144,0.4551943721,0,1.518513272,0,0,1.568180746,0,0,0,1.669029249,0,0,0,0,1.557901538
145,0.4256752266,0,1.620529676,0,0,1.549583579,0,0,0,1.547364066,0,0,0,0,1.423137218
146,0.4706087825,0,1.623634479,0,0,1.648655756,0,0,0,1.687894078,0,0,0,0,1.534543961
147,0.4425648699,0,1.659991693,0,0,1.608307668,0,0,0,1.56767264,0,0,0,0,1.506869132
148,0.4307403414,0,1.607023166,0,0,1.736749631,0,0,0,1.643565839,0,0,0,0,1.673444993
149,0.4309598726,0,1.691873628,0,0,1.669738572,0,0,0,1.612413641,0,0,0,0,1.60026433
150,0.4527867911,0,1.540050463,0,0,1.804433135,0,0,0,1.479228485,0,0,0,0,1.470086332
151,0.4127174506,0,1.735096403,0,0,1.556763419,0,0,0,1.418955854,0,0,0,0,1.580768601
152,0.4433253747,0,1.614689267,0,0,1.633714938,0,0,0,1.437054219,0,0,0,0,1.532365819
153,0.425434487,0,1.831325319,0,0,1.541975861,0,0,0,1.530092062,0,0,0,0,1.647697103
154,0.4272031075,0,1.609324064,0,0,1.605999465,0,0,0,1.554433734,0,0,0,0,1.491832016
155,0.3952553818,0,1.642192497,0,0,1.609272577,0,0,0,1.437347886,0,0,0,0,1.579812335
156,0.4254145695,0,1.754359669,0,0,1.49490653,0,0,0,1.486442329,0,0,0,0,1.622514931
157,0.47466837,0,1.613596668,0,0,1.579077031,0,0,0,1.544967853,0,0,0,0,1.603265452
158,0.4584685368,0,1.660221615,0,0,1.536575671,0,0,0,1.573353924,0,0,0,0,1.574420712
159,0.4594920441,0,1.621849755,0,0,1.506519876,0,0,0,1.561679013,0,0,0,0,1.577487078
160,0.465918701,0,1.726107246,0,0,1.535148341,0,0,0,1.571871672,0,0,0,0,1.694418987
161,0.4551030275,0,1.553097805,0,0,1.499189781,0,0,0,1.560918874,0,0,0,0,1.562876051
162,0.4435542315,0,1.658175912,0,0,1.582292187,0,0,0,1.564904641,0,0,0,0,1.427534148
163,0.4220619495,0,1.505135406,0,0,1.400407334,0,0,0,1.440917469,0,0,0,0,1.567925315
164,0.4600515041,0,1.687178194,0,0,1.552562052,0,0,0,1.551735161,0,0,0,0,1.540962663
165,0.4268081202,0,1.591601265,0,0,1.545082417,0,0,0,1.513291151,0,0,0,0,1.594355551
166,0.4525122047,0,1.747981091,0,0,1.45710251,0,0,0,1.596072333,0,0,0,0,1.641056773
167,0.4368405609,0,1.544258885,0,0,1.554296673,0,0,0,1.658746755,0,0,0,0,1.543078839
168,0.4230739088,0,1.616863669,0,0,1.608264553,0,0,0,1.463711079,0,0,0,0,1.524975662
169,0.4618565711,0,1.475230225,0,0,1.496399549,0,0,0,1.419518186,0,0,0,0,1.535532714
170,0.4214702302,0,1.383089655,0,0,1.422345351,0,0,0,1.505750506,0,0,0,0,1.585407683
171,0.4366614545,0,1.751132074,0,0,1.649356125,0,0,0,1.483044992,0,0,0,0,1.575933315
172,0.4280540353,0,1.550200155,0,0,1.615002309,0,0,0,1.351689106,0,0,0,0,1.819576152
173,0.3950136238,0,1.419121505,0,0,1.62981134,0,0,0,1.447723591,0,0,0,0,1.619172406
174,0.4363329363,0,1.658484518,0,0,1.561144187,0,0,0,1.438807579,0,0,0,0,1.512598724
175,0.421170786,0,1.577206324,0,0,1.557132864,0,0,0,1.428219776,0,0,0,0,1.569099044
176,0.4567329554,0,1.599242813,0,0,1.530691361,0,0,0,1.478533307,0,0,0,0,1.591461335
177,0.4271752613,0,1.535941202,0,0,1.592324365,0,0,0,1.414302667,0,0,0,0,1.533040474
178,0.4059706103,0,1.516641811,0,0,1.607900916,0,0,0,1.528117485,0,0,0,0,1.56673844
179,0.3617896316,0,1.554932482,0,0,1.536095306,0,0,0,1.497390412,0,0,0,0,1.54289173
180,0.4149471539,0,1.610245148,0,0,1.448800791,0,0,0,1.421249229,0,0,0,0,1.628359893
181,0.4080176682,0,1.519069655,0,0,1.687246597,0,0,0,1.51899626,0,0,0,0,1.677144495
182,0.4145855226,0,1.539345866,0,0,1.554742655,0,0,0,1.478218158,0,0,0,0,1.52841812
183,0.3857687109,0,1.684065284,0,0,1.462325916,0,0,0,1.536742454,0,0,0,0,1.536413658
184,0.3482745021,0,1.589778013,0,0,1.460925819,0,0,0,1.501446068,0,0,0,0,1.606844216
185,0.3741766045,0,1.559739993,0,0,1.463971391,0,0,0,1.589957609,0,0,0,0,1.626008314
186,0.3682449004,0,1.700178511,0,0,1.568527256,0,0,0,1.624345309,0,0,0,0,1.73494508
187,0.357610163,0,1.590527648,0,0,1.507258887,0,0,0,1.695092653,0,0,0,0,1.917971486
188,0.3614594568,0,1.529995055,0,0,1.592988756,0,0,0,1.580011283,0,0,0,0,1.79785285
189,0.3736410795,0,1.726211778,0,0,1.50276841,0,0,0,1.448310082,0,0,0,0,1.918710204
190,0.3594209225,0,1.747957473,0,0,1.524158704,0,0,0,1.759972832,0,0,0,0,1.842148429
191,0.3744393164,0,1.870150609,0,0,1.590388591,0,0,0,1.443520133,0,0,0,0,1.793198063
192,0.3633159132,0,1.77923016,0,0,1.534132147,0,0,0,1.54499635,0,0,0,0,1.730689866
193,0.3218178595,0,1.928640107,0,0,1.569163587,0,0,0,1.533018871,0,0,0,0,1.731727183
194,0.3918048517,0,1.740085345,0,0,1.56388567,0,0,0,1.69574404,0,0,0,0,1.679708123
195,0.3698477183,0,1.692154809,0,0,1.494565379,0,0,0,1.635989395,0,0,0,0,1.761059658
196,0.3683658207,0,1.622235331,0,0,1.651818767,0,0,0,1.58495286,0,0,0,0,1.754021898
197,0.3652486931,0,1.606271911,0,0,1.583886908,0,0,0,1.831556726,0,0,0,0,1.834467029
198,0.3497337278,0,1.612231464,0,0,1.64808685,0,0,0,1.676640412,0,0,0,0,1.948841865
199,0.3719735258,0,1.647454894,0,0,1.558150206,0,0,0,1.57964451,0,0,0,0,1.90579101
200,0.359912145,0,1.66460692,0,0,1.709151897,0,0,0,1.465071333,0,0,0,0,1.885305659
201,0.3979813132,0,1.67078135,0,0,1.494485213,0,0,0,1.556038596,0,0,0,0,1.714763946
202,0.3949536576,0,1.62356783,0,0,1.493303004,0,0,0,1.55620636,0,0,0,0,1.921953505
203,0.3753242119,0,1.618899364,0,0,1.524805751,0,0,0,1.490359396,0,0,0,0,1.818986255
204,0.3883476072,0,1.448831479,0,0,1.59336805,0,0,0,1.467268104,0,0,0,0,1.904312011
205,0.3805404993,0,1.559129232,0,0,1.511857744,0,0,0,1.488269769,0,0,0,0,1.874117425
206,0.3738854187,0,1.664815831,0,0,1.513746891,0,0,0,1.543337153,0,0,0,0,1.828785819
207,0.3949047341,0,1.542200263,0,0,1.669944227,0,0,0,1.544614164,0,0,0,0,1.992133624
208,0.3940007405,0,1.545857686,0,0,1.627454927,0,0,0,1.515432264,0,0,0,0,2.014305018
209,0.4340252921,0,1.467020639,0,0,1.591561644,0,0,0,1.722444394,0,0,0,0,2.034457968
210,0.3983190751,0,1.613369828,0,0,1.654842352,0,0,0,1.482397717,0,0,0,0,2.060320931
211,0.4112558894,0,1.617714251,0,0,1.493581988,0,0,0,1.479888895,0,0,0,0,2.110135181
212,0.37564058,0,1.436095605,0,0,1.556602957,0,0,0,1.512028579,0,0,0,0,2.025715188
213,0.3808064409,0,1.545866132,0,0,1.582489545,0,0,0,1.557935492,0,0,0,0,2.031171715
214,0.4001035742,0,1.389627165,0,0,1.738832035,0,0,0,1.44509352,0,0,0,0,2.152903811
215,0.4108271184,0,1.591770025,0,0,1.563551259,0,0,0,1.416002807,0,0,0,0,2.054860319
216,0.4222901857,0,1.478208886,0,0,1.534028836,0,0,0,1.485451247,0,0,0,0,1.941450474
217,0.3880256193,0,1.62303783,0,0,1.601642975,0,0,0,1.486069141,0,0,0,0,1.973588912
218,0.3914142998,0,1.648895655,0,0,1.518418459,0,0,0,1.468638626,0,0,0,0,2.009023211
219,0.3853199058,0,1.526420469,0,0,1.607361008,0,0,0,1.43558496,0,0,0,0,1.90577614
220,0.4225687191,0,1.610398403,0,0,1.639763602,0,0,0,1.488900152,0,0,0,0,1.989490042
221,0.4014740989,0,1.608150349,0,0,1.575907101,0,0,0,1.468517534,0,0,0,0,1.991603978
222,0.3893814156,0,1.362170104,0,0,1.612152434,0,0,0,1.482123776,0,0,0,0,1.972468676
223,0.4423302816,0,1.422689663,0,0,1.555396723,0,0,0,1.33466453,0,0,0,0,2.008296464
224,0.3636665727,0,1.43540996,0,0,1.496950715,0,0,0,1.458759496,0,0,0,0,2.399156855
225,0.3907213326,0,1.630678798,0,0,1.424657902,0,0,0,1.392582684,0,0,0,0,2.123144424
226,0.385913738,0,1.523683914,0,0,1.386366682,0,0,0,1.347455384,0,0,0,0,2.136944536
227,0.4338794813,0,1.485487545,0,0,1.571978738,0,0,0,1.398637714,0,0,0,0,2.020227859
228,0.4288425373,0,1.499829582,0,0,1.584030455,0,0,0,1.38618118,0,0,0,0,2.011416781
229,0.3716307466,0,1.431226538,0,0,1.726840424,0,0,0,1.417802788,0,0,0,0,2.038848787
230,0.4051464645,0,1.511134201,0,0,1.616285272,0,0,0,1.540992614,0,0,0,0,2.058730932
231,0.4173690492,0,1.547124324,0,0,1.551427866,0,0,0,1.55112333,0,0,0,0,1.882243753
232,0.3694475024,0,1.531004185,0,0,1.542912241,0,0,0,1.461439268,0,0,0,0,2.189964604
233,0.438675233,0,1.461858518,0,0,1.56191766,0,0,0,1.391891081,0,0,0,0,2.059684263
234,0.4030958417,0,1.531963168,0,0,1.434539348,0,0,0,1.396763973,0,0,0,0,1.94629129
235,0.4356637821,0,1.501705513,0,0,1.538554515,0,0,0,1.441043037,0,0,0,0,1.888686327
236,0.4066227132,0,1.685592827,0,0,1.608608223,0,0,0,1.379738648,0,0,0,0,1.952785388
237,0.4151085523,0,1.527433415,0,0,1.517875726,0,0,0,1.4232168,0,0,0,0,1.891754036
238,0.433312384,0,1.570429197,0,0,1.43497891,0,0,0,1.42528064,0,0,0,0,1.987375444
239,0.4480113041,0,1.572075703,0,0,1.53016205,0,0,0,1.325400652,0,0,0,0,1.976621455
240,0.4279780602,0,1.456806455,0,0,1.598941941,0,0,0,1.310824375,0,0,0,0,2.070531881
241,0.451876588,0,1.540142828,0,0,1.483883508,0,0,0,1.305308344,0,0,0,0,2.047033999
242,0.4281818973,0,1.393372636,0,0,1.62147039,0,0,0,1.408796585,0,0,0,0,1.874053727
243,0.4410731081,0,1.504347182,0,0,1.503875401,0,0,0,1.371523978,0,0,0,0,1.927758414
244,0.4493858601,0,1.491438831,0,0,1.604241155,0,0,0,1.302150026,0,0,0,0,1.935450115
245,0.4336494393,0,1.45317606,0,0,1.595939177,0,0,0,1.402637711,0,0,0,0,1.920193821
246,0.3947368378,0,1.392493524,0,0,1.59834448,0,0,0,1.320328647,0,0,0,0,1.933053319
247,0.4167710233,0,1.363467761,0,0,1.503649371,0,0,0,1.344037653,0,0,0,0,2.055282481
248,0.4163078906,0,1.324811892,0,0,1.634037417,0,0,0,1.303883559,0,0,0,0,2.203225963
249,0.4606717053,0,1.374492569,0,0,1.57778702,0,0,0,1.435545277,0,0,0,0,1.997660714
250,0.4649232181,0,1.338135391,0,0,1.514378983,0,0,0,1.485193736,0,0,0,0,1.904439224
251,0.4464796771,0,1.360466472,0,0,1.448921361,0,0,0,1.398848292,0,0,0,0,1.953668825
252,0.4257127394,0,1.509160671,0,0,1.585400145,0,0,0,1.413155151,0,0,0,0,1.966183081
253,0.4334683838,0,1.474711703,0,0,1.381918347,0,0,0,1.355022755,0,0,0,0,2.112018611
254,0.4552016703,0,1.486319242,0,0,1.498148975,0,0,0,1.429213524,0,0,0,0,2.18480455
255,0.4827200273,0,1.462039433,0,0,1.488361696,0,0,0,1.36411819,0,0,0,0,1.926324182
256,0.4636308482,0,1.248471583,0,0,1.395673006,0,0,0,1.255572733,0,0,0,0,1.962668529
257,0.4408104952,0,1.382532322,0,0,1.585661789,0,0,0,1.257029998,0,0,0,0,1.762188545
258,0.4790237358,0,1.383302734,0,0,1.425804452,0,0,0,1.412514134,0,0,0,0,1.772923065
259,0.4473360304,0,1.445649717,0,0,1.410571464,0,0,0,1.242282372,0,0,0,0,1.939437491
