"Respondent","price","ff2","ff3","feat2","feat3"
30,0.473921342,0.8150393263,0.9205641756,0.8996172255,0.8285398439
31,0.4449552017,0.9236453611,0.83407903,0.9097081856,0.9017803193
32,0.4358781941,0.8542006628,0.8602796726,0.8766097098,0.9803111759
33,0.4608821939,0.8918616105,0.8086910831,0.8842235632,0.8790943524
34,0.4319931421,0.9214991786,0.8640519309,0.861931916,0.8246954928
35,0.4593760507,0.9212669016,0.9202425693,0.9244613407,0.9747874739
36,0.5125448443,0.9256967174,0.9347993544,0.8968867842,0.9993784947
37,0.547540835,0.8910603651,0.876544745,0.9406603062,1.004543871
38,0.5076122,0.8853886599,0.8892331972,0.9671184483,0.9312088913
39,0.4298677751,0.8118336401,0.8805617506,0.9080271583,0.8159500016
40,0.485347768,0.7703206667,0.8192389746,1.022961975,0.8112982276
41,0.5154198609,0.872926245,0.8691946656,0.8182612533,0.9150630197
42,0.5049109007,0.897407954,0.8200790631,0.9451044816,0.9271179718
43,0.4495348772,0.8869383336,0.87272073,0.8222411412,0.9199055024
44,0.5422654432,0.8757353969,0.7893260183,0.9652625639,0.8906499746
45,0.5455575634,1.017693751,0.903891358,1.073817836,0.8627679711
46,0.5368348101,1.068586737,0.8329983162,0.9074895656,0.8288301356
47,0.5105608694,1.008605552,0.9273102769,0.9093182601,0.9023965331
48,0.4720006547,0.8753618884,0.7588432367,0.7658244902,0.8850779426
49,0.4695139981,0.7496686209,0.8016285556,0.8852801809,0.7838958942
50,0.544390024,0.9503796493,0.9218320237,1.001225896,0.9064056211
51,0.4623471359,0.9521911187,0.8835617133,0.8958242623,0.8472974516
52,0.5223949202,1.075017973,0.8478452479,0.8725288887,0.8837908566
53,0.5428694925,1.003561396,0.8094981001,0.9517940036,0.9421992208
54,0.4920899433,0.8733608036,0.8317393987,0.9241306358,1.043760839
55,0.4601038628,0.960214206,0.9316934612,0.9953004972,1.029510776
56,0.5027525128,0.9988973351,0.8910204344,0.9195291723,0.8720397614
57,0.4589549723,0.8644864133,0.9674500738,0.920772357,0.9239900227
58,0.4539115242,0.8308713152,0.8501358925,0.8390294773,0.8835864361
59,0.4849814628,0.9599280758,0.8701631555,1.028511757,0.9509812692
60,0.4435809184,0.9617075419,0.7930784291,0.9578408013,0.9264419007
61,0.476722592,1.027754592,0.9076514532,0.9262161281,0.8057095687
62,0.5198185967,0.8485676558,0.8645382688,0.9876895796,0.9934424697
63,0.4885712176,0.9138997473,0.7982208406,0.8456066721,0.8179128788
64,0.5084606485,0.990260028,0.9101207104,0.8532679601,0.8764378104
65,0.4851723549,0.9160080094,0.8405658805,0.8856190126,0.8540270086
66,0.4426730046,0.820633143,0.7408546361,0.8222803411,0.7869353171
67,0.486025002,0.8440815707,0.8543349063,0.9745060186,0.8366613264
68,0.4646991307,0.8662427799,0.915981809,0.9569920545,0.8536924451
69,0.4503643233,0.7467157509,0.9742599961,0.7812887136,0.826378867
70,0.4781205744,0.8626094111,0.9050201677,0.8797677598,0.9109507791
71,0.4675848355,0.8914115541,0.8395799229,0.9136898443,0.9266933849
72,0.4641907591,0.9087445188,0.7625511004,0.9246116945,0.8636676907
73,0.5153082347,0.7987760616,0.8687551362,0.9152300791,0.8684695261
74,0.4911923002,1.021565951,0.8219231816,0.9306831004,0.8291875719
75,0.4292826866,0.819630114,0.7792725129,0.9465743256,0.8463627482
76,0.5844717728,1.021508221,1.039132155,1.05701197,1.042787189
77,0.4412461971,0.8656757473,0.8346206837,0.8867908882,0.8330068709
78,0.4485400551,0.9188298271,0.7827536679,0.8139492751,0.9187619928
79,0.5363497474,0.8974672082,0.8707610072,0.9252284293,0.8771167834
80,0.4811750577,0.8734673819,0.969356702,0.8453878636,0.8543004694
81,0.4419073498,0.9536451439,0.8648417482,0.8633722907,0.8463173028
82,0.4546967899,0.8702619398,0.7452295072,0.9066322276,0.8746980133
83,0.4838539642,0.892904338,0.9246735994,0.8572259328,0.9828434223
84,0.5223856423,0.9624145743,0.8724021072,1.085761188,0.9942488558
85,0.5143104748,0.9390197773,0.7382893535,0.881905915,0.7755335389
86,0.5285386633,0.9553323786,0.9924185989,1.058534981,0.9279808993
87,0.4841356728,0.8227867196,0.8796930404,0.8860071021,0.7729190968
88,0.5026695401,0.8839534657,0.8588304901,0.9688212456,0.7917093144
89,0.4591485637,1.07601652,0.8476220981,0.9366641745,0.9959061309
90,0.4947447506,0.9013635645,0.9226918852,0.842592683,0.8862613844
91,0.4248547583,0.7591984707,0.8798662212,0.8200998416,0.8440898296
92,0.497637446,0.9945134215,0.9081753933,0.9077760205,0.8330144765
93,0.4879825765,0.8915416773,0.8923324712,0.9292898928,1.041844459
94,0.5104825469,0.9532948049,0.9502074596,0.9443669989,0.8567144448
95,0.5070466702,0.9065811094,0.8871557675,0.8673269607,0.9467870966
96,0.4991540034,0.8065442312,0.8296391057,0.8541325851,0.8900889029
97,0.4835058232,1.059679307,0.9150425737,0.9141080061,0.9109748311
98,0.4272526304,0.8270871143,0.8377676554,0.8867368345,0.8198283437
99,0.4688991315,0.8426009374,0.9552799929,0.8993532123,0.9394873218
100,0.4427336022,0.8614482525,0.8156575197,0.8241242291,0.9350182956
101,0.5009784628,0.8982305557,0.963994852,0.9589545139,0.9790441031
102,0.4984805109,0.8029026481,0.8296647963,0.8692254873,0.8457397415
103,0.4901561457,0.9292397794,0.8406255423,0.7980166732,0.8525133006
104,0.5001700483,0.9309369531,0.8353319829,0.9128862807,0.8779607195
105,0.5315344056,0.9476963475,0.906389559,0.9233887821,0.9375130902
106,0.5059541169,1.082542349,0.8789130238,0.9415199469,0.9340093233
107,0.4653903788,0.8464508233,0.8836238509,0.8441610944,0.8807334095
108,0.4637859691,0.866677391,0.8146930682,0.8683142138,0.8066918318
109,0.4925162355,0.9136487359,0.9083326904,0.868515785,0.9577106545
110,0.5393463777,1.00240025,0.9073554623,0.9566403213,0.9267881782
111,0.4586619204,0.9673554181,0.7832094463,0.9189149662,0.9284513743
112,0.4995152621,0.8192703934,0.914027833,0.9131183815,1.022809432
113,0.4750400496,0.9954557263,0.7770772112,0.9173863783,0.936774385
114,0.4934987467,0.7661323576,0.8941265105,0.8435424123,0.8220536191
115,0.4237141483,0.7939238716,0.7751879565,0.8205303017,0.9447324951
116,0.4902478734,0.9891612891,0.8449478964,0.7931898365,0.9020669052
117,0.462541343,0.8781216277,0.8784785287,0.9996057872,0.9717841888
118,0.4376964713,0.7808083204,0.9549598336,0.9628703843,0.7645645503
119,0.4708976503,0.8602740576,0.7911714339,0.8356019551,0.8031831456
120,0.4598016034,0.9446969643,0.926888317,0.8706112049,0.9519819897
121,0.4841244722,0.8309869274,0.8536798678,0.8028045322,1.043010423
122,0.4492235399,0.8595403161,0.7797132453,0.9463731415,0.8949952567
123,0.5128981388,0.843239359,0.9464224898,1.034836781,0.8704034468
124,0.5110872671,0.9938503503,0.8191840054,0.9959168064,0.9220375946
125,0.4547204775,0.7798708963,0.7846341943,0.8995761623,0.8415685027
126,0.503074419,0.9000690547,0.8175215513,0.8947543403,0.8351817514
127,0.454724832,0.7896439408,0.8216478442,0.8401203431,0.8454508567
128,0.5031200949,0.8923075242,0.9386251461,0.9746802743,0.9414365875
129,0.4829576297,0.911626778,0.8291741936,0.9008401557,0.8662319457
130,0.5022646698,0.9260369709,0.901245945,0.9254220527,0.9727709794
131,0.450802368,0.7657167294,0.7870086247,0.9187468817,0.8546493981
132,0.4230706596,0.8306434272,0.8218485378,0.8962281148,0.9428373471
133,0.5285640085,0.8833167816,0.9152584399,0.8761767672,0.9050213904
134,0.411356589,0.8076219993,0.7717327191,0.8490751655,0.8802157614
135,0.4575662477,0.9949552686,0.922515561,0.8591975988,0.8784525618
136,0.4707949976,1.078749796,0.7993999352,0.9522775001,1.029083871
137,0.5170671236,0.8444861666,0.8296747805,0.8278721554,0.8111133092
138,0.4447384529,0.8276936981,0.8655972051,0.9022120482,0.9402498463
139,0.5023773598,0.9597638014,0.8592707877,0.8428573856,0.8770949545
140,0.5015882376,0.8269605729,0.888368653,0.9753655727,0.8531510485
141,0.4195919537,0.8423737986,0.8759692513,0.8065736424,0.9352357888
142,0.5362159105,0.8017083084,0.9645724738,0.9817926965,0.9518634159
143,0.4794288217,0.8527669611,0.8506827201,0.8291083021,0.7697977559
144,0.5432271138,0.9013979823,0.8333575583,0.8474361405,0.8715611601
145,0.4893529819,0.8507093256,0.8755468608,0.9528398316,0.9230442421
146,0.4619441043,0.7861333167,0.8727600756,0.8121188564,0.9183027449
147,0.4877803571,0.8374512549,0.8988185436,0.85771927,0.8557330265
148,0.4686296793,0.8331804869,0.8582912945,0.912876137,0.8335463707
149,0.4430673685,0.8445856488,0.8909503062,0.8042296042,0.8509587849
150,0.4850442626,0.7806187627,0.8913593983,0.9013754253,0.8828421417
151,0.5450850948,0.7645794805,0.8586282653,0.8420698987,0.8422250968
152,0.4798212674,0.9028206709,0.8185846945,0.8696431058,0.8722183856
153,0.4331833198,0.8488499883,0.8629124634,0.867742721,0.9210173859
154,0.546071521,0.9248363667,0.9499860437,0.8869523788,0.9578822085
155,0.486731569,0.8335387798,0.8927322889,0.8857665003,0.9441911171
156,0.3967345199,0.9832208672,0.8797998754,1.061435247,0.9869475267
157,0.5095872781,0.8774431484,0.8975385542,0.9109671843,0.9941686837
158,0.4527929983,0.90573551,0.8545941001,0.9325302539,0.8985219598
159,0.5029922347,0.979324831,0.8331156692,0.9009847121,0.9461566146
160,0.4645932664,0.7956549329,0.8975316318,0.8465692698,0.9048072104
161,0.4528297896,0.7812709538,0.893900013,0.8108088624,0.9069901409
162,0.4533628548,0.8659725048,0.8643888164,0.9064063348,0.8573557294
163,0.473652162,0.7658652978,0.8265384832,0.7726709861,0.8705197995
164,0.4312190795,0.8529776285,0.786313313,0.8932942722,0.8482662031
165,0.4503277874,0.9869525252,0.7840253476,0.8747771397,0.8426530636
166,0.4358587497,0.8134091243,0.8058321717,0.9262604003,0.8449693341
167,0.4670419833,0.9214223506,0.8974733347,0.8677533669,0.9154411011
168,0.5335141322,1.059943825,0.9675697839,0.9624975334,0.9514509907
169,0.4964017548,0.9564525762,0.9053358734,0.9344980378,0.8835313042
170,0.3896461659,0.8496701877,0.9076620855,0.7914048105,0.9188018502
171,0.5065124841,0.9631110365,0.854213921,1.002798577,0.9718596625
172,0.5644081369,1.063033784,0.9616429485,1.004802642,0.9120923267
173,0.5055187472,0.9036392106,0.8634604284,0.8690599853,0.874185793
174,0.4563694811,0.9531625602,0.8671469097,0.7815379226,0.9604472387
175,0.4842595364,0.9001377277,0.8425834252,0.9131079844,0.881885989
176,0.5026906881,0.9144479196,0.7332654399,0.8787382985,0.8278758065
177,0.4306150593,0.8892977715,0.8825479561,0.8845388466,0.8125253719
178,0.4513888676,0.8651669412,0.9328092049,0.8892273788,0.8707438235
179,0.4418545588,0.9206278662,0.8648885175,0.8789185435,0.8330437401
180,0.4674846748,0.9631433968,0.8897712737,1.13835637,0.8504309094
181,0.4533964527,0.8409199797,0.8806932558,0.8885094316,0.919476482
182,0.4787079979,0.8623327239,0.8848819846,0.9654690798,0.8062569898
183,0.405408882,0.8140885283,0.7955188897,0.8046071161,0.8517835344
184,0.4799193726,0.90474331,0.8165100869,0.9329799364,0.837061376
185,0.4090792762,0.8843751701,0.7883372804,0.8791158006,0.7979259197
186,0.5278078798,0.923298307,0.8439072327,1.010658076,0.8777223482
187,0.5208793872,0.7909327152,0.9744082298,0.9027183298,0.84718078
188,0.5242117105,1.003973158,0.8887612057,0.9207852041,1.033538631
189,0.5103720858,0.9356830544,0.9851182519,0.9125148039,1.05250462
190,0.4664987957,0.8034062199,0.7777256818,0.8136596724,0.9323512965
191,0.4131224686,0.7766699556,0.9305343239,0.7971859472,0.8806030545
192,0.4534259265,0.8357832295,0.8496675668,0.8356315867,0.9204593723
193,0.4637537218,0.808320009,0.9587010124,0.9496870453,0.8918030382
194,0.4841822566,0.7988132215,0.8786744115,0.8521814078,0.8485890027
195,0.4287612642,0.9928308458,0.785662346,0.7878893943,0.9016388785
196,0.4730860597,0.887080932,0.9995974887,0.9472412477,0.9544973775
197,0.4883165213,1.06641294,0.9074041706,0.9939373825,0.969408894
198,0.4152627223,0.7429245045,0.8894855449,0.8862246738,0.8743109441
199,0.4839772273,1.020853728,0.8696075612,0.9371238878,0.8808368407
200,0.4734354593,0.8280084439,0.8021945691,0.9079070341,0.9219817198
201,0.4612815884,0.8784527207,0.9292416939,0.880130855,0.9348445137
202,0.5466598685,0.8491086821,0.8426346928,0.8912643979,0.8496898515
203,0.5260666221,0.7920761315,0.8426118636,0.9506389202,0.8879477937
204,0.4400036364,0.9350847519,0.8312641604,0.8860420935,0.8881608298
205,0.4427930521,0.7427500337,0.8000445748,0.8107914622,0.8202706682
206,0.4661039368,0.759641967,1.081811979,0.938514258,0.8978294066
207,0.4911322094,0.8419633309,0.8758304454,0.9270846078,0.8854578998
208,0.5242109439,0.8207457901,0.8119699272,0.8309831033,0.7841428036
209,0.4660527748,0.7289281641,0.9281689845,0.8987438008,0.9639317109
210,0.5314644102,0.8956082014,0.9861700217,0.7957142113,0.8905323357
211,0.4749283268,0.9780367042,0.8483120316,0.9234093521,0.8914389767
212,0.4980801424,0.8659185016,0.8841444868,0.8554084022,0.9100830911
213,0.5125266796,0.8923228054,0.8703532712,0.980232963,0.9327956933
214,0.4319675295,0.9632722358,0.9328824189,0.9002474882,0.8451190447
215,0.4801037544,0.7599397732,0.8654941476,0.8911114855,0.9235405632
216,0.4722801214,0.8937990075,0.8798822334,0.9314414408,0.9299357509
217,0.571531904,0.961879007,0.9791912996,0.9998012723,0.9401850103
218,0.4934389984,0.8111661293,0.9536235944,0.8169540981,0.9288586069
219,0.4503163107,0.850004279,0.9477852616,0.7783595181,0.9396024767
220,0.473387519,0.8655642774,0.7473173523,0.800759091,0.8249034875
221,0.4347172308,0.7710662964,0.8235818816,0.8295221212,0.9397962862
222,0.513949249,0.8490515438,0.8461393939,0.8572241676,0.8346102515
223,0.457998737,0.8607248656,0.9129311638,0.8833663941,0.8702205851
224,0.4936952846,0.8807961804,0.9195347164,0.9048739856,0.984973192
225,0.4498713166,0.8400166373,0.8175736284,0.8278259679,0.7955239476
226,0.4765300191,0.8874738638,0.9038095447,0.8497812018,0.8496552914
227,0.4910915296,0.8309566151,0.7675990118,0.8228574152,0.7627054153
228,0.5373367452,1.055501907,0.9494151721,0.9521611658,0.8418688388
229,0.4601357066,0.8357057648,0.8655495975,0.9025367352,0.9705736767
230,0.4581157056,1.058525392,0.7824425682,0.7720683127,0.7905643822
231,0.4620630206,0.8134690083,0.7883753634,0.9084012022,0.8314067848
232,0.4698133662,0.7787490406,0.9059834393,0.8524947352,0.9301630014
233,0.4669351588,0.9631558307,0.8953776636,1.061977545,0.8184896314
234,0.5057448103,0.8588915246,0.8318184645,0.9633337792,0.8330128776
235,0.4098284604,0.8746017681,0.7476314961,0.8128579365,0.8641558839
236,0.4696375847,0.8762354171,0.8424858177,0.9819420204,0.8613511199
237,0.5033763415,0.7591641535,0.9008507614,0.8198206719,0.815662785
238,0.5153106355,0.9012400682,0.8587528973,0.8453007578,0.8810196122
239,0.4671139393,0.9049820959,0.8260089369,0.8279434132,0.9002642578
240,0.5489284062,0.88654319,0.868034261,0.8613248189,0.9633227533
241,0.4491768592,1.038798229,0.9336421013,0.9261073748,0.8998906851
242,0.4499261631,0.8804967061,0.8865916181,0.8703706821,0.7791044285
243,0.5525070342,0.8649512466,0.8496706495,0.9556672396,0.887812668
244,0.4587766554,0.9144321428,0.8908363201,0.9577299126,0.947125555
245,0.4250830332,0.8579749181,0.8491961259,0.9549578604,0.8854643058
246,0.4946055872,0.861944377,0.8697473223,0.9204650446,0.9447401385
247,0.4352399501,0.8060471261,0.8832997153,0.8359561664,0.7356596111
248,0.4284747365,0.8251365164,0.746510629,0.8680336158,0.9291270426
249,0.5364513021,0.8895512184,0.8601220843,0.9601875788,0.8431572716
250,0.5382081864,0.8422141068,0.8622855909,0.860116685,0.8620956438
251,0.4726502256,0.84091438,0.795173414,0.9269829484,0.9248726335
252,0.5180655449,0.8583732914,0.8890871994,0.8717070436,0.7434841596
253,0.5125954849,0.9325159548,0.8475455453,0.9790372094,0.8807526113
254,0.527938851,0.7991561968,0.9167900387,0.7911285828,0.8257673261
255,0.4880963306,0.8389630763,0.8264874962,0.8698412115,0.8839095638
256,0.5136903328,0.8948064816,0.7724783794,0.9297163158,0.8206320838
257,0.4220174063,0.8674392631,0.7639675449,0.8485652783,0.8292262676
258,0.562797196,0.9049024498,0.8753420524,0.8708647466,0.900024582
259,0.5050194037,0.9501814751,0.8331762704,0.8915776647,0.9066103906
260,0.5347202295,0.9252101876,1.014801954,0.8514353089,0.9758293366
261,0.4816832935,0.8737581926,0.9097501395,0.9043837008,0.8569479885
262,0.5101343597,0.948849468,0.8457805417,1.011822907,0.7414988162
263,0.4909104288,0.780063168,0.7725249367,0.8691409356,0.8730676677
264,0.5044721718,0.9787543826,0.8497624213,0.9983694911,0.9197623062
265,0.4924410943,0.8493552099,0.7767124377,0.8117183969,0.8658129393
266,0.4950120546,0.8497867614,0.8120943695,0.9065860151,0.8944322077
267,0.4313914467,0.8730656918,0.7832778439,0.8543299339,0.8791214005
268,0.4662690789,0.8710233764,0.8469565025,0.9126775665,0.8610257077
269,0.5736246271,0.8722801985,0.8770327759,0.978736419,0.8959308984
270,0.5270953421,0.9345297454,0.9467171768,0.9362063033,0.9268436856
271,0.4637236915,0.8691859735,0.7173837188,0.8176761548,0.7856354945
272,0.4711288178,0.7451059183,0.8382397923,0.8746978782,1.003848867
273,0.4718181315,0.91293672,0.9191250231,0.9432629813,0.9457558689
274,0.4419817881,0.885077419,0.8519325081,0.8026783906,0.8904144455
275,0.4712438444,0.9066087283,0.8523607389,0.8813896942,0.9506496275
276,0.4529335711,0.949570226,0.7445250083,0.9040606489,0.9401764332
277,0.531992181,0.765270913,0.8847410716,0.9666984913,0.9584248224
278,0.4889980849,0.9026675263,0.8804034629,0.8645766426,0.9621935659
279,0.5148451094,0.8582125683,0.954752445,0.9085835194,0.9210688162
280,0.5168333421,0.9365313136,0.7977356632,0.9949352876,0.815246897
281,0.534918636,0.8993284399,0.9401405301,0.9152837547,0.8659610424
282,0.4400792245,0.8945690866,0.7592259463,0.848337855,0.9464675183
283,0.5312072411,0.8397014306,0.8730588727,0.7988055175,0.8509442376
284,0.5025175669,0.8155600827,0.8687899575,0.9554019026,0.9123243015
285,0.4334666699,0.9774899964,0.9062197148,0.9426603558,1.11512779
286,0.4728529139,0.906141328,0.9188654857,0.9351514522,0.8762578009
287,0.4529133242,0.8900897459,0.9456667476,0.8802924738,0.8573265743
288,0.531183384,0.8160235073,0.8358577402,0.8578614987,1.019036482
289,0.477541822,0.9095796048,0.8859149142,0.916937372,0.9008094166
290,0.5207857356,0.9318989834,0.8773518476,0.8996765658,0.9796219126
291,0.5309650605,0.8174752969,0.917212959,0.9537091181,0.9224273505
292,0.5656308544,1.117347219,0.8076386555,1.085801891,0.9973687774
293,0.4502641978,0.8022147103,0.8393634995,0.8809948286,0.9154103708
294,0.4626537829,0.920868012,0.8744649657,0.894876904,0.9550665
295,0.471206589,0.9116998971,0.8435800646,0.7628075727,0.8969262182
296,0.470410626,0.8362794775,0.8306014909,0.7872021294,0.8926706237
297,0.4772749927,0.8431759092,0.8200743899,0.9237158127,0.8832296743
298,0.5314000388,0.8454188796,0.9739051235,0.9070750561,0.8995455913
299,0.5605329742,0.891735616,0.9129286898,0.9409225796,0.909978497
300,0.5209375558,0.8046921158,0.9109653944,0.9481276896,0.9977802346
301,0.4768063158,0.8570521724,0.8144560831,0.8974869724,0.8444853911
302,0.4712835362,0.8771245884,0.9366838341,0.8616716447,0.8294604449
303,0.418219942,0.7776170775,0.7583211638,0.9932264136,0.8568399814
304,0.4734642199,0.8878165134,0.8999113547,0.8362918896,0.870094608
305,0.4937426887,0.8208422825,0.9181581547,0.8841557194,0.893684723
306,0.4721199388,0.9645244201,0.8398635755,0.9343269454,0.9197541599
307,0.5097824364,0.9229757385,0.9250677477,0.9591938752,0.905507189
308,0.5387374759,0.9435575016,0.8542098387,0.8999676399,0.8454918536
309,0.4282857674,0.8946007375,0.9842003596,0.9317723076,0.8822521014
310,0.4160879649,0.8854400845,0.8872571712,0.9113063935,0.9700194886
311,0.4944906663,0.8474881241,0.8821631045,0.9850763801,0.8586491868
312,0.4796926609,0.905618322,0.9473246656,1.013918805,0.8661849009
313,0.5039263901,0.8201533113,0.9214469552,0.801267765,0.8397351416
314,0.4092441431,0.7476725028,0.8487880904,0.8550884453,0.8473238254
315,0.4013581771,0.7678073258,0.8368907803,0.8453986225,0.8226876347
316,0.5094092578,0.8550640132,0.90002309,0.9551260901,0.9793139463
317,0.4230759161,0.910159042,0.7579638881,0.8256040148,0.8859327102
318,0.4315424539,0.9032938536,0.7854961618,0.9515770822,0.8620080314
319,0.4875198682,0.9263253727,0.8254417888,0.9394867093,0.9516932304
320,0.4596036435,0.8319465789,0.8622256292,0.8690568984,0.8586352062
321,0.5079579062,0.8486620929,0.9010072622,0.9549794612,0.9057238683
322,0.4758584163,0.9018601013,0.8882394514,0.7552223925,0.9139792011
323,0.4751664564,1.018588692,0.9547838629,0.8503656404,0.9768750721
324,0.505508231,1.045821,0.8832033163,0.8326225446,0.9241228293
325,0.4497821896,0.9307851651,0.7899163491,0.7801600906,0.9292603299
326,0.5165770359,0.8150601645,0.9648165124,0.87036474,1.008071491
327,0.4574940352,0.8597026287,0.961867428,0.8997597874,0.8563982816
328,0.4799901953,0.881476205,0.8641697517,0.806340542,0.8202085523
329,0.523598178,1.016663886,0.9745628371,0.9245338852,0.9217388879
330,0.5424357269,0.9235402405,0.7498984169,0.9018978505,0.8224807586
331,0.4224679316,0.8831130837,0.9201786942,1.005144899,0.9329728839
332,0.4528339727,0.8299410307,0.8476257135,0.8898993373,0.9440555194
333,0.4930131377,0.9024389452,0.8350918534,0.9173539185,0.9266390327
334,0.4698514146,0.9152161209,0.7358672942,0.8087707285,0.9261996946
335,0.4493255879,0.8724914438,0.9631039566,0.825800619,0.9741788029
336,0.4382037524,0.8052163507,0.8635361035,0.764726535,0.8188865272
337,0.5210477921,0.7874569929,0.8445354186,0.8415648871,0.7807150086
338,0.5391440758,0.9116740087,0.9096243467,0.9129885041,0.8895322676
339,0.4792986024,0.8316864593,0.9916259546,1.050099185,0.879556263
340,0.4126383882,0.9132962275,0.8845479439,0.9404240601,0.9417262361
341,0.430627884,0.9314054679,0.9580290477,0.8708205834,0.9706195598
342,0.4139353413,0.969280169,0.8813888794,0.8580464718,0.9014701614
343,0.4784767494,0.9226530954,0.8932900823,0.8867355754,0.9800277953
344,0.4668039517,0.8081432172,0.7243937007,0.8728401795,0.8910174708
345,0.4412626847,0.9479251136,0.9455313585,0.9659528196,1.009570238
346,0.5117679276,0.8645883333,0.8949072701,0.7801957659,0.8701704425
347,0.45834284,0.7970082522,0.8781491281,0.7528026926,0.8253758439
348,0.5409330929,1.044889637,0.8080066432,0.8995565744,0.8575472821
349,0.4862840843,0.8955955144,0.8838235924,0.9253216391,0.8230987827
350,0.4231591303,0.8060923833,0.8165006878,0.8386517415,0.8261401798
351,0.4640165661,0.9426852687,0.9226121788,0.9830935384,1.011895141
352,0.4640934829,0.8243328317,0.8385073928,0.8378642769,0.9494696585
353,0.4875334151,0.798668937,0.9391166105,0.9779194124,0.8970740483
354,0.4980861918,1.049767721,0.8300348317,0.9638955612,1.04120279
355,0.5001415868,0.944438235,0.8939479633,0.8235713073,0.9261652853
356,0.4623270785,0.8005994066,0.784031339,0.8048407962,0.8328790655
357,0.4589131295,0.7883281932,0.8156484269,0.8464270053,0.9018557583
358,0.570484766,0.8555099083,0.8280507103,0.8742683195,0.9023414599
359,0.5074174941,0.8293636693,0.9605126768,0.837137285,0.8554987614
360,0.4862059251,0.855392049,0.9084868514,0.9037794345,0.8944119593
361,0.5322280884,1.0066332,0.883319057,0.8187660485,0.7859057928
362,0.4639413878,0.8234759371,0.8011124522,0.8134148275,0.7990886821
363,0.4823580183,0.9768736844,0.8241336698,0.9575830367,0.9447971507
364,0.5370162047,0.9077741807,0.7526021352,0.9188744243,0.8978416599
365,0.4489237161,0.9169775044,0.8421848411,0.8684335113,0.8408701376
366,0.4771137045,0.8562197583,0.8716990668,0.8621857853,0.952697162
367,0.5236841332,0.805795801,0.962060606,0.9098601682,0.8607600416
368,0.4756041047,0.9328902775,0.8067793563,0.9561413191,0.9498556369
369,0.4427188789,0.8351891735,0.8597842917,0.8845251716,0.8270928042
370,0.4636118608,0.7485165494,0.8901384884,0.8764277378,0.9512380028
371,0.4743439173,0.9292742814,0.8624708943,0.965766647,0.9957360911
372,0.548574766,1.018492344,1.065615142,1.066066814,0.9961061198
373,0.420942599,0.9765254411,0.7813207684,0.8594846531,0.7678828609
374,0.5178900386,0.8254999955,0.8299826886,0.8732100805,0.8298843069
375,0.4861289767,0.8765403809,0.859425799,0.9556978563,0.7650141817
376,0.4699680952,0.7966500883,0.8419640885,0.8927576815,0.8401826551
377,0.5000558364,0.7651721232,0.8207891625,0.9156554634,0.8831666848
378,0.4662380809,0.7755940967,0.8959548378,0.892998604,0.8733528999
379,0.4706841933,0.9132855889,0.8745756521,0.9045428836,0.8988710589
380,0.492927043,0.9324536535,0.8696531452,0.965048774,0.8967754265
381,0.4958696477,0.7656606867,0.8555144883,0.8217496327,0.9195085469
382,0.4658316842,0.8297181962,0.8664338806,0.8723777942,0.7832636421
383,0.4774652165,0.9072326356,0.8029049542,0.8561110688,0.8399348405
