"Respondent","RLH","price","ff2","ff3","feat2","feat3"
95,0.5443444489,-2.064580895,-0.6375507476,0.545278874,0.6381306611,1.203231918
96,0.4570609106,-1.468207638,0.7387124698,0.1313046136,2.657467705,1.256865336
97,0.4541180657,-1.861444302,-0.2367704141,1.09024051,0.6238055631,2.469731298
98,0.3329952585,-0.4859859429,-0.6976227055,-1.173497297,1.815715595,1.297359347
99,0.7023425606,-1.969115922,0.7898358713,-0.7545726999,1.923916016,2.184380599
100,0.497355969,-1.209140818,0.2396053238,1.934929814,1.106884904,1.677798683
101,0.6928701694,-1.926939014,-0.6262425439,-0.7764901739,0.5466339587,2.493145616
102,0.3800525499,-1.897633126,-0.09208572527,1.561488952,0.6368014885,1.238991786
103,0.3415969891,-1.490018152,1.161806336,1.539380838,1.498610959,1.211439522
104,0.2910265936,-0.5501186375,-1.372660147,0.8902872466,0.6580691654,2.799974582
105,0.6287323072,-1.606251236,-0.1809780226,2.18045072,1.195637264,3.123269598
106,0.4886706402,-1.435761525,-0.8501583691,2.323069352,0.5385380808,2.443166454
107,0.3454703321,-1.020761281,-0.08993208997,0.07896258627,0.5364926436,1.757410752
108,0.4325055091,-1.209915762,-1.267129498,0.271091319,1.119240098,2.184954326
109,0.450931282,-1.528006249,-0.08845278787,-0.651369651,0.5817713099,2.70687234
110,0.5868381241,-1.417370034,-1.207667792,2.870810933,1.650491521,1.329566354
111,0.4313976798,-1.122805736,-0.4409197014,0.04483928157,2.156470646,2.330182347
112,0.5880500435,-2.072208643,-0.2852807807,1.250173098,1.370485379,1.900707402
113,0.4699135735,-0.9745259286,-1.234645786,1.415999226,2.121579682,2.223491782
114,0.361800407,-1.485225317,1.037243129,0.9698821354,1.374999467,0.6462034335
115,0.3443800268,-0.7027813585,-0.3265282849,1.557306315,1.168946619,3.180523291
116,0.4137343488,-1.684863072,-0.8134304539,1.917540816,0.4677232194,0.1585014223
117,0.5422516517,-1.249560584,-0.210706731,1.208060779,-0.3593815463,3.221323998
118,0.3906218148,-0.9394510161,1.254162139,-0.9311145824,0.3320062788,0.6746302156
119,0.4460663903,-1.063906723,0.9444394116,0.5766982646,0.5332168399,0.4507461068
120,0.482439539,-0.5529783912,-0.7367246922,1.727072794,1.323533799,2.111094722
121,0.3619937148,-1.367792118,0.4531195455,1.278951636,0.4816227905,2.449360126
122,0.4543089258,-0.8200533643,1.61815126,0.628394133,1.686944884,2.532595826
123,0.7118318045,-1.975693559,0.01372325176,1.327738962,1.935023778,1.123041147
124,0.6395632072,-1.22436076,-0.6207535021,0.6536881822,1.085632302,3.758668214
125,0.2605390222,-1.166111234,0.2242465188,0.2852992336,0.002001821184,1.854077734
126,0.3734192369,-1.587676892,-0.3352574427,1.98595962,2.327997236,0.7842692194
127,0.3768996955,-0.9151947774,1.162517694,0.9240114759,1.975829029,0.4582765796
128,0.3516170267,-1.34463866,-0.1098352961,1.647171264,0.25717102,2.190073107
129,0.6674113244,-1.85211251,-0.838081391,-0.3428538657,0.7539564902,3.01810706
130,0.7195830717,-1.153763656,1.000367764,-0.5809091917,2.987334228,1.427585426
131,0.3762363847,-1.391224843,0.7274389513,0.8182189729,2.026911342,3.682452781
132,0.4843897047,-0.9810995379,-0.313452218,1.128188947,0.5826999845,2.52987231
133,0.5473741092,-1.397891228,0.7149730841,0.5668634004,1.392731909,3.172711676
134,0.3206598427,-0.9304534428,0.6578379677,0.8216136727,0.8834423054,1.78683051
135,0.5227672477,-0.3656050301,-0.4706959465,2.467872638,2.246638514,2.145090369
136,0.4429318236,-1.154850425,-1.008690713,1.301797794,1.34667859,2.551948495
137,0.3211932105,-1.352331582,-0.2543368603,-0.3563493164,1.039751204,1.786792441
138,0.541849798,-1.113798775,1.958665606,-0.4531585308,1.84255743,2.798654363
139,0.6169975556,-1.898047248,-0.1203391581,0.9494491757,1.613624949,0.3873319219
140,0.626852053,-1.938667951,0.3645708439,0.06556634101,1.451271608,2.165799511
141,0.3769594176,-0.8674500101,1.212543327,-0.1819438839,1.329760102,2.561244805
142,0.6189989416,-1.662926097,0.425433711,-0.2244928805,0.1488494941,2.72066626
143,0.3437819589,-1.55811529,1.702651546,1.4895775,0.8413103123,0.5568075588
144,0.3668071062,-1.510149827,-0.6558939558,0.2523614912,2.227596927,2.198625481
145,0.4667001285,-1.150002852,1.05957947,1.481263079,2.232756682,1.496857186
146,0.5414078889,-0.8946908269,0.7937913885,-1.106030519,1.997805227,2.902701519
147,0.5224741492,-1.584781495,-0.5906412235,1.261482274,1.576050892,-0.128345561
148,0.3335061981,-1.213110929,0.3915488102,1.468285332,1.450460022,1.621375832
149,0.5105236043,-1.045908412,-0.1398900914,3.229770327,1.557102706,0.8790493085
150,0.5207484986,-1.516824937,1.168712204,-1.140721346,1.567776413,2.125794526
151,0.3421122858,-1.897800168,-0.1596192609,-0.7176117364,1.2768885,1.15156845
152,0.5590918547,-1.191616009,1.4717307,0.320552869,0.2360441753,3.371286691
153,0.4981712893,-0.7420463335,-0.4758921765,1.645398198,2.552252197,1.325071843
154,0.6180686757,-1.533043729,1.163044385,0.03753606551,2.29238629,2.076905437
155,0.4735672603,-1.290599286,1.319896268,-0.645982418,2.825056008,0.8300132294
156,0.4889934222,-0.7486205221,0.369335618,0.8319911313,0.5732471076,3.268885214
157,0.5351332013,-1.772008036,1.140738729,0.8024383936,-0.234848617,1.940038687
158,0.5153228563,-2.059368584,0.7097336918,2.13335705,1.637458058,1.881209471
159,0.5140558112,-0.6212213098,-0.3788532008,1.380077628,-0.430412604,3.573149743
160,0.2835390673,-1.515853846,0.03798781676,0.5104613758,2.659997343,2.568295044
161,0.2714201226,-1.102753924,0.2338305164,0.6058544835,-0.1908949064,1.543244565
162,0.4460932396,-1.039627587,0.6633358808,1.657558433,0.8419494353,0.5478839882
163,0.5292546165,-1.544726095,-1.478319753,-0.624677231,-0.1268902487,2.310302769
164,0.3900073503,-0.6923885874,0.3922691052,0.9470069452,2.183676377,1.122949976
165,0.3540952318,-0.8322124314,-0.1482601149,1.509127383,0.9939097153,1.972131125
166,0.4982975251,-0.5445483029,1.090111425,1.672308656,2.738726166,1.181699374
167,0.7041492841,-2.070326033,-0.5701145074,0.7703331546,1.509860384,2.181855803
168,0.6513118222,-1.275497424,-0.6405447038,2.154761302,0.3194575377,2.948556228
169,0.667088219,-2.124600281,-0.4540807949,1.312926376,2.118210734,1.679916253
170,0.3786138045,-0.9272146524,1.550493452,-0.8095765323,1.641521581,-0.1302977286
171,0.5030100878,-1.545922159,-0.02780228879,1.317687371,2.642772478,0.7516678055
172,0.5842615805,-1.845444966,-0.5565080349,2.082085724,1.477205591,1.282112561
173,0.4570613516,-1.843284564,1.199969505,-0.3017216654,1.634909779,1.446939214
174,0.1582932244,-0.7578747243,-1.490697772,0.8064478395,0.8533507391,0.8170140677
175,0.4443319543,-1.241630232,-1.263792171,1.292125728,2.360885936,1.142990818
176,0.5364764579,-1.357087525,-0.7548781283,0.6658747285,3.126671995,1.218971385
177,0.4035409253,-0.4101857774,0.8124854506,1.543085994,0.9293028479,3.560598488
178,0.3736644222,-1.089578696,1.021537489,-0.2222073435,1.563803859,1.378187022
179,0.5321040604,-1.715113337,0.4665916492,1.35050817,1.275686268,1.672723587
180,0.6072200851,-0.9102673929,1.280589204,1.234619228,0.6840954465,2.489525466
181,0.4410382242,-1.369892836,0.1554648715,2.303025805,0.2426807609,2.746218825
182,0.3633675083,-0.7506663795,0.1097635975,0.9258874646,0.03184711791,2.002968394
183,0.3328020993,-0.7059357212,0.985085153,-0.3020699999,0.04720930798,0.760577977
184,0.569186878,-1.274761212,1.189595647,1.770505286,1.230910343,1.2967955
185,0.2798239695,-0.1315492623,-0.5331670514,1.156547814,0.1500373411,1.559757356
186,0.6181603321,-1.257575768,0.6368892124,1.187361261,0.1862368398,2.643364261
187,0.5095148216,-1.406597735,-0.318893166,1.755883692,0.150750365,1.930654244
188,0.7095577308,-1.696193675,-0.9958754808,0.9544973196,2.390568206,1.7774958
189,0.5753638237,-0.94496848,0.4214015189,1.410324797,1.647695742,2.794219838
190,0.3632543297,-1.081544844,0.2364197571,0.7863429362,1.283414357,2.926457922
191,0.2730790558,-0.7569792361,1.309759076,-0.2874386216,0.6418035802,2.800309736
192,0.3763041305,-1.372370374,-0.1484595455,0.4641424283,1.71330816,0.8607737372
193,0.5076909868,-1.365599934,0.1637501643,0.1780192052,-0.3060889747,1.817909424
194,0.4355658202,-1.404256628,-0.6005161924,0.1763435601,0.6653881818,1.901146597
195,0.4783639349,-0.948592706,-0.6135290863,1.268008995,1.032905965,2.300515889
196,0.5812288119,-1.70104685,0.2589304326,0.1398502456,1.721110642,1.794468012
197,0.6467809483,-1.327512585,0.5367333369,-1.184720568,2.539983408,1.4618395
198,0.2283484214,-0.4667977554,1.221353115,1.131094778,2.651781809,1.93514955
199,0.6196373558,-1.408413195,-0.03406466183,1.734204517,0.9273977065,3.2780874
200,0.4489983218,-0.9937758456,-0.1792615491,0.981872444,1.416836291,0.5327803158
201,0.4727804514,-0.9526537352,2.331056208,-0.07391342657,2.23677384,2.549164991
202,0.6084475828,-2.108075688,-0.7299100744,0.9213641131,0.9162339102,1.803546139
203,0.5291781284,-1.974954036,-0.1306349086,0.9567002273,1.040803729,1.712402907
204,0.473791873,-0.8116428874,-0.4560770169,1.017944637,2.672435748,2.021624205
205,0.377848345,-0.5678774372,-0.2563934264,1.025343756,1.151947892,1.33944585
206,0.4371868849,-1.075865252,1.907044059,0.05214960388,1.544337517,2.692344855
207,0.4909218321,-1.202369118,0.4973638678,0.06683089238,1.30113672,2.191403435
208,0.4216827858,-1.00729429,0.6745071286,0.3009950794,0.940085446,-0.5193540953
209,0.4223209987,-1.040742795,-0.1141171563,-1.528695543,1.54597352,1.415458649
210,0.4788643765,-1.308988862,-0.5639514662,0.4548142314,1.395149323,2.691190352
211,0.4527983596,-1.372286492,1.539805551,0.6855432543,1.555323634,0.9606825897
212,0.531396338,-1.165851073,1.790184878,0.8337681826,1.327045611,3.019460027
213,0.4727667558,-0.5814777072,1.437214773,0.7304177759,0.5673315089,2.709899841
214,0.4439603614,-1.0108477,-0.4917854233,0.08031989771,2.951492042,2.622666762
215,0.4638712733,-1.067735837,-0.5035425339,-0.6661267424,2.762911472,1.101146923
216,0.5400184631,-1.073972166,-0.1358084655,0.0424406303,0.4147256893,2.340963048
217,0.8151774073,-1.403981337,0.7465336843,0.8384685688,0.1660876801,4.029198298
218,0.5628081544,-1.559360691,1.905930858,1.077861009,0.1773349035,1.632405405
219,0.4402395143,-1.280587448,0.2410776132,-0.9811399455,2.326552943,1.850696748
220,0.4470699351,-1.997472771,0.8310769904,1.127803609,0.7454448379,1.119030382
221,0.3128916629,-0.6024337933,-1.008658261,0.8513580075,1.398276602,0.6642737819
222,0.3977029191,-1.011537417,-0.3795087671,0.1134157206,1.277362212,1.492187721
223,0.4184351948,-0.7463735525,0.589850821,0.9246325412,1.075637986,3.279559092
224,0.5587250543,-1.699553338,-1.644904976,1.130225937,1.738485084,2.63379724
225,0.4007741657,-1.41618265,-0.8138677389,0.7536554435,0.3945797623,1.836125665
226,0.4361006095,-0.8880018677,1.145394634,2.300141729,2.225783842,2.032646788
227,0.3767907574,-1.499723929,0.5980236341,1.379331057,-0.1152719998,1.543058572
228,0.6450428467,-1.612964383,0.5282653404,1.278026901,0.9824267633,2.278642882
229,0.3380612356,-1.42467962,1.208000403,0.4331953883,2.353084208,1.299448141
230,0.4221638138,-0.9886374975,-0.6681049808,1.98012449,0.7060895117,1.126839536
231,0.4046436256,-1.257266862,0.8930904238,1.210915009,0.2565185352,2.214458811
232,0.4925248816,-1.335923519,0.597004896,-0.07723420539,0.1941941323,2.920173398
233,0.457462649,-0.306862975,-0.7981722887,1.911756191,0.354396013,2.750996033
234,0.2698473719,-1.471595652,1.676643509,0.2147688435,0.3233454668,1.412014224
235,0.3688526164,-0.5487895721,-1.17525431,0.05993951879,1.238301559,-0.1680660746
236,0.4991700949,-0.6546677372,0.1642483648,-0.8990829314,-0.107801216,2.901599269
237,0.483369937,-1.674350415,1.118957439,0.1766806222,2.072458226,1.329889415
238,0.5161402554,-1.118810815,0.2751897507,1.140576275,2.894198336,1.452314167
239,0.3664863733,-0.856288862,-0.9455241154,0.08260594099,1.933809275,1.951916183
240,0.5889112573,-1.851779227,1.035886159,1.249836487,1.282120576,2.124950268
241,0.5050873566,-1.666632105,1.681061753,-0.8667436051,0.76984603,2.089808173
242,0.3604712048,-0.2451395624,-0.5064041109,0.07186325168,0.2081676373,1.600179573
243,0.5220561031,-1.253054294,-1.505661668,-0.5805849697,1.195763637,2.118307197
244,0.4797309717,-1.080323524,0.3367342418,0.8808793175,2.555309539,1.226297247
245,0.4409268785,-1.441421949,0.499066376,1.661827132,0.6622246003,1.820750718
246,0.6148203938,-2.009485857,0.8236142202,0.6048068835,0.4046716512,1.347945889
247,0.242860114,-0.2329720092,1.311213714,1.015580266,0.3397551788,1.054650576
248,0.274129221,-1.470623856,-1.015719574,0.4567384063,1.770683342,1.228555272
249,0.4501601847,-1.568012827,0.1769365368,-0.2804945764,-0.509238851,1.386982702
250,0.4649011614,-1.577766931,0.7797048797,1.872748744,1.531196988,1.536256243
251,0.4322306776,-1.338321536,0.9287446651,0.3345736007,0.3701560084,3.065475009
252,0.2642141136,-1.337439672,-1.442553815,0.818695088,0.7809347636,1.330140372
253,0.5672979656,-1.819712665,-0.6056053807,0.5801285012,2.37388269,1.556382534
254,0.4610755855,-1.601912558,1.562964768,-0.8283719108,1.818241037,0.9050334662
255,0.4301123445,-1.700675642,-0.9106654353,0.3237404167,1.877240521,1.285189692
256,0.5108747532,-1.156797701,-1.037488851,0.3394781188,0.9912138571,2.494601194
257,0.3757719011,-0.6921522381,-0.3191947059,0.7966830561,1.270000943,1.805788243
258,0.4682892919,-0.9366940882,-0.7263630338,1.930711428,1.85138592,0.5935278338
259,0.5071386562,-1.632052661,-0.209373067,0.4322171093,0.7578012644,3.18062335
260,0.6751741671,-1.199711881,2.699666201,-1.153990253,1.135542816,1.798316381
261,0.5202737287,-0.6178367319,2.649660693,0.1845446736,0.2423627049,2.602362125
262,0.4310306644,-1.425828274,-1.265980011,2.347018587,0.1585582004,0.4445099829
263,0.2706193183,-1.421241607,-0.07726252789,0.2610668507,-0.5136158724,-0.670167637
264,0.7272492326,-0.9246359035,0.5258649723,0.7458967796,0.1149470464,3.912392468
265,0.4291631635,-1.514808579,2.226150269,0.5621343988,0.9324899178,1.649476772
266,0.4752450528,-1.364134935,-0.3917815922,-0.05811128678,1.877810444,1.53591596
267,0.3025275851,-0.8127888598,-0.0946964719,-0.45794696,-0.5918169055,2.227649938
268,0.3318458794,-1.111111684,-0.8117952379,0.9086553368,2.720726455,1.865430102
269,0.5810891244,-1.382605916,0.7197260453,0.1081197147,2.491199495,-0.4488082467
270,0.5181977609,-1.228744276,-0.674764342,0.1417814637,2.019749089,1.242035201
271,0.2831962013,-0.7804418451,0.273709926,-0.5011621313,1.335136377,1.464910741
272,0.4031738247,-0.9856423123,0.4127220545,0.655274581,0.9690199992,2.469472038
273,0.6621490876,-1.380927555,-0.3437013077,0.4881546697,1.011897943,3.606047581
274,0.4440322831,-0.8387127884,-0.0115226089,0.7598039475,2.100546259,0.6054989984
275,0.3700471065,-0.4790428932,-0.7036279321,0.2153496467,0.8524022652,3.065062712
276,0.4117619232,-1.22697634,-0.5333796135,1.058895287,1.576359347,2.542293353
277,0.4762930323,-0.8917723943,-0.02726035383,0.9115226877,2.564788757,0.2846752372
278,0.4467149934,-2.015297829,-0.08973279573,1.544069556,0.2103685775,3.219760912
279,0.5394498056,-1.786974526,0.568611756,-0.9394658648,0.9819511697,1.487915048
280,0.6316684459,-1.32004768,0.2997492456,2.149321682,1.137532592,3.032024274
281,0.4888719868,-1.948521078,0.9582918025,0.4312914652,1.232018646,1.267740859
282,0.4655010321,-0.7584752998,-1.55423778,1.452944375,1.571511438,2.39895264
283,0.5241278614,-1.348084342,-0.2823208568,1.213819103,1.607578858,2.34576073
284,0.4886911315,-1.268980716,-0.06402431688,1.090118634,0.5342811354,1.930348998
285,0.5471068574,-1.141949656,-1.667889637,2.395413231,0.4034670064,2.096680575
286,0.5804364991,-1.187316492,1.005689859,-0.2082006043,3.059022254,0.9759436334
287,0.5288509556,-0.2345185912,1.307400217,-1.045984117,0.1780458689,2.740817505
288,0.425980632,-0.9472847292,-0.2711958623,0.5899474889,0.7376250092,2.473195191
289,0.3744185442,-1.772199177,-0.281149748,0.1216000695,2.085514088,0.4868747861
290,0.6485936914,-1.551027038,0.4644450501,1.918582701,1.236646088,0.8618527631
291,0.5542602294,-1.645461822,0.03276633337,0.4039212347,0.621596175,2.971522141
292,0.6779236885,-1.388677072,-0.3887871907,1.408755122,0.4554568846,3.232371634
293,0.3745008211,-0.8309939663,-0.0007624731548,1.537847397,0.4005235701,2.65943424
294,0.4068344599,-1.284371257,-0.8833470077,2.985024659,2.292783026,1.26697226
295,0.341247385,-0.6362350305,1.302845558,1.463822751,1.839778384,0.9221870812
296,0.4026331705,-1.684965727,1.982856595,0.4595442341,2.090805947,0.3814072902
297,0.5703101225,-1.381082627,-1.004803481,0.3366255724,-0.1888333521,2.335742504
298,0.5705367911,-2.051734215,0.01406553317,0.9563939853,2.015778974,1.456006285
299,0.6756162683,-1.465669734,-0.06112706732,1.630915311,3.323793555,0.2674414417
300,0.4083392138,-1.684986889,0.6800446306,0.4758354028,1.542667212,2.398105002
301,0.3575788868,-1.228347294,-1.132006646,-0.3239750575,2.355537343,2.112205269
302,0.4440680078,-1.52300763,0.4601465344,0.4678207861,1.139069216,1.81233973
303,0.3408541951,-0.9234732364,-1.649375746,-0.9613548264,1.11470371,2.553840625
304,0.3893297755,-1.667717739,1.858347669,2.565232593,1.009262311,1.650547049
305,0.5909433088,-1.8682132,1.388156118,-0.2630170547,2.141568392,1.41644158
306,0.5051831199,-1.438033593,-0.9904414377,1.141925504,1.102948151,2.064472477
307,0.7409183095,-1.607749016,-1.123995466,1.812306043,2.202550406,1.54206576
308,0.5332190771,-2.162380297,1.438642036,-0.5382956812,0.796089496,2.322392003
309,0.5474485579,-0.9395733817,-1.62292466,1.154350043,2.015162177,1.10740153
310,0.3944761096,-0.9098722742,0.9015165006,1.448863353,0.141554839,1.821003733
311,0.537813767,-1.144470646,-1.419900145,1.082612479,1.123389177,3.703357334
312,0.4609644888,-0.5656380123,2.340328643,0.4454130735,0.1688974151,3.223258537
313,0.3948992493,-1.702608777,0.1174929266,-0.4206271028,1.414189021,2.257333239
314,0.4347633735,-0.6918256914,0.7232720098,-0.1854244894,2.168619678,0.4170002843
315,0.3583657651,-1.18391904,-0.03154044904,0.4710989585,1.045873154,-0.1451524889
316,0.6688549689,-1.726155211,0.6081843465,0.330642937,2.826458032,1.448191959
317,0.4823802716,-0.7475293521,-0.9696360927,0.5390625677,1.448464392,2.600047385
318,0.4060394775,-0.6547524175,0.04153735074,0.4398086002,2.222523219,0.05287504747
319,0.6617718622,-1.652508352,-0.4048354995,-0.1640482738,1.703116582,2.352180682
320,0.4580067688,-1.491053625,0.8710210597,-0.001404583673,0.571263974,0.8345781576
321,0.4990654121,-1.792324357,0.9511174805,1.66807105,1.857987686,2.033498606
322,0.3309610043,-0.9977988088,0.3913772908,0.1701446858,2.619279048,-0.132454042
323,0.5378348804,-1.357328075,0.5236235873,-0.2994800141,1.439018224,0.8699099409
324,0.5614299431,-0.4434274069,-0.8728273354,3.378351509,1.516811513,2.437947457
325,0.4391881548,-1.101444951,-0.5238766043,-0.1463394661,0.9131844271,2.29912916
326,0.6507668899,-1.405416504,0.9592931134,-0.5243261395,2.930626084,0.02890746748
