iteration	ASC1	ASC1xBTime	ASC1xBCost	BTime	BTimexBCost	BCost
128	0.096301096	-0.005919556	0.07176689	-0.001700004	0.032238683	0.159641935
129	0.094138115	-0.006154526	0.076524443	-0.007143191	0.041449154	0.169058347
130	0.100037983	-0.009612667	0.077427307	-0.009904477	0.041468968	0.181991155
131	0.101672779	-0.010580391	0.072457917	-0.010727921	0.037929206	0.174539404
132	0.102747507	-0.009560503	0.075503261	-0.015872779	0.040870733	0.187787136
133	0.097858131	-0.013369875	0.0728062	-0.016588823	0.046308885	0.183227707
134	0.098755389	-0.012749731	0.079781169	-0.013327831	0.042636449	0.162266087
135	0.109261465	-0.011832968	0.075905952	-0.010605661	0.040924685	0.165206308
136	0.120956613	-0.020521383	0.081424366	-0.021771347	0.043577946	0.162962441
137	0.109766121	-0.014863013	0.079924883	-0.013440116	0.040224429	0.174548612
138	0.109451206	-0.020009682	0.079721174	-0.013856733	0.040390868	0.181906488
139	0.109973082	-0.013669368	0.074484472	-0.003365071	0.038623487	0.177396029
140	0.120392859	-0.015777745	0.07296996	-0.013563296	0.04372782	0.173003134
141	0.116774478	-0.018999877	0.080599854	-0.017335506	0.054802326	0.180454387
142	0.111565021	-0.015895845	0.080232348	-0.011131194	0.046243385	0.164852582
143	0.124632638	-0.02163931	0.078936357	-0.016280926	0.05007478	0.17177676
144	0.115817669	-0.02246412	0.086188824	-0.005863394	0.049939952	0.165655169
145	0.116919055	-0.016863139	0.074982029	-0.008952149	0.041391431	0.154331113
146	0.109285496	-0.013378344	0.084546959	-0.004809175	0.045243895	0.153901693
147	0.105671928	-0.017560689	0.085111009	-0.003909123	0.04900185	0.16572945
148	0.115115781	-0.019450178	0.084718113	-0.000755821	0.040659376	0.151504015
149	0.115382923	-0.018027288	0.077073745	-0.005496472	0.045740096	0.155887292
150	0.107598726	-0.018826146	0.077807189	0.000506978	0.041176699	0.154643727
151	0.110159735	-0.022358973	0.081097783	-0.007599986	0.044400321	0.15752605
152	0.116603099	-0.024564363	0.075881709	-0.005012914	0.037940211	0.168897508
153	0.114873363	-0.022313218	0.074422115	-0.005151563	0.039701578	0.152662023
154	0.11927932	-0.03399176	0.084074935	-0.004176704	0.041422196	0.153435846
155	0.121989082	-0.028347633	0.081547556	-0.000374433	0.045844737	0.16277209
156	0.119111403	-0.027949139	0.079691997	-0.01141159	0.048687788	0.157970378
157	0.127967799	-0.026984432	0.076295435	0.005251507	0.042434629	0.169603006
158	0.123632288	-0.030126911	0.07811938	-0.005676011	0.049257336	0.175951551
159	0.115627334	-0.023114472	0.072612388	-0.0046448	0.043760669	0.158834087
160	0.125899226	-0.022657447	0.075848603	0.006770636	0.040389491	0.159954151
161	0.123511265	-0.018572875	0.070680793	0.008871374	0.04075456	0.155461066
162	0.12587974	-0.020337443	0.07678959	0.00897707	0.046080074	0.170036715
163	0.118947013	-0.0228975	0.07872913	0.008207671	0.045324382	0.16682114
164	0.112105623	-0.01921428	0.082904881	0.00914519	0.047214438	0.16973288
165	0.117373004	-0.01718399	0.076648546	0.007898625	0.042158665	0.156610694
166	0.114473552	-0.01614986	0.084366685	0.003328491	0.045100741	0.154552772
167	0.11821316	-0.01352966	0.0773657	0.014701906	0.040254991	0.148468251
168	0.118286147	-0.017202189	0.071054391	0.0110484	0.042375601	0.148001042
169	0.111699624	-0.010410956	0.068030754	0.015930537	0.041686576	0.154737529
170	0.112522613	-0.013392224	0.076311492	0.008398035	0.042752911	0.147949022
171	0.113294672	-0.011424847	0.072127897	0.021142065	0.032261692	0.154513852
172	0.11812922	-0.019136725	0.077567284	0.015243918	0.033587776	0.146330715
173	0.117520561	-0.016481416	0.078488798	0.015085544	0.036062501	0.149581504
174	0.122927026	-0.016047568	0.071714346	0.011263009	0.036274928	0.14577306
175	0.11132206	-0.011980793	0.072513603	0.013435822	0.035474485	0.138629087
176	0.121811101	-0.02045559	0.074918761	0.01374583	0.039071778	0.149228546
177	0.115094799	-0.015613339	0.072033732	0.015756945	0.038830258	0.149608136
178	0.124989772	-0.01830193	0.070338774	0.006161223	0.039838274	0.156301817
179	0.113180155	-0.01232157	0.067547005	0.007302418	0.039256834	0.156204374
180	0.123568387	-0.01221959	0.071979925	0.011818422	0.040808821	0.150675335
181	0.103614239	-0.01004527	0.071260386	0.001547941	0.041772847	0.148847188
182	0.11250062	-0.01246485	0.068882595	0.011723756	0.038490832	0.148994229
183	0.1097453	-0.01522428	0.071054182	0.00677026	0.039769112	0.145457978
184	0.110281784	-0.0172444	0.07396792	0.003435863	0.041661949	0.141805968
185	0.104613807	-0.018105999	0.075299647	0.003231794	0.04411149	0.148309661
186	0.110172048	-0.012820905	0.073516994	0.012022835	0.038692526	0.141180945
187	0.099199706	-0.011427064	0.073613233	0.009568035	0.043558104	0.141247227
188	0.100963095	-0.012991408	0.070073624	0.005299052	0.038736473	0.134409119
189	0.096835431	-0.01149128	0.070839412	0.002023812	0.045414647	0.14876808
190	0.103450311	-0.015499326	0.07343869	-0.004115397	0.041947773	0.138328003
191	0.101980375	-0.011360418	0.075415359	-0.00072311	0.046366013	0.145001037
192	0.102692932	-0.015287454	0.072907219	0.008683739	0.039329229	0.143360062
193	0.101717281	-0.009383692	0.074572601	0.00390254	0.044304822	0.139864596
194	0.097938485	-0.013523491	0.074587497	0.006224757	0.038733064	0.133207378
195	0.096671952	-0.011691632	0.069844167	0.004508947	0.03290236	0.133795838
196	0.09537486	-0.015612397	0.076945267	0.005283778	0.034900974	0.127266718
197	0.095929478	-0.011598028	0.070097103	0.005781986	0.033108948	0.126824584
198	0.096330205	-0.016535686	0.073329526	0.002960456	0.036328346	0.136017434
199	0.088186307	-0.011158205	0.074063693	-0.000787827	0.037970292	0.134815023
200	0.096560137	-0.012614331	0.075859383	-0.001440454	0.032319596	0.125455924
201	0.105383617	-0.015134309	0.072781325	-0.004558693	0.033556277	0.138079768
202	0.104790688	-0.00890556	0.066477802	-0.002193764	0.030002507	0.130159324
203	0.100216035	-0.013156089	0.073218668	-0.002191992	0.029074725	0.139750622
204	0.100454139	-0.015762555	0.073547108	-0.003013851	0.032343856	0.151484068
205	0.104176506	-0.018293183	0.074649915	0.003836267	0.031186748	0.13933755
206	0.101355091	-0.017290077	0.070274141	-0.005115573	0.036507918	0.13029928
207	0.101064647	-0.01707765	0.072215186	-0.014752567	0.03531162	0.142120326
208	0.097585733	-0.019804431	0.075457483	-0.021084428	0.042909358	0.154897483
209	0.108481169	-0.021199329	0.08146597	-0.014544534	0.04480266	0.151317522
210	0.105768289	-0.016022031	0.080181946	-0.006804647	0.041517787	0.143695196
211	0.094739475	-0.01662642	0.079947571	-0.006356747	0.04377104	0.1546832
212	0.094300909	-0.022681268	0.073099965	-0.012368617	0.039253693	0.158003603
213	0.108261743	-0.020632251	0.073216814	-0.01429899	0.040406865	0.157258023
214	0.100227065	-0.021940714	0.07537739	-0.006489635	0.039384825	0.154156688
215	0.105673612	-0.023360774	0.079512111	-0.008654041	0.038985835	0.150698757
216	0.116393756	-0.020271213	0.074363634	-0.009382218	0.033872334	0.145551566
217	0.102654983	-0.014655022	0.071175309	-0.004339606	0.033313026	0.156685935
218	0.111498128	-0.02276798	0.073897895	-0.009684309	0.03457228	0.152518419
219	0.113861197	-0.02204369	0.07467704	-0.008699666	0.031205232	0.157187646
220	0.107628199	-0.020571583	0.075466904	-0.009634316	0.029863348	0.146227641
221	0.103416025	-0.0188907	0.069203005	-0.007434872	0.028347613	0.143134233
222	0.100218495	-0.018834262	0.073832582	-0.016000493	0.035084	0.143055721
223	0.104170917	-0.024663968	0.073484271	-0.01458934	0.033718378	0.148963795
224	0.098061561	-0.023614071	0.073618617	-0.011709285	0.041307845	0.146188637
225	0.105261779	-0.023223833	0.072553542	-0.01073679	0.039607498	0.157693701
226	0.105510303	-0.02806914	0.074158985	-0.011020407	0.035001259	0.143035093
227	0.100432013	-0.026324208	0.070564975	-0.003647868	0.037557818	0.143752818
228	0.099641217	-0.022263975	0.071058417	-0.007882465	0.043218615	0.148355115
229	0.102071027	-0.023901779	0.068391441	-0.013134649	0.032999819	0.150275565
230	0.094969965	-0.02024159	0.071118615	-0.008204995	0.041152311	0.15912487
231	0.094902659	-0.022539105	0.069632084	-0.014326636	0.037574887	0.15905613
232	0.095476346	-0.024154844	0.074410214	-0.009086896	0.038895681	0.163380585
233	0.097034342	-0.0165536	0.071525903	-0.001658788	0.040658417	0.155418634
234	0.093699473	-0.026958733	0.079493017	-0.012054889	0.043775962	0.148227404
235	0.096539816	-0.024747338	0.077022045	-0.00584067	0.039265038	0.140167419
236	0.093745545	-0.025330212	0.083597961	-0.01059846	0.04704968	0.142831876
237	0.100966145	-0.023176176	0.080360502	-0.005161015	0.045254581	0.150030463
238	0.102148722	-0.024868341	0.088306352	-0.006168429	0.051951258	0.167517257
239	0.097272274	-0.025288855	0.080234659	-0.01483638	0.045902609	0.157446037
240	0.095875874	-0.021965702	0.072440196	-0.013677836	0.039950159	0.144621066
241	0.08856282	-0.021158073	0.078395263	-0.008840499	0.047381059	0.145622302
242	0.102440264	-0.030623414	0.091962237	-0.015806894	0.050529426	0.153916189
243	0.1043328	-0.028823886	0.087544872	-0.014214584	0.046934053	0.141558024
244	0.089709698	-0.018920354	0.091255535	-0.012523257	0.051369061	0.149679268
245	0.091613085	-0.018575912	0.085408524	-0.011689887	0.043658815	0.153269629
246	0.101896542	-0.019326901	0.085555685	-0.001794914	0.049335513	0.152705078
247	0.095022607	-0.02211767	0.085613547	-0.013378416	0.05230309	0.150972855
248	0.095854409	-0.020814452	0.084120512	-0.011044381	0.050486004	0.157851202
249	0.094672936	-0.024438262	0.086010898	-0.011905665	0.050433189	0.155358121
250	0.088996619	-0.021584975	0.086547374	-0.002769246	0.055334966	0.159446443
251	0.08639441	-0.015179971	0.079239154	-0.000239583	0.046546945	0.150389535
252	0.089441671	-0.021146261	0.08139911	-0.006827113	0.04950949	0.153072195
253	0.085771029	-0.015842558	0.086491372	-0.004369654	0.062928336	0.169182664
254	0.099256513	-0.020756283	0.08502486	-0.001773594	0.055957978	0.164926336
255	0.091736832	-0.013088275	0.080151036	0.003002756	0.050427401	0.151113222
256	0.090227611	-0.013873714	0.078088224	0.003405603	0.05229833	0.162984433
257	0.094085758	-0.022399059	0.084665989	-0.005673868	0.056687307	0.159377024
258	0.08857859	-0.01692069	0.081102612	0.004015466	0.055547384	0.156051974
259	0.093978673	-0.020341725	0.083840175	0.001737999	0.056008357	0.156449528
260	0.092974911	-0.022702609	0.083271945	-0.000181428	0.058158243	0.158400497
261	0.091481407	-0.019439106	0.085262159	0.001049852	0.055286534	0.158832114
262	0.094915116	-0.018200876	0.07720179	-0.001404159	0.052661396	0.151782639
263	0.094794849	-0.014984425	0.089336054	-0.003256655	0.056884687	0.155805745
264	0.089048913	-0.020452993	0.083901212	0.001591577	0.051796001	0.150080664
265	0.09638462	-0.020040474	0.08922425	-0.003744633	0.060471084	0.149952217
266	0.08937868	-0.017810804	0.08002953	0.003087672	0.056442934	0.15779452
267	0.094519543	-0.016669869	0.082051236	0.006033749	0.054785537	0.159226544
268	0.097465296	-0.016115954	0.078889063	0.005970011	0.056838766	0.162791808
269	0.090401611	-0.016969237	0.080021027	0.002716885	0.049623064	0.163073177
270	0.093018046	-0.013952253	0.08017774	0.010894633	0.055230399	0.153822356
271	0.096275289	-0.018241015	0.078967159	0.00739162	0.048200162	0.154057805
272	0.100900141	-0.017526646	0.078983074	0.007326097	0.044535626	0.143846778
273	0.096420381	-0.014253622	0.074094966	0.005006079	0.050539057	0.152426093
274	0.091225233	-0.018802053	0.077810894	0.000103784	0.05270744	0.152633797
275	0.095827835	-0.018446337	0.076285673	0.001010683	0.049484963	0.155272563
276	0.091875332	-0.02098663	0.0760508	-0.00516565	0.052899687	0.16079496
277	0.0994401	-0.023374249	0.07677352	0.000784466	0.053387732	0.164933018
278	0.090267456	-0.019081389	0.07437083	0.003375952	0.050819067	0.157214937
279	0.107332612	-0.023935776	0.078607776	-0.009997088	0.055637581	0.157387958
280	0.093841674	-0.016542114	0.076939187	0.000491034	0.050902499	0.159723201
281	0.089831401	-0.016776395	0.078372817	-0.001405808	0.050916777	0.153504149
282	0.086258022	-0.01704041	0.073187283	-0.001540176	0.045671535	0.144058757
283	0.087941492	-0.018851281	0.07588669	0.001403521	0.051508375	0.16395784
284	0.08828174	-0.013651029	0.074831841	0.002330981	0.051384122	0.161778002
285	0.092792257	-0.019161404	0.085545583	2.86E-05	0.057748686	0.162357678
286	0.093944469	-0.012531107	0.074582972	-0.002505076	0.046306892	0.15746865
287	0.091217515	-0.011389779	0.07726761	0.003802552	0.047253963	0.156548111
288	0.094090878	-0.013832744	0.075896571	0.002671285	0.044884976	0.15208769
289	0.090223377	-0.011503991	0.082267133	0.004974283	0.048886652	0.159577875
290	0.093047171	-0.012857598	0.084614304	0.001456459	0.050302277	0.165182328
291	0.10223507	-0.016887992	0.087589825	-0.00157992	0.050236914	0.14971288
292	0.094385128	-0.015639104	0.090515185	-0.002710489	0.056436788	0.155333575
293	0.09806525	-0.017760342	0.089866257	-0.000504209	0.061315113	0.163912949
294	0.099206871	-0.018546111	0.086381523	0.002627747	0.055551788	0.154869387
295	0.108859737	-0.020576947	0.083273362	0.008865444	0.053325523	0.165810143
296	0.109361488	-0.023080782	0.089577593	-0.003729795	0.053729256	0.156223625
297	0.102034887	-0.015660074	0.082383284	0.000228085	0.047905024	0.159862688
298	0.101059258	-0.01692511	0.088024065	0.002933049	0.066194774	0.168997889
299	0.089394372	-0.015689395	0.085156394	0.002946054	0.053347366	0.152585641
300	0.096429896	-0.01848664	0.083681752	-0.002690412	0.053016283	0.147904882
301	0.099238785	-0.017239411	0.084278485	0.00505152	0.052997904	0.145571174
302	0.101248824	-0.026199878	0.087656355	-0.005518435	0.052014092	0.147393921
303	0.101288251	-0.021435309	0.088933385	-0.006392775	0.06365911	0.157824273
304	0.101055138	-0.019668941	0.094426078	-0.005548273	0.061166157	0.150928942
305	0.102956004	-0.019888135	0.088318363	-0.007921628	0.061117807	0.153754931
306	0.10294172	-0.018393424	0.091985406	-0.00658565	0.063890849	0.156257384
307	0.100586031	-0.02495749	0.095992988	-0.013246571	0.071976225	0.162703191
308	0.093895722	-0.016133161	0.0853949	-0.004463875	0.0646762	0.163164469
309	0.099785684	-0.016491852	0.087852402	-0.007852045	0.066710953	0.160228931
310	0.098924303	-0.019963189	0.089588607	-0.010951472	0.069679182	0.166265278
311	0.10124329	-0.0201554	0.092595369	-0.007862	0.072798988	0.174024487
312	0.099475224	-0.019291298	0.089548025	-0.004532367	0.064746167	0.160752596
313	0.099499549	-0.024014817	0.089226331	-0.010084884	0.069458955	0.174183579
314	0.08753681	-0.017133807	0.087883627	-0.003274856	0.07095962	0.174921275
315	0.100532244	-0.020673702	0.080107403	-0.002752638	0.061542212	0.158788906
316	0.096107026	-0.023244829	0.088993867	-0.01388611	0.070855176	0.173053707
317	0.101020486	-0.020185999	0.083209387	-0.003068725	0.064660379	0.15678994
318	0.094282441	-0.014247705	0.083661808	0.001680508	0.070366319	0.169298959
319	0.098710541	-0.015767161	0.082861571	-0.000148104	0.06459221	0.158226329
320	0.100434187	-0.016760729	0.07766245	0.004213711	0.061547059	0.15858577
321	0.104728468	-0.018752111	0.079525708	-0.005550004	0.061904744	0.160927499
322	0.100794	-0.020179914	0.082841187	-0.007102137	0.066371358	0.159187272
323	0.106677334	-0.016886649	0.080748002	-0.004811491	0.068715723	0.167336533
324	0.099299678	-0.020085914	0.079162702	-0.005657331	0.061526696	0.158038184
325	0.104151191	-0.022132581	0.075769538	-0.004237575	0.061975564	0.154884064
326	0.114534262	-0.027854726	0.08023738	-0.015508876	0.061697948	0.149685058
327	0.108885836	-0.020773617	0.084163938	-0.001456551	0.064029038	0.149014952
328	0.10128344	-0.026606546	0.090157431	-0.009898177	0.071050937	0.159710199
329	0.106277475	-0.024152809	0.092591368	-0.012309216	0.070456519	0.156919153
330	0.109176491	-0.021849085	0.08067058	-0.006563276	0.056385805	0.154084172
331	0.103939897	-0.025808983	0.086535637	-0.016100327	0.065179549	0.162201221
332	0.110620794	-0.019726702	0.077806141	-0.008901897	0.054328837	0.142135757
333	0.099683711	-0.015047068	0.068321499	0.001615091	0.051072737	0.143355251
334	0.100841414	-0.018940278	0.073954791	-0.005433181	0.054643621	0.146977954
335	0.104103438	-0.015477889	0.068055737	-0.000602181	0.051359892	0.149896465
336	0.0970581	-0.014890756	0.071660188	0.002689984	0.05904958	0.167335272
337	0.099655034	-0.0194166	0.073460168	-0.000751066	0.058868625	0.160007344
338	0.09725637	-0.016955682	0.073455221	-0.000828319	0.056768518	0.167511467
339	0.099631901	-0.021031785	0.071085224	-0.002931389	0.051533669	0.164709273
340	0.094741423	-0.01184576	0.072062562	0.008295376	0.047749513	0.147889564
341	0.097890985	-0.023510478	0.080774308	0.005294476	0.048881598	0.155241445
342	0.097029672	-0.017965892	0.075367463	0.008696112	0.049668621	0.154398758
343	0.089007989	-0.01074269	0.072862572	0.007834785	0.048590431	0.161184915
344	0.088001646	-0.013072407	0.073585103	0.009259918	0.054778481	0.162057981
345	0.096373434	-0.011687886	0.074980315	0.019961044	0.05991184	0.186128192
346	0.08495086	-0.013280052	0.081461622	0.006678906	0.058628901	0.16435559
347	0.091058929	-0.009661531	0.082240611	0.008409122	0.062756508	0.164663717
348	0.092555462	-0.020565229	0.082898352	0.002227789	0.061615236	0.183090559
349	0.096301821	-0.013234607	0.087511999	0.008972269	0.067568001	0.178111169
350	0.095128328	-0.01626826	0.085184095	0.005973433	0.063331452	0.172832167
351	0.095558266	-0.016028024	0.081650465	0.007193909	0.057110907	0.164179731
352	0.097385298	-0.022750006	0.079257593	-0.000601952	0.054876699	0.167193274
