"Respondent","RLH","price","brand2","brand3","ff2","ff3","feat2","feat3"
20,0.3337276479,-1.638296333,0.1966987175,-2.00709781,-0.9691074724,-0.9937048777,0.9674640437,1.0901624
21,0.4681392194,-1.431932628,1.561585336,-1.230440748,-0.02443741952,1.232390822,0.9362971561,3.567274707
22,0.4513374458,-1.536494026,0.561305402,0.8632652061,0.1551409222,1.308072372,0.9429561477,3.166598966
23,0.5212012306,-1.77094279,-1.334046965,0.2618986887,-0.7461835683,1.992024602,0.6930694921,1.585539991
24,0.8011202928,-1.69735556,2.773480875,-1.861760249,1.204037172,-1.074925097,1.240618109,2.347643822
25,0.4875406498,-1.829874677,-0.3768099901,-1.06599586,1.1198158,1.611345781,2.237788862,2.078825098
26,0.6048565006,-0.9157289764,1.509611747,-3.142132824,-0.1916379883,1.182642019,0.7228675056,3.487926437
27,0.3307246236,-1.28012358,2.141283098,-0.2973411653,1.359169718,-0.9693976742,1.64230046,1.942187318
28,0.5347806249,-0.9888669348,0.414123122,0.4201374187,0.7676075767,0.3021221416,0.508194169,4.287745273
29,0.4748322262,-1.314018027,1.961799761,-1.419748847,-0.9954087553,2.763966815,1.806577429,1.987031409
30,0.4894419988,-0.8528943745,1.785620696,-0.2962578798,2.362630314,1.643301358,0.228299223,2.968771304
31,0.4140088214,-1.428878178,1.579230671,-0.4485668413,2.028819164,1.222766575,0.4271603408,2.875783248
32,0.3961652697,-1.239750386,1.093122222,-0.7404067621,0.1037078972,2.615242625,1.471040734,2.65694975
33,0.5016888068,-1.56514604,1.509895417,-1.420427727,0.1748621542,2.386451946,2.25089705,-0.04420686593
34,0.4276995044,-0.6294471931,2.541300191,-1.801476584,-0.3234804944,1.294000347,1.119418714,2.042520245
35,0.5347550888,-1.62353789,0.5195229096,-2.59145213,1.015013956,1.043678045,2.461491296,1.193023508
36,0.7078148208,-0.7359186171,2.759544062,-1.062255641,-0.7116845803,-0.4842041637,0.4563570144,3.461934711
37,0.711730908,-1.390783324,2.835277792,-1.717064999,-0.9099936951,1.002721893,0.852099478,3.164104362
38,0.7291977136,-1.406205869,1.26811053,-1.406100443,-1.688907529,0.7644796666,0.6769555988,3.852867723
39,0.286378565,-0.6803033534,0.3720862571,-1.640260333,0.05937438214,0.1065596572,2.150958086,2.829444577
40,0.5351520265,-1.252585314,2.64494727,-2.23687705,-0.8635966901,0.5538565948,0.7673316258,2.201302607
41,0.4770180176,-1.92473512,-0.594178552,-1.535311325,-0.94318703,1.129681767,1.774624545,1.487224136
42,0.6538195664,-2.130111365,1.052052943,-0.64859006,-0.393435798,1.137893847,0.5312503393,3.330669615
43,0.4470822124,-1.096125584,2.629598573,-1.095730617,-1.95356347,1.138603765,2.118741404,1.409186785
44,0.3524264433,-1.596774332,0.7730840917,0.8965346561,0.6482022141,-0.08747661387,1.032031077,2.189506201
45,0.7764178896,-1.92544735,0.8669301322,-0.7913043029,0.2373152091,1.435500396,0.5285921677,3.963373948
46,0.6913735851,-1.904816655,1.701777507,-1.795784051,-0.6861044271,2.081975809,2.651821128,1.638135229
47,0.6113209342,-1.441037072,0.4818489355,-2.268011475,-0.4421443076,1.756198347,1.26579963,3.575774336
48,0.3915267977,-0.9752653203,1.678339712,0.09034404508,-2.149626034,0.2213914274,2.087282198,2.012752002
49,0.5764479537,-1.59772832,2.718621002,-2.304888083,-0.4772930042,-0.251540616,1.988843074,2.093439174
50,0.6204656041,-0.4819794443,-0.9243405971,0.5145730888,-1.394157533,2.422871507,0.562983768,2.608338899
51,0.6395872624,-1.355375861,-0.8223148777,-0.2002976208,-0.3734822122,2.766185969,0.2105744498,3.648149519
52,0.5687765148,-2.297294554,1.069043622,-0.04161002696,0.9901115828,0.4955212418,2.083041466,1.694612074
53,0.6904945663,-1.188562243,2.019095054,-0.9634724738,-1.08611478,3.254065419,1.64834659,0.9306564642
54,0.5184801555,-1.400101701,0.4001920924,-1.07531495,-0.565003227,1.59739249,3.298633172,1.564530508
55,0.7307052642,-1.535943703,0.7781634043,-2.410185822,-0.1325716373,0.9376339088,0.2416689567,3.641482927
56,0.6316586765,-2.440601648,0.3985481361,-1.028901587,0.01352943187,0.6741290933,1.93842947,2.752505065
57,0.5900000486,-1.576822913,0.3814187063,-2.514198538,0.4974913743,-0.2705888977,0.8216453569,3.252993595
58,0.5423413044,-1.565207294,2.085579564,-2.393581052,-0.02121000866,0.8569452059,2.101721629,1.143021801
59,0.6552060198,-1.314665365,1.440846888,-0.2067035297,2.241744918,0.1021055493,0.9122526083,3.929675783
60,0.6016463413,-0.5124576197,2.519555918,-2.294119453,-0.7348512121,1.637479217,1.05757379,2.819210511
61,0.6819925249,-1.716459975,0.4473685455,-1.203268632,-0.4953296027,2.9186345,1.409577607,3.024255071
62,0.4184421043,-1.632003728,0.3793821641,-0.5721862832,1.467549908,0.253836247,1.094905299,3.094267573
63,0.3765771396,-1.421080391,0.1780847557,-2.349921655,0.629022692,-0.1634183561,1.64443653,2.530242747
64,0.411822243,-2.103003317,0.6726783695,-1.28489546,-0.3536042838,1.327654798,0.6189315114,1.674865839
65,0.3893585086,-1.67706548,0.07711445001,-0.5180593741,-1.675475312,0.1317044149,1.855541969,2.466178635
66,0.5414293727,-0.6751136678,3.208078419,-2.37393996,0.06090547352,1.41121765,1.525158547,2.881817763
67,0.412970736,-1.519041887,0.5781717134,-0.9396792603,0.4046692812,1.236280931,3.039717797,1.345726449
68,0.5864870172,-0.4054686356,1.271278442,-2.251388732,2.634745097,0.6433828401,0.6424670269,3.292670029
69,0.3490493008,-1.291697774,2.119520852,-1.244507586,-0.124968787,0.6197679304,1.680459339,-0.1046453308
70,0.4540276534,-1.391901493,-0.148395269,-0.3650885136,-0.09963039366,2.127448456,2.727800326,3.015155775
71,0.5976579373,-0.7988699962,1.026703504,-2.686880099,0.9178077372,0.6277543398,0.1861727241,4.022138538
72,0.3820758456,-1.395839732,0.5854700435,0.1362471927,1.285330651,1.287096978,0.8081908187,3.029475733
73,0.4617643518,-1.73482046,0.9047943049,0.5130691482,-0.2080192173,1.476622549,1.215933515,3.36650848
74,0.5187692446,-1.811479559,-0.244630813,-1.95515443,-0.2716416495,2.132987076,-0.6613324933,1.527945271
75,0.4325939475,-1.363318257,2.092298912,-1.248157484,-0.5779269322,0.2873268991,2.327266946,3.00866705
76,0.8652870368,-1.56333084,1.09469295,-1.274459948,1.277307101,0.1669364576,0.2585474649,3.86399968
77,0.5239855587,-1.883327804,2.307427301,-1.4760634,0.9241450831,-0.1346175105,2.335224842,0.9117372321
78,0.3707493024,-1.323620648,0.806978241,-2.388663049,-1.06661263,1.621990886,1.842438773,0.311540048
79,0.5896884721,-2.334891287,0.7486069114,-1.077618863,-0.5722224979,1.455367379,1.456818756,1.690728275
80,0.5442073725,-2.2639263,0.9615923676,-0.6517860745,0.568643158,0.305704642,2.601865318,2.044766326
81,0.5113485614,-1.011828596,1.266177162,0.3974233836,1.674959109,-1.096683763,1.907115042,3.772169521
82,0.3792904999,-1.491092058,0.2089083103,1.014763077,0.382866184,1.509042674,1.704999644,2.272954222
83,0.4698452673,-2.11484039,1.253229639,-1.174983204,0.06407790549,-0.1183368961,1.350747215,1.58768521
84,0.7102257362,-2.259454197,1.434807134,-0.7388367985,0.4203932582,1.659671709,0.1691542732,3.016848489
85,0.4197549889,-2.301083999,0.09959210809,-0.5198671529,0.4695048825,-0.3191356216,1.00382979,1.424680693
86,0.6832982323,-1.261518781,0.08118319128,-1.094397526,-0.1245201592,1.355069404,0.250587086,4.33793098
87,0.4118071983,-1.892018024,1.182677884,0.4307904616,-0.1723659322,0.6729523339,-0.3649013469,2.457446672
88,0.6551602537,-2.378125392,2.172954619,-1.316449039,-0.1971190809,0.3326708273,0.5088963962,1.662072624
89,0.4780469916,-0.9162811044,0.7836676762,-1.481743957,-0.5540792844,2.128307522,-0.9437381271,2.952534715
90,0.6935797588,-2.094261586,2.361490645,-1.652198473,0.7718688879,1.641186375,2.155062527,0.7417249404
91,0.4915299447,-1.49211904,1.861894612,-0.7442259987,0.3012743338,-0.5622652138,-0.507031581,3.820925477
92,0.7356173555,-1.930131501,2.017546376,-1.916207075,1.01987282,-1.134163592,2.015945699,1.373833463
93,0.660128481,-1.307485875,2.045800049,-1.642307851,2.189061287,-0.9966785465,-0.3656093133,2.103056246
94,0.7270813948,-1.315473823,2.663109635,-0.6795114466,1.569273784,0.1855115994,0.5662058503,3.658965759
95,0.5482847666,-2.373273469,1.444398494,-0.3926041542,-0.7210590948,0.6125097343,0.6364533357,1.257384835
96,0.4637556528,-1.692769666,0.614284847,-1.532190187,0.7681576008,0.06066353689,3.023173298,1.393400306
97,0.5035073545,-2.059028272,0.517710889,0.0580536576,-0.4311288172,1.309181825,0.6445261374,2.810068159
98,0.4461198065,-0.5172490748,2.387893238,0.8315531594,-0.868346146,-1.504896831,2.030470997,1.352203923
99,0.7276329391,-2.258976849,1.587515622,-0.3735527385,0.9847470806,-0.9146544175,2.16256773,2.515040792
100,0.5869332316,-1.517971755,1.307282837,-2.330380469,0.1991158483,2.760789895,1.270151105,2.124846881
101,0.7204541002,-2.206741941,0.8302646759,-1.548853877,-0.6890743291,-0.9439312492,0.5878125891,2.991389886
102,0.3944652554,-2.111328095,0.7584226967,-0.1981150867,0.03950984353,1.667213071,0.6675255363,1.210609524
103,0.4023730917,-1.767380816,0.3116537567,0.2694731961,1.286380769,1.885851744,1.46442712,1.667565432
104,0.4130863404,-0.8255752396,-0.2674381684,0.6809392275,-1.690636114,0.8902198432,1.169499215,3.06846081
105,0.6687418991,-1.774634143,1.533554624,0.03102669586,-0.01664424184,2.479468879,1.402860573,3.526333938
106,0.5868416988,-1.52024883,0.03022506143,-0.3225759315,-1.14253014,2.639477542,0.3981689565,2.964517962
107,0.3605287768,-1.121287059,2.31163201,-0.2845559371,0.03753353498,0.06976096521,0.4267719399,2.086973522
108,0.5179795682,-1.46288163,2.785035767,-0.5688292799,-1.606237768,0.2430438039,1.259334614,3.191873958
109,0.4473045131,-1.68436605,1.121912082,-0.7233302892,-0.1501132452,-1.001689423,0.6519386432,3.201052819
110,0.6195439086,-1.541618648,0.337128311,-0.5360584476,-1.373598344,3.138553031,1.802051064,1.88884758
111,0.5026766437,-1.437473546,2.682861351,-0.8476411248,-0.861829223,-0.3069839341,2.428880654,2.869679944
112,0.6117017574,-2.318065676,1.020041134,-1.770032451,-0.3887200848,1.340824184,1.73884173,2.199577803
113,0.4689965121,-1.111166338,0.7612421051,-1.264746046,-1.516275629,1.580229985,2.439141925,2.449901382
114,0.3686553351,-1.708932572,0.4064896701,-1.438642589,1.145034513,1.072815679,1.76951603,0.6474245581
115,0.3822198567,-0.7373067533,0.1308800069,-1.452389411,-0.6018259602,1.653744664,1.312394814,3.84262786
116,0.4404808363,-1.864410432,0.1514546825,-1.716841999,-0.8192243219,2.090386904,0.3895812658,0.3007590614
117,0.5403227914,-1.372166091,1.441001093,-0.5936290128,-0.256602685,1.391875875,-0.4217296029,3.748293671
118,0.4234898949,-1.202243167,1.816641648,-2.137867419,1.279983272,-1.057965764,0.176509536,0.6477477753
119,0.586015704,-1.283983847,3.431045177,-1.426996752,0.9719415186,0.870761046,0.7967815476,1.216571355
120,0.5695208263,-0.7732336086,1.496585017,-2.674971014,-1.054412011,2.110278082,1.630634745,2.244131341
121,0.3620371737,-1.525054143,0.6808868908,-1.594753814,0.5422264542,1.431188213,0.5012151693,2.813221715
122,0.4772217316,-0.9541272843,1.027727683,-2.142349051,1.962839091,0.8356114713,1.972469544,2.925729211
123,0.7429427001,-2.316323258,1.720337122,-1.436356305,-0.1153030784,1.755339954,2.134444154,1.488165192
124,0.6494893439,-1.469618681,1.198252505,-0.452870377,-0.6446495106,0.7306282266,1.198022162,4.404184864
125,0.2883928582,-1.411499741,-0.193203532,-0.6311446677,-0.05372469672,0.6838248728,0.04979015166,1.718448117
126,0.4188520502,-1.831507222,0.3262694059,-0.2143087423,-0.3665201695,2.307493129,2.469856402,0.8176610224
127,0.4297324974,-0.995314934,1.024492227,-2.418478199,1.422677077,1.504498596,2.328057309,0.4184316426
128,0.3544729834,-1.527258826,0.6213651279,-0.5744678294,0.2067064139,1.848049652,0.2706339641,2.380543857
129,0.6888281182,-2.132777776,0.7770552651,-1.088370603,-1.070887257,-0.3810965213,0.8647674935,3.516182306
130,0.7406440838,-1.350053249,1.907646792,-1.42535612,1.039374415,-0.6350583082,3.480031076,1.559972508
131,0.4470692227,-1.438073117,-0.4881330286,-0.5590344893,0.8272725092,0.8869674156,2.24142592,3.601760636
132,0.5643941383,-1.238587898,2.899276948,-1.457728118,-0.5359393045,1.423318973,0.8305923312,3.045504083
133,0.5814585648,-1.569216961,1.31519963,-2.039674111,0.8825144301,0.6664473559,1.670518373,3.769588558
134,0.3279469779,-1.205816946,2.398009117,-0.7223204187,1.045943027,0.9077660942,0.9162714636,1.932561693
135,0.5409686239,-0.449809657,1.589896829,-1.142974102,-0.5967395185,3.056950839,2.586146346,2.525328681
136,0.4442535793,-1.388484665,0.6687588995,-0.6414788292,-1.322297303,1.384981675,1.546313766,3.014264013
137,0.3226137688,-1.421450716,0.6481198615,-1.751574686,-0.4153852705,-0.3865721299,1.115295212,1.992099317
138,0.5525415909,-1.286343017,1.212346967,-1.352127512,2.386136537,-0.3806582564,2.275159766,3.274778593
139,0.6499764222,-2.053413325,2.216474404,-1.53581906,-0.1744000637,1.080152902,1.7226147,0.3496756872
140,0.6924464769,-2.188597944,1.224839295,-2.230436721,0.2828098013,-0.1338563883,1.715991484,2.667448039
141,0.420525521,-0.9795529147,2.3745062,0.04432219328,1.541015051,-0.2101586773,1.579344508,3.024446134
142,0.6484070684,-1.874731145,1.701917001,-1.982471273,0.3301194272,-0.2305173712,0.2581317082,3.22835473
143,0.3825092238,-1.635255486,1.017867347,0.3062153716,1.896297595,1.780681135,0.8450983802,0.612961505
144,0.4359489805,-1.727744194,0.668865127,0.2656409814,-0.9863097395,0.1769033206,2.703063296,2.631834151
145,0.4924224778,-1.292942366,2.386015424,-0.777858564,1.130377326,1.820663225,2.505868498,1.608063471
146,0.5541522198,-0.9912890575,1.798064863,-0.8445736211,0.9057664125,-1.51882828,2.381430413,3.37592315
147,0.5099084132,-1.817375261,1.146226828,-0.9994927644,-0.5901085257,1.503398771,1.739732876,-0.2690504083
148,0.4233631106,-1.589282288,0.1524300301,-2.66403261,0.0578149748,1.708988901,1.592188505,1.842599254
149,0.5217469822,-1.212477094,1.188795067,-1.155648962,-0.1741448928,3.924926841,1.802487604,0.9702620517
150,0.556493408,-1.793493914,1.229039301,-1.930191809,1.261848511,-1.438979775,2.042211362,2.434023707
151,0.3948208636,-2.113519449,-0.1971989629,-1.200971294,-0.2365288318,-0.7526788015,1.684539105,0.9570477916
152,0.5593055277,-1.335605226,1.307705571,-1.057135024,1.911462142,0.4320696819,0.2693187857,3.919458803
153,0.5153729334,-0.9473108713,2.413209832,-1.097678839,-0.5566855638,1.902183328,2.895546625,1.530065732
154,0.6281239392,-1.841832611,1.717392538,-1.183198798,1.499033347,0.2211569569,2.651633165,2.430373058
155,0.486438938,-1.46234648,0.6719744329,-1.320631683,1.503798848,-0.9538078272,3.195821707,1.040556558
156,0.4923204442,-0.8355322704,1.785487223,-1.190902182,0.5309497181,1.051325779,0.7163568173,3.993199833
157,0.5452096878,-1.998593024,0.7959881918,-1.39210048,1.371580628,0.9061530455,-0.4456019044,2.101722115
158,0.6041787491,-2.094425385,-0.2029847352,-0.33372749,0.7695500541,2.300814487,1.794575727,2.053275006
159,0.5459934596,-0.7272363922,0.7149837499,-0.2917344386,-0.6385170172,1.74707327,-0.4866074033,4.131074715
160,0.5580607465,-1.496747059,0.5730899892,1.886002465,0.2833915846,0.2648537389,3.121249072,2.792313886
161,0.2644729136,-1.133869718,0.6284524487,-1.265937507,0.3613161209,0.5161459065,-0.2545295178,1.659527952
162,0.5283074406,-1.100357569,2.83254957,-1.4292182,0.8210155806,1.950180574,1.206336038,0.428742851
163,0.5660954836,-1.779835838,1.520032387,-1.949392508,-1.685201243,-0.8303748218,-0.2384992467,2.727387438
164,0.4007076209,-0.8147038415,2.138530642,-1.597803298,0.363432307,1.111466874,2.426403704,1.071611202
165,0.3350311151,-0.9167048931,1.34352386,-1.361882822,-0.2167448913,1.660336079,1.182307709,2.20781874
166,0.5650820857,-0.6964176936,2.055698784,-2.063002322,1.317011579,2.022094737,3.134557113,0.9572685428
167,0.7128793991,-2.441937428,1.652287568,-0.9752719728,-0.7364289534,0.8843229359,1.718981484,2.467949703
168,0.6865198017,-1.471037848,1.293903301,-1.875692174,-0.7269816005,2.466933054,0.2267058123,3.37184597
169,0.6751409684,-2.330770788,0.853374933,-0.7178331991,-0.5524987132,1.652692804,2.410175001,1.868577382
170,0.4000077269,-0.9495330277,0.3318274796,-1.578844655,1.708177836,-0.9110259734,2.163934513,-0.01107691905
171,0.5082394929,-1.696226214,0.8201106877,-0.3100603799,0.01776556383,1.252624015,2.987626909,0.8601174858
172,0.6040849665,-2.078110668,1.293979498,-0.2299988216,-0.793570428,2.46182925,1.821941873,1.657753852
173,0.5688729936,-2.051500827,-0.06421930541,-2.313196742,1.436651281,-0.2512216959,1.713192887,1.58568945
174,0.4130839683,-0.7832331336,-1.905206063,-1.28973722,-1.729581275,0.7039346523,0.5715779573,0.9167178541
175,0.4626190199,-1.426932434,1.602001666,0.07840775851,-1.427747512,1.644932663,2.593734629,1.285370706
176,0.5883829503,-1.559801218,2.278456626,-0.111247104,-0.8271017894,0.799161131,3.60086987,1.49029793
177,0.4073937447,-0.4461434405,0.6953075436,-0.4727082788,1.116674553,1.844640308,0.9364583275,3.649757557
178,0.4483750912,-1.28286318,0.8009309248,-2.759800909,1.234515723,-0.1753975777,1.932055595,1.601450551
179,0.5428400362,-2.060575721,1.548038447,-1.680864564,0.6104022249,1.677375522,1.548947651,1.95256483
180,0.6530075934,-1.198405036,2.222531108,-1.698709861,1.458460696,1.513125549,0.894310465,2.93590679
181,0.4488155647,-1.51434892,0.4118909227,-0.6137008703,0.3929269612,2.552572934,0.4407599122,3.012943277
182,0.4683544828,-0.9098478285,2.20053393,-2.664696261,0.4518557313,1.046490958,-0.0327913132,2.735594866
183,0.378775744,-0.9120850574,2.833629021,-0.8129610641,1.201307289,-0.7982208658,0.08040907007,0.809391651
184,0.7201268875,-1.590963357,2.679881584,-1.90859437,1.168241483,2.414202255,1.542533492,1.520709745
185,0.2825073112,-0.1399122449,1.72572947,-0.002573368098,-0.75905584,1.171830453,0.09758757218,1.631701166
186,0.6928647668,-1.575483545,2.290977573,-1.750238933,0.6509727856,1.56998769,0.3013185,3.299965725
187,0.5372016771,-1.689296543,2.329460641,-0.8522991035,-0.4274184207,2.060066196,0.07871832801,2.251097136
188,0.7205926395,-1.942421109,1.533228872,-0.3730497278,-1.153632672,1.084320188,2.703818298,1.993455847
189,0.5962284801,-1.176143812,2.264608984,-0.3316194699,0.4204881907,1.620181143,1.610938466,3.222298987
190,0.3446463076,-1.22443249,1.111834559,-1.120307256,0.2839610262,0.7917141479,1.563733465,3.436206913
191,0.2748712166,-0.7798128686,1.447278738,-0.07359723528,1.323614722,-0.3746683067,0.6284959188,3.000978738
192,0.3926906048,-1.658819611,2.349336117,-0.7837251826,-0.4452096487,0.7877912296,2.063778047,0.9664328682
193,0.6949054332,-1.717660867,2.835353753,-2.62173992,0.2148887605,0.1462461721,0.4333696374,2.375238831
194,0.4751046718,-1.762614797,2.149458276,-1.671732088,-0.9201691619,0.1607885955,0.6726804462,2.150610966
195,0.6127140013,-1.194353384,2.661736392,-2.109628585,-1.004018505,1.324712984,1.339584366,3.243852541
196,0.6166968437,-1.826431338,2.506932298,-0.3664980511,0.0695801795,0.2744804786,1.91365421,2.154460084
197,0.6548891669,-1.439623743,1.234855783,-1.468171251,0.5508620312,-1.392103252,3.023053609,1.708708385
198,0.5547534503,-0.5057849899,0.7771153247,2.188358891,0.9448464995,1.457018739,2.795883353,2.413692717
199,0.661505642,-1.581332409,1.908885152,-0.2014033314,-0.000859759844,2.046829379,1.056703784,3.864195717
200,0.6881227797,-1.36145512,2.474518249,-3.300094792,-0.05915315285,1.018100032,1.924705191,1.047286364
201,0.5326271467,-1.081156831,0.9021659279,0.2497237501,2.580164763,-0.01096926968,2.432429353,2.83442679
202,0.6203310599,-2.360182108,1.765461955,-0.333494264,-0.8220364056,0.9760384172,1.005129985,1.937932886
203,0.5419525269,-2.236131081,1.16763027,-1.817658814,-0.2730319724,1.00043865,1.252073484,1.869683158
204,0.5017251665,-0.9616665375,1.03359141,-2.159598269,-0.5058759694,0.9843225264,3.16259641,2.37957194
205,0.4517929242,-0.6510926773,2.682857306,-1.700728358,-0.7683874597,1.144161099,1.505476292,2.061666115
206,0.4789637517,-1.14046106,-0.02371631047,-1.668556313,1.902313616,0.01458529011,1.712751478,2.940186293
207,0.6644451165,-1.513061097,3.101315232,-1.793592735,0.5351043578,0.2852149635,1.428359895,2.980858413
208,0.5378373835,-1.284452105,2.98837323,-1.966114127,1.005523047,0.4608882132,0.7050435001,-0.3900492041
209,0.4401297796,-1.106177634,1.553135616,-1.755116477,-0.2373166279,-1.938463216,1.754346362,1.558580238
210,0.5092540113,-1.511553345,1.663971283,-1.858552485,-0.7937274735,0.3527440636,1.703962474,3.211802405
211,0.4350209786,-1.525969735,1.011373073,-1.232659856,1.897470955,0.8112275063,1.824259998,1.007346926
212,0.5292812328,-1.313247301,1.436435447,-1.029900339,2.160751269,0.9604220324,1.613876684,3.475762351
213,0.4856874206,-0.6611185651,1.836263027,-1.23997156,1.795501208,0.4813487904,0.5028783097,3.240259776
214,0.4652816284,-1.113834149,0.4398854804,-0.883903748,-0.5532569832,0.1287288692,3.450738766,2.978364491
215,0.5167096296,-1.429496207,1.456199677,-2.351566446,-0.5268477995,-0.7189100792,3.139592036,1.299695508
216,0.6658380427,-1.454828922,3.107474939,-1.792391157,-0.09210255206,0.237358104,0.6829549217,2.33236105
217,0.8493741929,-1.595696007,0.4474133158,-0.5663796033,0.9530035541,0.9742530788,0.3161207893,4.424102508
218,0.5918918564,-1.848329524,2.062462243,-0.2769424783,2.312607284,1.196601261,0.1948691529,1.969599467
219,0.4303474539,-1.452871587,1.00113729,-1.130282671,0.1488810694,-1.253147689,2.634706547,2.140950465
220,0.4489850605,-2.225105754,0.620722866,-1.020476913,1.088264041,1.270754201,0.775201873,1.118607244
221,0.3690396499,-0.892138186,1.20558049,-2.65833972,-1.423462667,1.034339615,1.56898046,0.5128253521
222,0.4452720541,-1.342510046,1.565095839,-2.384632515,-0.8324462822,0.2278461627,1.339606089,1.7817241
223,0.5410211534,-1.038830977,0.4089756525,-2.770560078,0.7196873228,1.010404048,1.240301244,3.827851653
224,0.6012561015,-1.997602988,0.4926121167,-0.4385917027,-1.791634655,1.339226741,2.112852866,2.924474119
225,0.4885308592,-1.770129524,0.6518593424,-2.648805291,-0.8895420483,0.8571315192,0.5164462067,2.444789576
226,0.4563715537,-1.152617251,0.1898145371,-1.496990749,1.065035435,2.493346999,2.588383838,2.6431123
227,0.3746129902,-1.836280852,1.766983049,-1.2329565,0.8830242723,1.657314068,-0.1892271522,1.825080797
228,0.6793214336,-1.834045581,1.659300851,-1.91428533,0.6194416982,1.4542943,1.155288854,2.754793755
229,0.4902090899,-1.523350688,-0.8602774084,-1.310151902,1.726807077,0.6598706811,2.563530536,1.694899024
230,0.5819235015,-1.275890732,0.9164131756,-3.156897505,-0.5475730895,2.523003902,1.259241933,1.541699489
231,0.4016210005,-1.465482889,1.663553047,-1.28397958,1.159182781,1.415017978,0.2045747285,2.664009672
232,0.5054702491,-1.709971753,1.75745672,-1.446022221,0.8360047887,-0.01158356811,0.3252803464,3.548802653
233,0.4737624741,-0.443994054,1.993181395,-0.06329500613,-0.9314912851,2.270423563,0.5568294898,3.14572922
234,0.3481807245,-1.662860758,-0.1310186176,0.2018180042,1.447610376,0.1251726574,0.6345187771,1.704248557
235,0.4282378878,-0.7198970246,2.955614943,-0.3308214362,-1.21041723,0.09186880598,1.74901041,-0.3037822765
236,0.5431123176,-0.7982820276,1.81199724,-1.820716128,0.1161979903,-0.9456717261,-0.278617598,3.821970317
237,0.5063594446,-1.948544834,0.8969747126,-1.877058792,1.171443311,0.184230566,2.517677354,1.741425636
238,0.6064304365,-1.283819773,1.954139097,0.5883739705,0.3973949205,1.390808417,3.328433447,1.802383657
239,0.4791332174,-1.008025546,-0.10896121,-2.576503337,-1.386365529,0.2337640849,2.235172074,1.939546292
240,0.607516149,-2.116137847,1.514416326,-1.701214842,1.239882219,1.470638791,1.480964962,2.430991254
241,0.5112492929,-1.892272163,0.8427671546,-0.3577090046,1.799197327,-1.049924024,1.016889306,2.432830725
242,0.3958987614,-0.5708744425,2.169896118,-2.488484893,-0.7080951152,-0.1540719525,0.5221318931,1.907683019
243,0.5828637646,-1.526788056,2.09205994,-2.026868695,-1.69103322,-0.6169628073,1.339202215,2.610806819
244,0.4905219359,-1.260065197,1.968711158,-1.35296419,0.4210949689,1.104989871,3.088331077,1.384701626
245,0.4251752178,-1.703268772,1.594902109,-0.7802821052,0.6536793942,1.965524328,0.8077851061,2.088028415
246,0.649606267,-2.384038904,1.972209428,-1.15133662,1.086341692,0.4588745956,0.2959046347,1.530525151
247,0.2439321424,-0.1858635811,0.6105918884,-0.8031033354,1.60896892,1.217652384,0.1655797875,1.034948025
248,0.3163700282,-1.419567866,0.7762478843,0.3517293572,-1.008831712,0.2014026939,1.967922734,0.8967989061
